,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
10,NOR,4,McLaren,3.0,3.0,Finished,16.0,Austria,2020.0,20.0,0 days 00:01:03.626000,1,0 days 00:01:17.466723076,0 days 00:00:15.447436,0 days 00:00:05.096200,0 days 00:00:21.240333,3.0,25.0,0.0,20.0,21.0,0.0,Renault,False,4,149.2278371354317,324,7685.7779702890875,12241,45.59139474444124,0.3401033144030545,13.06510090801168,22
11,HAM,44,Mercedes,4.0,5.0,Finished,12.0,Austria,2020.0,35.0,0 days 00:01:02.951000,0,0 days 00:01:17.435092307,0 days 00:00:16.858545,0 days 00:00:05.064569230,0 days 00:00:19.107500,2.0,45.0,0.0,0.0,21.0,0.0,Mercedes,False,44,149.37568582154202,327,7526.48763114833,12752,45.59402573234511,1.1679019475727532,17.954888183014088,22
12,VET,5,Ferrari,10.0,11.0,Finished,1.0,Austria,2020.0,33.0,0 days 00:01:04.206000,0,0 days 00:01:17.631815384,0 days 00:00:14.268363,0 days 00:00:05.261292307,0 days 00:00:21.433000,3.0,25.0,0.0,21.0,20.0,0.0,Ferrari,False,5,147.8171142554625,331,7699.717521737735,12788,48.529341932171846,2.037411364584336,18.570924375140375,22
13,SAI,55,McLaren,5.0,8.0,Finished,10.0,Austria,2020.0,26.0,0 days 00:01:03.971000,0,0 days 00:01:17.457584615,0 days 00:00:15.206621,0 days 00:00:05.087061538,0 days 00:00:21.898667,3.0,26.0,0.0,19.0,21.0,0.0,Renault,False,55,149.08807392434306,336,7697.640453043283,12369,44.42195270638817,0.4556101004267334,13.761350145987745,22
14,LAT,6,Williams,11.0,20.0,Finished,0.0,Austria,2020.0,25.0,0 days 00:01:05.757000,0,0 days 00:01:17.595046153,0 days 00:00:13.747792,0 days 00:00:05.224523076,0 days 00:00:21.154667,3.0,25.0,0.0,25.0,16.0,0.0,Mercedes,False,6,149.31915166682708,329,7904.559694548721,12819,46.85054705297269,0.3753970545769564,18.35274489042898,22
15,RUS,63,Williams,15.0,17.0,Fuel pressure,0.0,Austria,2020.0,21.0,0 days 00:01:05.167000,0,0 days 00:01:14.173714285,0 days 00:00:11.227615,0 days 00:00:04.797119047,0 days 00:00:21.417000,1.0,24.0,0.0,20.0,0.0,0.0,Mercedes,False,63,103.44024128084192,331,5408.033304456637,12815,59.46709660859242,26.377257997240672,37.25735553630442,22
16,RAI,7,Alfa Romeo Racing,14.0,19.0,Wheel,0.0,Austria,2020.0,40.0,0 days 00:01:05.224000,0,0 days 00:01:15.448282608,0 days 00:00:11.158222,0 days 00:00:05.896608695,0 days 00:00:22.399000,2.0,27.0,0.0,19.0,2.0,0.0,Ferrari,False,7,112.5588924182629,332,5702.635126897038,12788,57.26614688612956,22.40510796675971,35.74614175249462,22
17,BOT,77,Mercedes,1.0,1.0,Finished,25.0,Austria,2020.0,30.0,0 days 00:01:02.939000,0,0 days 00:01:17.370287878,0 days 00:00:17.137540,0 days 00:00:05.059742424,0 days 00:00:19.172000,2.0,45.0,0.0,0.0,22.0,0.0,Mercedes,False,77,149.2279013058684,307,7894.513203067347,12820,45.59960856033625,0.5679083646164212,16.851156672121153,22
18,GRO,8,Haas F1 Team,16.0,15.0,Brakes,0.0,Austria,2020.0,34.0,0 days 00:01:04.691000,0,0 days 00:01:15.698325581,0 days 00:00:11.350929,0 days 00:00:06.325069767,0 days 00:00:23.280000,1.0,29.0,0.0,15.0,0.0,0.0,Ferrari,False,8,102.78105047004846,325,5219.112651201592,12761,55.266660249623,24.599736901209614,35.40282991625758,22
19,GIO,99,Alfa Romeo Racing,9.0,18.0,Finished,2.0,Austria,2020.0,26.0,0 days 00:01:05.175000,0,0 days 00:01:17.520630769,0 days 00:00:14.715568,0 days 00:00:05.150107692,0 days 00:00:22.045667,3.0,30.0,0.0,20.0,16.0,0.0,Ferrari,False,99,149.66143677607727,331,7742.856835755767,12682,52.30644592036449,6.035229569737222,21.622228639265888,22
0,GAS,10,AlphaTauri,20.0,10.0,Engine,0.0,Hungary,2020.0,24.0,0 days 00:01:15.508000,0,0 days 00:01:30.141857142,0 days 00:00:08.199062,0 days 00:00:05.596428571,0 days 00:00:22.740000,1.0,0.0,3.0,0.0,12.0,0.0,,False,10,33.24708504335064,327,2226.671567961297,13028,64.0368820156008,51.53154132579567,57.309814366863264,23
1,PER,11,Racing Point,7.0,4.0,+1 Lap,6.0,Hungary,2020.0,30.0,0 days 00:01:14.545000,0,0 days 00:01:23.458882352,0 days 00:00:05.457331,0 days 00:00:02.629073529,0 days 00:00:22.657000,2.0,34.0,3.0,32.0,0.0,0.0,Mercedes,False,11,129.4150245970701,330,7250.608648384204,13549,40.4332074035822,0.5598891093414508,19.343353355257793,23
2,LEC,16,Ferrari,11.0,6.0,+1 Lap,0.0,Hungary,2020.0,22.0,0 days 00:01:14.817000,0,0 days 00:01:23.988367647,0 days 00:00:05.367093,0 days 00:00:03.158558823,0 days 00:00:22.415000,2.0,49.0,2.0,0.0,18.0,0.0,Ferrari,False,16,129.87432392031093,324,7447.649661620417,12629,55.6766776288968,11.208653820020112,30.46503410974914,23
3,STR,18,Racing Point,4.0,3.0,Finished,12.0,Hungary,2020.0,21.0,0 days 00:01:14.377000,0,0 days 00:01:23.061956521,0 days 00:00:05.959230,0 days 00:00:02.293057971,0 days 00:00:22.557333,3.0,18.0,3.0,49.0,0.0,0.0,Mercedes,False,18,131.16620009240887,327,7571.550213355801,13350,40.53947761802517,8.118392085451037,18.78890006251189,23
4,MAG,20,Haas F1 Team,10.0,0.0,+1 Lap,1.0,Hungary,2020.0,28.0,0 days 00:01:16.152000,0,0 days 00:01:23.452323529,0 days 00:00:04.022914,0 days 00:00:02.622514705,0 days 00:00:23.621000,1.0,67.0,0.0,2.0,0.0,0.0,Ferrari,False,20,129.89332209931237,299,7402.701845459735,12716,52.23893131845732,12.760579458049085,30.9189247954774,23
5,ALB,23,Red Bull Racing,5.0,13.0,Finished,10.0,Hungary,2020.0,24.0,0 days 00:01:15.715000,0,0 days 00:01:23.235188405,0 days 00:00:05.252948,0 days 00:00:02.466289855,0 days 00:00:22.610000,2.0,36.0,3.0,31.0,0.0,0.0,Honda,False,23,133.11619057972985,328,7444.5122169977985,12761,38.58954148887017,26.975239855407278,19.256380289729023,23
6,KVY,26,AlphaTauri,12.0,17.0,+1 Lap,0.0,Hungary,2020.0,26.0,0 days 00:01:16.204000,0,0 days 00:01:23.922617647,0 days 00:00:05.724273,0 days 00:00:03.092808823,0 days 00:00:23.126500,2.0,51.0,1.0,0.0,17.0,0.0,,False,26,129.73372652406707,318,7616.351914766396,13142,43.260701763922484,1.731307585682059,18.623107656347678,23
7,RIC,3,Renault,8.0,11.0,+1 Lap,4.0,Hungary,2020.0,31.0,0 days 00:01:15.661000,0,0 days 00:01:23.446426470,0 days 00:00:05.277217,0 days 00:00:02.616617647,0 days 00:00:21.996500,2.0,0.0,4.0,65.0,0.0,0.0,Renault,False,3,129.79710814557117,324,7287.4777267415,12270,42.244149702389045,0.4403011442393933,14.796292773081838,23
8,VER,33,Red Bull Racing,2.0,7.0,Finished,18.0,Hungary,2020.0,22.0,0 days 00:01:14.849000,0,0 days 00:01:22.342304347,0 days 00:00:04.822011,0 days 00:00:01.573405797,0 days 00:00:21.398500,2.0,34.0,4.0,32.0,0.0,0.0,Honda,False,33,130.46834995787242,319,7244.086538200201,12851,40.65156415622537,30.532981817193487,15.21756855923681,23
9,NOR,4,McLaren,13.0,8.0,+1 Lap,0.0,Hungary,2020.0,20.0,0 days 00:01:14.966000,0,0 days 00:01:23.967567164,0 days 00:00:05.442086,0 days 00:00:03.145776119,0 days 00:00:22.877000,2.0,34.0,4.0,31.0,0.0,0.0,Renault,False,4,127.80398445356454,329,7187.378713342212,12262,52.070040496833634,11.583725165112929,28.888647297040198,23
10,HAM,44,Mercedes,1.0,1.0,Finished,26.0,Hungary,2020.0,35.0,0 days 00:01:13.447000,1,0 days 00:01:22.272507246,0 days 00:00:05.643536,0 days 00:00:01.503608695,0 days 00:00:22.336667,3.0,0.0,3.0,63.0,4.0,0.0,Mercedes,False,44,131.28165683689832,315,7163.077650640067,12687,55.422879352050664,12.564890060609354,29.72032723615905,23
11,VET,5,Ferrari,6.0,5.0,+1 Lap,8.0,Hungary,2020.0,33.0,0 days 00:01:14.774000,0,0 days 00:01:23.488455882,0 days 00:00:05.682437,0 days 00:00:02.658647058,0 days 00:00:25.083000,2.0,40.0,3.0,26.0,0.0,0.0,Ferrari,False,5,129.84950941755224,320,7400.352648601636,13001,53.729812736118284,9.433859701573668,28.217323947490016,23
12,SAI,55,McLaren,9.0,9.0,+1 Lap,2.0,Hungary,2020.0,26.0,0 days 00:01:15.027000,0,0 days 00:01:23.676411764,0 days 00:00:05.545248,0 days 00:00:02.846602941,0 days 00:00:24.784500,2.0,29.0,3.0,37.0,0.0,0.0,Renault,False,55,127.64620987687876,329,6959.331367379665,12272,39.66039735819314,0.04620444106215856,17.56855923681135,23
13,LAT,6,Williams,19.0,15.0,+5 Laps,0.0,Hungary,2020.0,25.0,0 days 00:01:16.105000,0,0 days 00:01:27.482126984,0 days 00:00:08.707091,0 days 00:00:06.651238095,0 days 00:00:26.773400,5.0,13.0,3.0,35.0,14.0,0.0,Mercedes,False,6,122.89582257494632,304,7399.050824885168,13005,51.16443345201533,11.684287772130569,32.56054140733291,23
14,RUS,63,Williams,18.0,12.0,+1 Lap,0.0,Hungary,2020.0,21.0,0 days 00:01:15.585000,0,0 days 00:01:24.376029411,0 days 00:00:05.632722,0 days 00:00:03.546220588,0 days 00:00:21.533000,3.0,0.0,4.0,50.0,15.0,0.0,Mercedes,False,63,129.51564156225368,323,7363.283097328296,12831,48.26268583697986,7.169842089527899,25.04280705568994,23
15,RAI,7,Alfa Romeo Racing,15.0,20.0,+1 Lap,0.0,Hungary,2020.0,40.0,0 days 00:01:16.614000,0,0 days 00:01:24.063544117,0 days 00:00:05.796712,0 days 00:00:03.233735294,0 days 00:00:24.713500,2.0,36.0,3.0,30.0,0.0,0.0,Ferrari,False,7,129.60620226673552,323,7324.849699671133,12927,44.84219824423124,3.680047835186041,23.84964531296714,23
16,BOT,77,Mercedes,3.0,2.0,Finished,15.0,Hungary,2020.0,30.0,0 days 00:01:13.554000,0,0 days 00:01:22.312000,0 days 00:00:05.926249,0 days 00:00:01.543101449,0 days 00:00:21.707333,3.0,21.0,2.0,47.0,0.0,0.0,Mercedes,False,77,131.48699480879515,329,7313.473215013725,12922,53.37311445111842,11.912592069143587,29.467561764466065,23
17,GRO,8,Haas F1 Team,16.0,0.0,+1 Lap,0.0,Hungary,2020.0,34.0,0 days 00:01:16.407000,0,0 days 00:01:23.909147058,0 days 00:00:04.175852,0 days 00:00:03.079338235,0 days 00:00:22.591000,1.0,66.0,0.0,3.0,0.0,0.0,Ferrari,False,8,129.88954420677845,304,7553.334737585954,12975,50.06599081346995,10.719430326420786,27.918354034734865,23
18,GIO,99,Alfa Romeo Racing,17.0,19.0,+1 Lap,0.0,Hungary,2020.0,26.0,0 days 00:01:16.506000,0,0 days 00:01:24.341750,0 days 00:00:06.225411,0 days 00:00:03.511941176,0 days 00:00:22.398667,3.0,29.0,4.0,20.0,16.0,0.0,Ferrari,False,99,129.98749762183024,318,7448.301878074633,12773,46.29288179816813,3.704509009866007,21.324708504335064,23
0,GAS,10,AlphaTauri,7.0,11.0,Finished,6.0,UK,2020.0,24.0,0 days 00:01:26.343000,0,0 days 00:01:37.700234042,0 days 00:00:15.499324,0 days 00:00:03.042638297,0 days 00:00:29.414000,1.0,40.0,0.0,12.0,0.0,0.0,,False,10,147.39902607602892,338,7809.898429154885,13007,48.38416588124411,2.8149544454916744,15.014137606032046,24
1,LEC,16,Ferrari,3.0,4.0,Finished,15.0,UK,2020.0,22.0,0 days 00:01:25.427000,0,0 days 00:01:36.383673913,0 days 00:00:14.523001,0 days 00:00:02.274934782,0 days 00:00:29.520000,1.0,39.0,0.0,13.0,0.0,0.0,Ferrari,False,16,147.62924913603518,319,7449.603487276155,13031,51.984040213634934,5.230914231856739,19.871190700596923,24
2,STR,18,Racing Point,9.0,6.0,Finished,2.0,UK,2020.0,21.0,0 days 00:01:25.839000,0,0 days 00:01:37.850425531,0 days 00:00:15.512479,0 days 00:00:03.192829787,0 days 00:00:28.716000,1.0,39.0,0.0,13.0,0.0,0.0,Mercedes,False,18,147.4133207665724,337,7683.794721960415,12929,44.79899465912661,6.606974552309142,16.019478479421927,24
3,ALB,23,Red Bull Racing,8.0,12.0,Finished,4.0,UK,2020.0,24.0,0 days 00:01:26.545000,0,0 days 00:01:36.531478260,0 days 00:00:12.924525,0 days 00:00:03.046043478,0 days 00:00:31.071000,2.0,24.0,0.0,28.0,0.0,0.0,Honda,False,23,147.36336789192586,338,7643.396135721018,12694,44.58250078542256,1.55827835375432,15.601633678919258,24
4,KVY,26,AlphaTauri,18.0,19.0,Accident,0.0,UK,2020.0,26.0,0 days 00:01:26.744000,0,0 days 00:01:48.201666666,0 days 00:00:22.563470,0 days 00:00:03.472222222,0 days 00:00:00,0.0,0.0,0.0,11.0,0.0,0.0,,False,26,34.55230914231857,323,2008.8081998114985,12956,70.20662896638392,56.91486019478479,60.44297832233742,24
5,RIC,3,Renault,4.0,8.0,Finished,12.0,UK,2020.0,31.0,0 days 00:01:26.009000,0,0 days 00:01:37.505063829,0 days 00:00:15.854622,0 days 00:00:02.847468085,0 days 00:00:29.559000,1.0,40.0,0.0,0.0,12.0,0.0,Renault,False,3,148.2909833490418,339,7529.673075714734,12378,46.40914231856739,2.2086082312284008,11.775054979579014,24
6,OCO,31,Renault,6.0,9.0,Finished,8.0,UK,2020.0,23.0,0 days 00:01:26.209000,0,0 days 00:01:37.609000,0 days 00:00:15.519106,0 days 00:00:02.951404255,0 days 00:00:30.768000,1.0,40.0,0.0,0.0,12.0,0.0,Renault,False,31,147.47103361608546,337,7350.385076971411,12447,47.73226515865536,2.079798931825322,15.969211435752435,24
7,VER,33,Red Bull Racing,2.0,3.0,Finished,19.0,UK,2020.0,22.0,0 days 00:01:25.325000,1,0 days 00:01:34.722577777,0 days 00:00:12.976274,0 days 00:00:01.824244444,0 days 00:00:28.240500,2.0,37.0,0.0,13.0,2.0,0.0,Honda,False,33,147.33553251649388,308,7530.06958843858,12627,47.268520263901976,2.73641218975809,14.882186616399624,24
8,NOR,4,McLaren,5.0,5.0,Finished,10.0,UK,2020.0,20.0,0 days 00:01:25.782000,0,0 days 00:01:37.561957446,0 days 00:00:15.712987,0 days 00:00:02.904361702,0 days 00:00:30.289000,1.0,40.0,0.0,0.0,12.0,0.0,Renault,False,4,147.46902293433868,328,7452.305780710022,12408,47.42588752748979,2.485076971410619,14.087338988375746,24
9,HAM,44,Mercedes,1.0,1.0,Finished,25.0,UK,2020.0,35.0,0 days 00:01:24.303000,0,0 days 00:01:34.491888888,0 days 00:00:13.119308,0 days 00:00:01.593555555,0 days 00:00:28.805000,1.0,39.0,0.0,13.0,0.0,0.0,Mercedes,False,44,147.46710650329877,307,7339.2358781024195,12660,45.554068488847,1.4608859566446748,13.575243480992775,24
10,VET,5,Ferrari,10.0,10.0,Finished,1.0,UK,2020.0,33.0,0 days 00:01:26.077000,0,0 days 00:01:37.926553191,0 days 00:00:15.312398,0 days 00:00:03.268957446,0 days 00:00:29.439000,1.0,40.0,0.0,0.0,12.0,0.0,Ferrari,False,5,147.74376374489475,328,7360.074363807728,13089,48.99434495758718,1.7436380772855797,16.48444863336475,24
11,SAI,55,McLaren,13.0,7.0,Finished,0.0,UK,2020.0,26.0,0 days 00:01:25.965000,0,0 days 00:01:38.245170212,0 days 00:00:16.102744,0 days 00:00:03.587574468,0 days 00:00:32.382500,2.0,38.0,0.0,1.0,13.0,0.0,Renault,False,55,147.4166509582155,335,7429.892962613886,12181,47.096261388627084,1.9070059692114358,12.862079798931825,24
12,LAT,6,Williams,15.0,18.0,Finished,0.0,UK,2020.0,25.0,0 days 00:01:27.705000,0,0 days 00:01:36.949586956,0 days 00:00:12.934267,0 days 00:00:03.464152173,0 days 00:00:31.371000,1.0,40.0,0.0,12.0,0.0,0.0,Mercedes,False,6,147.49459629280554,331,7519.859095193214,12792,47.000314169022936,1.8253220232485077,16.44674835061263,24
13,RUS,63,Williams,12.0,20.0,Finished,0.0,UK,2020.0,21.0,0 days 00:01:26.732000,0,0 days 00:01:36.894478260,0 days 00:00:12.953939,0 days 00:00:03.409043478,0 days 00:00:29.302000,1.0,40.0,0.0,12.0,0.0,0.0,Mercedes,False,63,147.43041156142004,335,7515.794156456173,12700,46.83119698397738,2.1583411875589067,14.690543512409675,24
14,RAI,7,Alfa Romeo Racing,17.0,16.0,+1 Lap,0.0,UK,2020.0,40.0,0 days 00:01:27.366000,0,0 days 00:01:37.605113636,0 days 00:00:11.878827,0 days 00:00:04.689250,0 days 00:00:40.337500,2.0,35.0,0.0,12.0,4.0,0.0,Ferrari,False,7,144.79588438579955,332,7402.550298460572,12829,56.823342758404024,11.341501727929625,25.576500157084514,24
15,BOT,77,Mercedes,11.0,2.0,Finished,0.0,UK,2020.0,30.0,0 days 00:01:24.616000,0,0 days 00:01:35.469911111,0 days 00:00:13.972857,0 days 00:00:02.571577777,0 days 00:00:32.086500,2.0,37.0,0.0,13.0,2.0,0.0,Mercedes,False,77,147.37345271756206,332,7483.877599748665,12957,46.151178133836005,2.5793276782909205,15.325164938737041,24
16,GRO,8,Haas F1 Team,16.0,17.0,Finished,0.0,UK,2020.0,34.0,0 days 00:01:27.317000,0,0 days 00:01:37.042782608,0 days 00:00:13.367375,0 days 00:00:03.557347826,0 days 00:00:33.816000,1.0,16.0,0.0,36.0,0.0,0.0,Ferrari,False,8,147.14143889412503,326,7582.4051209550735,12821,44.25161797046811,1.4326107445805842,14.225573358466855,24
17,GIO,99,Alfa Romeo Racing,14.0,15.0,Finished,0.0,UK,2020.0,26.0,0 days 00:01:27.164000,0,0 days 00:01:38.044148936,0 days 00:00:15.211429,0 days 00:00:03.386553191,0 days 00:00:28.355000,1.0,40.0,0.0,12.0,0.0,0.0,Ferrari,False,99,147.75868677348413,334,7686.724787935909,12633,57.12557335846685,9.798931825322024,23.779453345900095,24
0,GAS,10,AlphaTauri,11.0,7.0,Finished,0.0,UK,2020.0,24.0,0 days 00:01:26.523000,0,0 days 00:01:33.219450980,0 days 00:00:04.318197,0 days 00:00:02.405392156,0 days 00:00:28.331000,2.0,45.0,0.0,7.0,0.0,0.0,,False,10,162.17565114168005,337,7910.0752740730395,12959,51.4311849731164,41.37630053767195,10.023741358843656,25
1,LEC,16,Ferrari,4.0,8.0,Finished,12.0,UK,2020.0,22.0,0 days 00:01:26.614000,0,0 days 00:01:32.369137254,0 days 00:00:03.255333,0 days 00:00:01.555078431,0 days 00:00:29.419000,1.0,34.0,0.0,18.0,0.0,0.0,Ferrari,False,16,162.57632148592975,336,7665.181551567628,12393,56.84896306123874,4.975211228266183,18.588087424062564,25
2,STR,18,Racing Point,6.0,6.0,Finished,8.0,UK,2020.0,21.0,0 days 00:01:26.428000,0,0 days 00:01:32.699156862,0 days 00:00:03.746067,0 days 00:00:01.885098039,0 days 00:00:28.104500,2.0,34.0,0.0,18.0,0.0,0.0,Mercedes,False,18,162.03927798338106,324,7840.793415264297,13113,50.948502199567066,6.95831296697158,14.161022274980798,25
3,MAG,20,Haas F1 Team,20.0,17.0,Retired,0.0,UK,2020.0,28.0,0 days 00:01:28.236000,0,0 days 00:01:35.081095238,0 days 00:00:04.651784,0 days 00:00:03.979952380,0 days 00:00:29.161500,2.0,34.0,0.0,9.0,0.0,0.0,Ferrari,False,20,132.882969066406,326,6461.174394246212,12526,51.639724879547515,11.29460233223937,22.561273654074437,25
4,ALB,23,Red Bull Racing,5.0,9.0,Finished,10.0,UK,2020.0,24.0,0 days 00:01:26.642000,0,0 days 00:01:32.572941176,0 days 00:00:04.210979,0 days 00:00:01.758882352,0 days 00:00:28.137500,2.0,46.0,0.0,6.0,0.0,0.0,Honda,False,23,162.0524753857971,350,7820.711682145102,12747,49.134592556385726,40.56280985964667,12.795894141470567,25
5,KVY,26,AlphaTauri,10.0,16.0,Finished,1.0,UK,2020.0,26.0,0 days 00:01:27.882000,0,0 days 00:01:33.118705882,0 days 00:00:04.068048,0 days 00:00:02.304647058,0 days 00:00:28.200500,2.0,35.0,0.0,17.0,0.0,0.0,,False,26,161.59517491795265,337,7914.979296138537,13526,51.41669576146917,41.92095524055583,11.392360868654423,25
6,HUL,27,Racing Point,7.0,3.0,Finished,6.0,UK,2020.0,32.0,0 days 00:01:26.082000,0,0 days 00:01:32.976588235,0 days 00:00:04.611438,0 days 00:00:02.162529411,0 days 00:00:28.701000,3.0,29.0,0.0,15.0,8.0,0.0,Mercedes,False,27,162.1325326443684,327,7779.683157600726,13104,49.284791564834855,27.47364010893094,12.017317226450668,25
7,RIC,3,Renault,14.0,5.0,+1 Lap,0.0,UK,2020.0,31.0,0 days 00:01:26.297000,0,0 days 00:01:33.819160,0 days 00:00:04.833760,0 days 00:00:02.990560,0 days 00:00:28.270333,3.0,9.0,0.0,42.0,0.0,0.0,Renault,False,3,159.8188324837651,334,7605.517247398925,12357,49.236156692968365,38.13979470707353,9.339431603938273,25
8,OCO,31,Renault,8.0,14.0,Finished,4.0,UK,2020.0,23.0,0 days 00:01:27.011000,0,0 days 00:01:33.044620,0 days 00:00:02.910231,0 days 00:00:02.233700,0 days 00:00:28.093000,1.0,30.0,0.0,22.0,0.0,0.0,Renault,False,31,161.6000977585364,324,7592.91124921444,12293,50.81083723203687,39.59919000069828,11.050205991201732,25
9,VER,33,Red Bull Racing,1.0,4.0,Finished,25.0,UK,2020.0,22.0,0 days 00:01:26.176000,0,0 days 00:01:31.895980392,0 days 00:00:04.063980,0 days 00:00:01.081921568,0 days 00:00:29.050500,2.0,46.0,0.0,6.0,0.0,0.0,Honda,False,33,162.33461350464353,331,7676.188988199148,12431,49.93719014035333,41.292507506459046,10.99085259409259,25
10,NOR,4,McLaren,9.0,10.0,Finished,2.0,UK,2020.0,20.0,0 days 00:01:26.778000,0,0 days 00:01:33.099725490,0 days 00:00:04.236089,0 days 00:00:02.285666666,0 days 00:00:28.411500,2.0,40.0,0.0,12.0,0.0,0.0,Renault,False,4,161.73744850219956,336,7584.970986662943,12133,51.638921862998394,0.5167236924795754,11.84623978772432,25
11,HAM,44,Mercedes,2.0,2.0,Finished,19.0,UK,2020.0,35.0,0 days 00:01:25.217000,1,0 days 00:01:32.146509803,0 days 00:00:03.824637,0 days 00:00:01.332450980,0 days 00:00:28.904000,2.0,38.0,0.0,14.0,0.0,0.0,Mercedes,False,44,162.35339710914042,341,7612.512813351023,12594,50.23350324697996,36.89686474408212,10.791844144961944,25
12,VET,5,Ferrari,12.0,11.0,Finished,0.0,UK,2020.0,33.0,0 days 00:01:27.078000,0,0 days 00:01:33.127823529,0 days 00:00:03.940034,0 days 00:00:02.313764705,0 days 00:00:28.259500,2.0,33.0,0.0,19.0,0.0,0.0,Ferrari,False,5,161.96808882061308,351,7591.966552615041,12591,52.83408979819845,0.7017666364080721,16.22442566859856,25
