,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
18,MAZ,9,Haas F1 Team,20.0,18.0,+1 Lap,0.0,France,2021.0,22.0,0 days 00:01:33.554000,0,0 days 00:01:41.901490196,0 days 00:00:03.166928,0 days 00:00:04.010294117,0 days 00:00:30.983000,1.0,31.0,0.0,21.0,0.0,0.0,Ferrari,False,9,149.60605963346921,331,7385.82475848124,12600,42.07994993099464,33.446737490772534,15.810251307892287,44
19,GIO,99,Alfa Romeo Racing,15.0,13.0,+1 Lap,0.0,France,2021.0,27.0,0 days 00:01:31.813000,0,0 days 00:01:40.984333333,0 days 00:00:03.159553,0 days 00:00:03.093137254,0 days 00:00:30.586000,1.0,28.0,0.0,24.0,0.0,0.0,Ferrari,False,99,149.35921301794139,335,7527.643803960586,12624,47.57338639792021,2.27557210257727,17.183939403665306,44
20,GIO,99,Alfa Romeo Racing,15.0,13.0,+1 Lap,0.0,France,2021.0,27.0,0 days 00:01:31.813000,0,0 days 00:01:40.984333333,0 days 00:00:03.159553,0 days 00:00:03.093137254,0 days 00:00:30.586000,1.0,28.0,0.0,24.0,0.0,0.0,Ferrari,False,99,149.35921301794139,335,7527.643803960586,12624,47.57338639792021,2.27557210257727,17.183939403665306,44
0,PER,11,Red Bull Racing,4.0,4.0,Finished,12.0,Austria,2021.0,31.0,0 days 00:01:04.168000,0,0 days 00:01:10.153871428,0 days 00:00:03.052528,0 days 00:00:01.112957142,0 days 00:00:22.219000,2.0,28.0,0.0,17.0,26.0,0.0,Honda,False,11,158.38953860672038,321,7761.6226618583805,12839,49.99288867918169,42.927437565299456,14.000202217653602,45
1,ALO,14,Alpine,9.0,8.0,+1 Lap,2.0,Austria,2021.0,39.0,0 days 00:01:04.574000,0,0 days 00:01:11.042681159,0 days 00:00:02.152681,0 days 00:00:01.973028985,0 days 00:00:21.131000,1.0,43.0,0.0,0.0,27.0,0.0,Renault,False,14,156.32863739004415,331,7881.56334467999,12523,50.70722254052779,42.37133901789626,12.918337770887398,45
2,LEC,16,Ferrari,7.0,7.0,+1 Lap,6.0,Austria,2021.0,23.0,0 days 00:01:04.472000,0,0 days 00:01:10.773637681,0 days 00:00:03.677079,0 days 00:00:01.703985507,0 days 00:00:25.155000,2.0,36.0,0.0,33.0,1.0,0.0,Ferrari,False,16,156.47655960365339,325,7606.831990832799,12417,52.31057261298911,1.0043476795524249,17.26938761753901,45
3,STR,18,Aston Martin,8.0,9.0,+1 Lap,4.0,Austria,2021.0,22.0,0 days 00:01:04.663000,0,0 days 00:01:12.110582089,0 days 00:00:08.984633,0 days 00:00:03.039268656,0 days 00:00:20.936000,1.0,42.0,0.0,0.0,28.0,0.0,Mercedes,False,18,156.3698560884365,326,7650.578275083415,12799,50.806545111388225,20.309393010009774,14.64055812072394,45
4,TSU,22,AlphaTauri,10.0,11.0,+1 Lap,1.0,Austria,2021.0,21.0,0 days 00:01:04.514000,0,0 days 00:01:11.036898550,0 days 00:00:02.160088,0 days 00:00:01.967246376,0 days 00:00:21.234000,1.0,44.0,0.0,0.0,26.0,0.0,,False,22,156.18971386202014,335,7745.476391088942,12721,48.44882208216777,0.0943682383472077,15.739274038623572,45
5,RIC,3,McLaren,13.0,13.0,+1 Lap,0.0,Austria,2021.0,32.0,0 days 00:01:04.808000,0,0 days 00:01:11.165521739,0 days 00:00:02.380000,0 days 00:00:02.095869565,0 days 00:00:21.410000,1.0,29.0,0.0,41.0,0.0,0.0,Mercedes,False,3,155.92915641535507,335,7755.682855313269,12958,47.725085099929224,0.1887364766944154,13.413771022210238,45
6,OCO,31,Alpine,14.0,17.0,+1 Lap,0.0,Austria,2021.0,24.0,0 days 00:01:05.217000,0,0 days 00:01:11.159250,0 days 00:00:02.147429,0 days 00:00:02.101823529,0 days 00:00:21.238000,1.0,34.0,0.0,36.0,0.0,0.0,Renault,False,31,156.3575545145091,322,7731.220653163021,12531,49.66165616258299,5.722759596912811,13.92605574466651,45
7,VER,33,Red Bull Racing,1.0,1.0,Finished,25.0,Austria,2021.0,23.0,0 days 00:01:03.841000,0,0 days 00:01:09.511681159,0 days 00:00:02.141296,0 days 00:00:00.488057971,0 days 00:00:20.936000,1.0,42.0,0.0,29.0,0.0,0.0,Honda,False,33,158.64015368541675,320,7620.1174547538,12590,48.525833305247545,40.15031512251019,13.140777189848674,45
8,NOR,4,McLaren,5.0,3.0,+1 Lap,10.0,Austria,2021.0,21.0,0 days 00:01:04.120000,0,0 days 00:01:10.572594202,0 days 00:00:02.498554,0 days 00:00:01.502942028,0 days 00:00:21.692000,1.0,39.0,0.0,0.0,31.0,0.0,Mercedes,False,4,156.29062047116713,311,7736.704088166897,12979,49.80263557008527,0.5459876647231303,14.057497219507262,45
9,HAM,44,Mercedes,2.0,2.0,Finished,19.0,Austria,2021.0,35.0,0 days 00:01:04.067000,1,0 days 00:01:10.013571428,0 days 00:00:03.022991,0 days 00:00:00.972657142,0 days 00:00:21.429500,2.0,41.0,0.0,28.0,2.0,0.0,Mercedes,False,44,158.60564187253547,319,7595.444002561424,12916,51.24114455191938,39.01452596811701,12.49705099255165,45
10,MSC,47,Haas F1 Team,16.0,19.0,+2 Laps,0.0,Austria,2021.0,22.0,0 days 00:01:06.041000,0,0 days 00:01:12.062632352,0 days 00:00:02.476483,0 days 00:00:02.989176470,0 days 00:00:22.400000,1.0,36.0,0.0,33.0,0.0,0.0,Ferrari,False,47,154.43948636715984,322,7565.328974419467,12520,45.219338748272726,36.89461089953153,14.165346634761214,45
11,VET,5,Aston Martin,12.0,14.0,+1 Lap,0.0,Austria,2021.0,34.0,0 days 00:01:04.711000,0,0 days 00:01:11.136956521,0 days 00:00:02.127492,0 days 00:00:02.067304347,0 days 00:00:21.546000,1.0,43.0,0.0,27.0,0.0,0.0,Mercedes,False,5,156.26193926729803,322,7796.1873209531195,13181,50.15378652556368,12.274611573590374,14.55630076505679,45
12,SAI,55,Ferrari,6.0,12.0,+1 Lap,8.0,Austria,2021.0,27.0,0 days 00:01:04.711000,0,0 days 00:01:10.604449275,0 days 00:00:02.334533,0 days 00:00:01.534797101,0 days 00:00:21.226000,1.0,29.0,0.0,41.0,0.0,0.0,Ferrari,False,55,156.4659768797816,324,7521.551177917832,12752,49.4998483367598,41.35688045566378,16.578477301068382,45
13,LAT,6,Williams,17.0,16.0,+3 Laps,0.0,Austria,2021.0,25.0,0 days 00:01:05.175000,0,0 days 00:01:12.039373134,0 days 00:00:03.612627,0 days 00:00:02.958626865,0 days 00:00:24.186000,2.0,43.0,0.0,1.0,24.0,0.0,Mercedes,False,6,152.0581712783526,320,7458.531192073068,13114,46.886825519867884,0.22918000741464728,16.554885241481582,45
14,RUS,63,Williams,19.0,10.0,Engine,0.0,Austria,2021.0,22.0,0 days 00:01:04.671000,0,0 days 00:01:13.912142857,0 days 00:00:08.963641,0 days 00:00:04.342457142,0 days 00:00:41.812000,2.0,11.0,0.0,25.0,0.0,0.0,Mercedes,False,63,80.37713592396616,328,4312.607967375552,12854,59.79855751407098,33.814161976340536,41.990495770280745,45
15,RAI,7,Alfa Romeo Racing,11.0,18.0,+1 Lap,0.0,Austria,2021.0,41.0,0 days 00:01:05.429000,0,0 days 00:01:11.057057971,0 days 00:00:02.232945,0 days 00:00:01.987405797,0 days 00:00:21.227000,1.0,36.0,0.0,34.0,0.0,0.0,Ferrari,False,7,156.3993798658623,326,7539.033938862863,13000,51.93283003606215,2.4232415489872263,17.357015267432846,45
16,BOT,77,Mercedes,3.0,5.0,Finished,15.0,Austria,2021.0,31.0,0 days 00:01:04.035000,0,0 days 00:01:10.138385714,0 days 00:00:02.167831,0 days 00:00:01.097471428,0 days 00:00:21.752000,1.0,44.0,0.0,27.0,0.0,0.0,Mercedes,False,77,158.47029085639176,320,7735.266826193927,13108,49.93397593609922,41.33328839607698,13.238515722422568,45
17,MAZ,9,Haas F1 Team,18.0,20.0,+3 Laps,0.0,Austria,2021.0,22.0,0 days 00:01:06.192000,0,0 days 00:01:12.680656716,0 days 00:00:02.596293,0 days 00:00:03.599910447,0 days 00:00:22.759000,1.0,47.0,0.0,21.0,0.0,0.0,Ferrari,False,9,152.29955175086786,326,7363.043207171986,12497,45.41461359576691,38.064102996191565,15.476391088942066,45
18,GIO,99,Alfa Romeo Racing,15.0,15.0,+1 Lap,0.0,Austria,2021.0,27.0,0 days 00:01:04.913000,0,0 days 00:01:11.228652173,0 days 00:00:02.255922,0 days 00:00:02.159000,0 days 00:00:21.210000,1.0,47.0,0.0,23.0,0.0,0.0,Ferrari,False,99,156.75383370968285,332,7702.147888510667,12699,54.77014593374002,4.772336624987361,19.0286812038691,45
19,GIO,99,Alfa Romeo Racing,15.0,15.0,+1 Lap,0.0,Austria,2021.0,27.0,0 days 00:01:04.913000,0,0 days 00:01:11.228652173,0 days 00:00:02.255922,0 days 00:00:02.159000,0 days 00:00:21.210000,1.0,47.0,0.0,23.0,0.0,0.0,Ferrari,False,99,156.75383370968285,332,7702.147888510667,12699,54.77014593374002,4.772336624987361,19.0286812038691,45
0,GAS,10,AlphaTauri,9.0,6.0,Finished,2.0,Austria,2021.0,25.0,0 days 00:01:04.107000,0,0 days 00:01:11.410300,0 days 00:00:07.382338,0 days 00:00:01.708342857,0 days 00:00:21.707000,2.0,58.0,0.0,0.0,13.0,0.0,,False,10,128.91844413237592,326,6530.572030417848,12815,44.59590365915052,3.1318724994038316,14.398134654619643,46
1,PER,11,Red Bull Racing,6.0,3.0,Finished,8.0,Austria,2021.0,31.0,0 days 00:01:03.990000,0,0 days 00:01:11.309529411,0 days 00:00:07.511189,0 days 00:00:01.591367647,0 days 00:00:21.735000,1.0,39.0,0.0,32.0,0.0,0.0,Honda,False,11,127.35404467290215,328,6356.681089531279,12769,49.96004345406852,11.157626983916694,24.045467793646168,46
2,ALO,14,Alpine,10.0,14.0,+1 Lap,1.0,Austria,2021.0,39.0,0 days 00:01:04.472000,0,0 days 00:01:11.506217391,0 days 00:00:06.383820,0 days 00:00:01.775782608,0 days 00:00:22.663000,1.0,38.0,0.0,32.0,0.0,0.0,Renault,False,14,125.7598897750457,326,6405.538512493044,12570,54.65483161548449,14.07752841737103,25.206009379719667,46
3,LEC,16,Ferrari,8.0,12.0,Finished,4.0,Austria,2021.0,23.0,0 days 00:01:04.600000,0,0 days 00:01:11.306842857,0 days 00:00:06.651390,0 days 00:00:01.604885714,0 days 00:00:21.143000,1.0,37.0,0.0,34.0,0.0,0.0,Ferrari,False,16,129.0144935216343,333,6531.191356879786,12484,60.12734161786916,17.79497098646035,31.846003020587688,46
4,STR,18,Aston Martin,13.0,9.0,+1 Lap,0.0,Austria,2021.0,22.0,0 days 00:01:04.547000,0,0 days 00:01:11.911565217,0 days 00:00:07.094873,0 days 00:00:02.181130434,0 days 00:00:21.431500,2.0,56.0,0.0,0.0,14.0,0.0,Mercedes,False,18,125.53162343340134,333,6489.257332874063,13041,54.3366100527278,13.937097586179487,26.816989480935856,46
5,TSU,22,AlphaTauri,12.0,7.0,+1 Lap,0.0,Austria,2021.0,21.0,0 days 00:01:04.273000,0,0 days 00:01:11.849159420,0 days 00:00:07.461899,0 days 00:00:02.118724637,0 days 00:00:23.874500,2.0,58.0,0.0,0.0,12.0,0.0,,False,22,127.1892901618929,325,6374.036670994409,12724,41.13900002649638,1.3486659071036804,13.934447947855116,46
6,RIC,3,McLaren,7.0,13.0,Finished,6.0,Austria,2021.0,32.0,0 days 00:01:04.719000,0,0 days 00:01:11.263742857,0 days 00:00:06.484101,0 days 00:00:01.561785714,0 days 00:00:21.151000,1.0,42.0,0.0,29.0,0.0,0.0,Mercedes,False,3,128.9467422696802,325,6690.564690919689,13095,52.74473384383032,12.222781590312923,22.551071778702205,46
7,VER,33,Red Bull Racing,1.0,1.0,Finished,26.0,Austria,2021.0,23.0,0 days 00:01:03.720000,1,0 days 00:01:10.667257142,0 days 00:00:08.101585,0 days 00:00:00.965300,0 days 00:00:21.163000,2.0,39.0,0.0,32.0,0.0,0.0,Honda,False,33,129.0519859039241,330,6410.24734373758,12316,50.164860496542225,10.309742720118704,21.819771601176438,46
8,NOR,4,McLaren,3.0,2.0,Finished,15.0,Austria,2021.0,21.0,0 days 00:01:03.768000,0,0 days 00:01:10.909814285,0 days 00:00:07.808886,0 days 00:00:01.207857142,0 days 00:00:26.474000,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,False,4,129.0869611298058,325,6677.56551230757,13283,52.93707108979624,11.512678519382105,22.98561246389868,46
9,HAM,44,Mercedes,4.0,4.0,Finished,12.0,Austria,2021.0,36.0,0 days 00:01:04.014000,0,0 days 00:01:11.228114285,0 days 00:00:07.491925,0 days 00:00:01.526157142,0 days 00:00:21.213000,2.0,40.0,0.0,31.0,0.0,0.0,Mercedes,False,44,129.06147160912536,321,6269.1701862695745,12807,56.34217429320898,14.021886012559287,25.11062240004239,46
10,MSC,47,Haas F1 Team,18.0,19.0,+2 Laps,0.0,Austria,2021.0,22.0,0 days 00:01:05.427000,0,0 days 00:01:12.462602941,0 days 00:00:06.272057,0 days 00:00:02.703220588,0 days 00:00:21.798000,1.0,35.0,0.0,34.0,0.0,0.0,Ferrari,False,47,125.90082403751887,322,6436.260644921968,12415,47.871625023184336,11.393444794785513,24.140854773323444,46
11,VET,5,Aston Martin,17.0,11.0,Collision,0.0,Austria,2021.0,34.0,0 days 00:01:04.493000,0,0 days 00:01:11.746014705,0 days 00:00:06.961053,0 days 00:00:01.986632352,0 days 00:00:20.963500,2.0,53.0,0.0,0.0,17.0,0.0,Mercedes,False,5,123.79197689515381,326,6277.788982803847,12886,56.1366418483877,15.246018918417636,27.55358893511036,46
12,SAI,55,Ferrari,5.0,10.0,Finished,10.0,Austria,2021.0,27.0,0 days 00:01:04.559000,0,0 days 00:01:11.172185714,0 days 00:00:06.374148,0 days 00:00:01.470228571,0 days 00:00:21.431000,1.0,48.0,0.0,23.0,0.0,0.0,Ferrari,False,55,129.10386582231524,328,6554.746747568957,12684,58.84412177737739,17.098116107151373,31.069658991547655,46
13,LAT,6,Williams,16.0,18.0,+1 Lap,0.0,Austria,2021.0,26.0,0 days 00:01:05.195000,0,0 days 00:01:11.921637681,0 days 00:00:06.016446,0 days 00:00:02.191202898,0 days 00:00:21.152000,1.0,37.0,0.0,33.0,0.0,0.0,Mercedes,False,6,127.22376195649294,322,6334.851355290003,13181,54.22731247184759,13.897353011313957,28.200100686256324,46
14,RUS,63,Williams,11.0,8.0,+1 Lap,0.0,Austria,2021.0,22.0,0 days 00:01:04.553000,0,0 days 00:01:11.628652173,0 days 00:00:06.331513,0 days 00:00:01.898217391,0 days 00:00:21.606000,1.0,40.0,0.0,30.0,0.0,0.0,Mercedes,False,63,127.13945046501152,324,6295.01870644657,13013,55.016692721443526,15.079091703982407,26.835536949206436,46
15,RAI,7,Alfa Romeo Racing,15.0,16.0,+1 Lap,0.0,Austria,2021.0,41.0,0 days 00:01:05.009000,0,0 days 00:01:12.013275362,0 days 00:00:07.146165,0 days 00:00:02.282840579,0 days 00:00:21.896000,1.0,37.0,0.0,33.0,0.0,0.0,Ferrari,False,7,129.12853395511513,326,6368.058821970801,12761,44.68760764155693,4.175829999205108,17.090167192178267,46
16,BOT,77,Mercedes,2.0,5.0,Finished,18.0,Austria,2021.0,31.0,0 days 00:01:04.049000,0,0 days 00:01:10.808457142,0 days 00:00:07.271748,0 days 00:00:01.106500,0 days 00:00:21.071000,1.0,41.0,0.0,30.0,0.0,0.0,Mercedes,False,77,129.05529795182957,319,6458.077793381203,12746,55.40796481280305,13.862907713097162,25.137118783286084,46
17,MAZ,9,Haas F1 Team,19.0,20.0,+2 Laps,0.0,Austria,2021.0,22.0,0 days 00:01:05.951000,0,0 days 00:01:13.155014705,0 days 00:00:06.358214,0 days 00:00:03.395632352,0 days 00:00:22.591000,2.0,42.0,0.0,27.0,0.0,0.0,Ferrari,False,9,125.75011260962879,327,6535.028006677088,12507,47.35788664847249,10.65154606396227,24.480008478842638,46
18,GIO,99,Alfa Romeo Racing,14.0,15.0,+1 Lap,0.0,Austria,2021.0,27.0,0 days 00:01:04.777000,0,0 days 00:01:11.942884057,0 days 00:00:07.238438,0 days 00:00:02.212449275,0 days 00:00:24.125500,2.0,69.0,0.0,1.0,0.0,0.0,Ferrari,False,99,129.21999947007234,323,6413.676187700379,12638,46.23136641848388,5.079356667814843,17.702233645107444,46
19,GIO,99,Alfa Romeo Racing,14.0,15.0,+1 Lap,0.0,Austria,2021.0,27.0,0 days 00:01:04.777000,0,0 days 00:01:11.942884057,0 days 00:00:07.238438,0 days 00:00:02.212449275,0 days 00:00:24.125500,2.0,69.0,0.0,1.0,0.0,0.0,Ferrari,False,99,129.21999947007234,323,6413.676187700379,12638,46.23136641848388,5.079356667814843,17.702233645107444,46
0,GAS,10,AlphaTauri,11.0,11.0,Finished,0.0,UK,2021.0,25.0,0 days 00:01:27.273000,0,0 days 00:01:34.699204081,0 days 00:00:06.310042,0 days 00:00:03.032795918,0 days 00:11:48.036333,3.0,18.0,0.0,28.0,6.0,0.0,,False,10,107.61592939638265,334,5442.121507953802,12865,35.78455001089562,1.3750272390499019,9.819132708651122,47
1,PER,11,Red Bull Racing,16.0,0.0,+1 Lap,0.0,UK,2021.0,31.0,0 days 00:01:26.813000,1,0 days 00:01:34.561208333,0 days 00:00:05.403670,0 days 00:00:02.865625,0 days 00:09:00.306750,4.0,18.0,0.0,30.0,3.0,0.0,Honda,False,11,103.66794508607539,340,5302.142362170407,12710,40.59731967748965,10.235345391152757,19.921551536282415,47
2,ALO,14,Alpine,7.0,7.0,Finished,6.0,UK,2021.0,39.0,0 days 00:01:27.245000,0,0 days 00:01:34.817224489,0 days 00:00:07.854878,0 days 00:00:03.150816326,0 days 00:17:24.161500,2.0,28.0,0.0,24.0,0.0,0.0,Renault,False,14,105.4455001089562,321,5307.7375463063845,12443,38.90501198518196,5.789932447156243,13.445195031597299,47
3,LEC,16,Ferrari,2.0,4.0,Finished,18.0,UK,2021.0,23.0,0 days 00:01:26.828000,0,0 days 00:01:32.462354166,0 days 00:00:02.928914,0 days 00:00:01.024791666,0 days 00:17:18.082000,2.0,23.0,0.0,29.0,0.0,0.0,Ferrari,False,16,105.54081499237307,320,5401.651274787536,12590,47.3761385922859,12.645456526476357,22.632381782523424,47
4,STR,18,Aston Martin,8.0,14.0,Finished,4.0,UK,2021.0,22.0,0 days 00:01:27.665000,0,0 days 00:01:34.595208333,0 days 00:00:06.287532,0 days 00:00:02.953270833,0 days 00:17:28.037000,2.0,29.0,0.0,23.0,0.0,0.0,Mercedes,False,18,105.22185661364132,324,5302.840814992373,13087,31.372368707779472,25.284375680976247,10.825887993026804,47
5,TSU,22,AlphaTauri,10.0,16.0,Finished,1.0,UK,2021.0,21.0,0 days 00:01:28.043000,0,0 days 00:01:34.448795918,0 days 00:00:04.988860,0 days 00:00:02.782387755,0 days 00:17:32.414500,2.0,22.0,0.0,30.0,0.0,0.0,,False,22,107.18694704728699,330,5399.54726519939,12709,35.55184135977337,2.649814774460667,11.292220527348006,47
6,RIC,3,McLaren,5.0,6.0,Finished,10.0,UK,2021.0,32.0,0 days 00:01:26.899000,0,0 days 00:01:33.183479166,0 days 00:00:03.081553,0 days 00:00:01.745916666,0 days 00:17:20.049000,2.0,32.0,0.0,20.0,0.0,0.0,Mercedes,False,3,107.55277838309,332,5624.154979298322,12956,42.795423839616475,9.745042492917847,16.548267596426236,47
7,OCO,31,Alpine,9.0,9.0,Finished,2.0,UK,2021.0,24.0,0 days 00:01:27.340000,0,0 days 00:01:34.688714285,0 days 00:00:06.807539,0 days 00:00:03.022306122,0 days 00:17:27.883000,2.0,33.0,0.0,19.0,0.0,0.0,Renault,False,31,107.13018086729134,322,5330.2494225321425,12332,41.69300501198518,8.452821965569841,16.66811941599477,47
8,NOR,4,McLaren,4.0,5.0,Finished,12.0,UK,2021.0,21.0,0 days 00:01:26.897000,0,0 days 00:01:32.926895833,0 days 00:00:03.322836,0 days 00:00:01.489333333,0 days 00:17:21.962000,2.0,31.0,0.0,21.0,0.0,0.0,Mercedes,False,4,107.28635868380911,326,5702.054870342123,13209,41.523730660274566,8.607539769012856,16.580954456308564,47
9,HAM,44,Mercedes,1.0,2.0,Finished,25.0,UK,2021.0,36.0,0 days 00:01:26.023000,0,0 days 00:01:32.356708333,0 days 00:00:04.702035,0 days 00:00:00.919145833,0 days 00:17:24.321000,2.0,25.0,0.0,27.0,0.0,0.0,Mercedes,False,44,107.2845282196557,325,5248.983852691218,13101,40.44077140989322,7.805622139899761,16.665940292002617,47
10,MSC,47,Haas F1 Team,18.0,18.0,+1 Lap,0.0,UK,2021.0,22.0,0 days 00:01:28.738000,0,0 days 00:01:36.086812500,0 days 00:00:04.941658,0 days 00:00:04.391229166,0 days 00:17:32.523500,2.0,27.0,0.0,24.0,0.0,0.0,Ferrari,False,47,105.56339071693179,328,5391.644323382,12645,37.55811723687078,7.498365657005884,17.3371104815864,47
11,VET,5,Aston Martin,19.0,8.0,Retired,0.0,UK,2021.0,34.0,0 days 00:01:27.103000,0,0 days 00:01:34.655861111,0 days 00:00:03.475458,0 days 00:00:02.753250,0 days 00:17:21.683500,2.0,22.0,0.0,18.0,0.0,0.0,Mercedes,False,5,81.20695140553498,324,4076.4616474177383,12566,34.421551536282415,9.965134016125518,18.374373501852258,47
12,SAI,55,Ferrari,6.0,10.0,Finished,8.0,UK,2021.0,27.0,0 days 00:01:26.848000,0,0 days 00:01:34.178204081,0 days 00:00:08.154639,0 days 00:00:02.511795918,0 days 00:17:28.315500,2.0,24.0,0.0,28.0,0.0,0.0,Ferrari,False,55,107.70117672695577,332,5470.506580954457,12644,42.89897581172369,9.16757463499673,19.490084985835693,47
13,LAT,6,Williams,14.0,17.0,+1 Lap,0.0,UK,2021.0,26.0,0 days 00:01:28.254000,0,0 days 00:01:34.714145833,0 days 00:00:04.316627,0 days 00:00:03.018562500,0 days 00:17:32.353500,2.0,32.0,0.0,19.0,0.0,0.0,Mercedes,False,6,105.77058182610591,329,5478.454935715842,13152,40.75541512312051,7.986489431248637,17.555022880801918,47
14,RUS,63,Williams,12.0,12.0,+1 Lap,0.0,UK,2021.0,22.0,0 days 00:01:26.971000,0,0 days 00:01:34.760541666,0 days 00:00:04.945661,0 days 00:00:03.064958333,0 days 00:17:30.177500,2.0,33.0,0.0,18.0,0.0,0.0,Mercedes,False,63,105.64926999346262,323,5343.128023534539,12530,41.3123338417956,9.71235563303552,18.8385269121813,47
15,RAI,7,Alfa Romeo Racing,15.0,13.0,+1 Lap,0.0,UK,2021.0,41.0,0 days 00:01:28.062000,0,0 days 00:01:35.291229166,0 days 00:00:07.199486,0 days 00:00:03.595645833,0 days 00:17:25.547000,2.0,33.0,0.0,18.0,0.0,0.0,Ferrari,False,7,105.77685770320332,319,5291.181891479625,12799,37.73950751797777,4.297232512529963,12.675964262366529,47
16,BOT,77,Mercedes,3.0,3.0,Finished,15.0,UK,2021.0,31.0,0 days 00:01:26.328000,0,0 days 00:01:32.549729166,0 days 00:00:03.075815,0 days 00:00:01.112166666,0 days 00:17:18.679000,2.0,30.0,0.0,22.0,0.0,0.0,Mercedes,False,77,107.65181956853345,317,5437.644127260841,12584,39.56487252124646,6.546088472434082,15.384615384615385,47
17,MAZ,9,Haas F1 Team,17.0,19.0,+1 Lap,0.0,UK,2021.0,22.0,0 days 00:01:29.051000,0,0 days 00:01:35.705562500,0 days 00:00:03.498213,0 days 00:00:04.009979166,0 days 00:17:33.115000,2.0,26.0,0.0,25.0,0.0,0.0,Ferrari,False,9,105.43669644802789,332,5570.905883634779,12759,38.49847461320549,8.252342558291566,18.590106777075615,47
18,GIO,99,Alfa Romeo Racing,13.0,15.0,+1 Lap,0.0,UK,2021.0,27.0,0 days 00:01:27.595000,0,0 days 00:01:34.938187500,0 days 00:00:05.403069,0 days 00:00:03.242604166,0 days 00:17:29.193500,2.0,28.0,0.0,23.0,0.0,0.0,Ferrari,False,99,105.93288298104162,331,5358.78622793637,12663,40.05739812595337,7.380692961429506,16.770538243626063,47
19,GIO,99,Alfa Romeo Racing,13.0,15.0,+1 Lap,0.0,UK,2021.0,27.0,0 days 00:01:27.595000,0,0 days 00:01:34.938187500,0 days 00:00:05.403069,0 days 00:00:03.242604166,0 days 00:17:29.193500,2.0,28.0,0.0,23.0,0.0,0.0,Ferrari,False,99,105.93288298104162,331,5358.78622793637,12663,40.05739812595337,7.380692961429506,16.770538243626063,47
0,GAS,10,AlphaTauri,5.0,5.0,Finished,11.0,Hungary,2021.0,25.0,0 days 00:01:16.394000,1,0 days 00:01:24.394850746,0 days 00:00:05.877987,0 days 00:00:02.230552238,0 days 00:06:25.073000,4.0,38.0,3.0,27.0,2.0,0.0,,False,10,102.25539742269125,327,6089.897370136013,12950,37.045365679328974,4.49242153503332,17.822531480586097,48
1,ALO,14,Alpine,4.0,9.0,Finished,12.0,Hungary,2021.0,40.0,0 days 00:01:16.541000,0,0 days 00:01:23.718164179,0 days 00:00:05.203983,0 days 00:00:01.553865671,0 days 00:08:24.541333,3.0,31.0,3.0,36.0,0.0,0.0,Renault,False,14,102.40293047993441,323,6097.524396140344,12593,32.67327461161681,0.2375496646975972,12.983245390905843,48
2,TSU,22,AlphaTauri,6.0,16.0,Finished,8.0,Hungary,2021.0,21.0,0 days 00:01:17.919000,0,0 days 00:01:24.721805970,0 days 00:00:05.712697,0 days 00:00:02.557507462,0 days 00:08:25.396333,3.0,48.0,3.0,19.0,0.0,0.0,,False,22,102.41445058756753,324,6000.409426307048,13048,35.560364943555676,3.3404107717210785,16.76091572242427,48
3,RIC,3,McLaren,11.0,11.0,+1 Lap,0.0,Hungary,2021.0,32.0,0 days 00:01:16.871000,0,0 days 00:01:25.137121212,0 days 00:00:04.984632,0 days 00:00:02.915696969,0 days 00:08:24.414000,3.0,49.0,3.0,17.0,0.0,0.0,Mercedes,False,3,100.77481132670437,330,6028.382202695033,12682,40.89190439151548,10.647690722949822,23.506905757951607,48
4,OCO,31,Alpine,1.0,8.0,Finished,25.0,Hungary,2021.0,24.0,0 days 00:01:16.653000,0,0 days 00:01:23.627791044,0 days 00:00:05.500886,0 days 00:00:01.463492537,0 days 00:08:23.784667,3.0,33.0,3.0,34.0,0.0,0.0,Renault,False,31,102.52513191364123,304,5931.600138745822,12539,39.0083037272173,6.209926632891168,20.046669049170678,48
5,VER,33,Red Bull Racing,9.0,3.0,Finished,2.0,Hungary,2021.0,23.0,0 days 00:01:15.650000,0,0 days 00:01:24.621179104,0 days 00:00:05.454712,0 days 00:00:02.456880597,0 days 00:05:11.211600,5.0,20.0,3.0,47.0,0.0,0.0,Honda,False,33,102.20216948012362,329,5975.394353465492,12921,36.6070760369148,5.949252664550443,21.232315163236564,48
6,HAM,44,Mercedes,2.0,1.0,Finished,18.0,Hungary,2021.0,36.0,0 days 00:01:15.419000,0,0 days 00:01:23.462283582,0 days 00:00:05.274088,0 days 00:00:01.297985074,0 days 00:06:18.428500,4.0,28.0,4.0,38.0,0.0,0.0,Mercedes,False,44,102.26477327671383,335,5795.636654123484,12951,41.68939855788434,8.80825747861002,22.741701528306248,48
