,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,PrevPodiumRace,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
10,NOR,4,McLaren,11.0,8.0,+1 Lap,0.0,Japan,2019.0,19.0,0 days 00:01:28.464000,0.0,0 days 00:01:36.879921568,0 days 00:00:04.391069,0 days 00:00:03.755450980,0 days 00:00:24.648000,2.0,27.0,0.0,21.0,4.0,0.0,Renault,0,False,4,153.11376507428875,337,7636.406589379705,12376,49.60343793723766,2.1020720900792855,14.314744486641349,17
11,HAM,44,Mercedes,3.0,4.0,Finished,16.0,Japan,2019.0,34.0,0 days 00:01:27.302000,1.0,0 days 00:01:34.527211538,0 days 00:00:03.987783,0 days 00:00:01.411230769,0 days 00:00:23.586500,2.0,0.0,0.0,21.0,32.0,0.0,Mercedes,7,False,44,156.22539809447665,349,7553.361982810314,13296,51.82057432207342,1.2592444533280032,12.582450529682191,17
12,VET,5,Ferrari,2.0,1.0,Finished,18.0,Japan,2019.0,32.0,0 days 00:01:27.064000,0.0,0 days 00:01:34.556596153,0 days 00:00:03.962565,0 days 00:00:01.440615384,0 days 00:00:23.622500,2.0,0.0,0.0,22.0,31.0,0.0,Ferrari,7,False,5,156.4577919914718,336,7538.6179958691455,12500,61.39206476114332,9.930708241721634,25.014991005396762,17
13,SAI,55,McLaren,5.0,7.0,Finished,10.0,Japan,2019.0,25.0,0 days 00:01:28.304000,0.0,0 days 00:01:35.622901960,0 days 00:00:02.990733,0 days 00:00:02.492980392,0 days 00:00:23.476000,1.0,0.0,0.0,27.0,26.0,0.0,Renault,0,False,55,155.9696848557532,320,7564.99693517223,12221,50.6868545539343,0.8894663202078754,12.545805849823438,17
14,RUS,63,Williams,16.0,18.0,+2 Laps,0.0,Japan,2019.0,20.0,0 days 00:01:30.364000,0.0,0 days 00:01:37.910260,0 days 00:00:03.135766,0 days 00:00:04.757860,0 days 00:00:23.792000,1.0,26.0,0.0,25.0,0.0,0.0,Mercedes,0,False,63,150.4211139982677,326,7322.955659937371,13276,49.928209740822176,3.2014124858418285,16.160303817709373,17
15,RAI,7,Alfa Romeo Racing,12.0,13.0,+1 Lap,0.0,Japan,2019.0,39.0,0 days 00:01:29.358000,0.0,0 days 00:01:37.024901960,0 days 00:00:04.093792,0 days 00:00:03.900431372,0 days 00:00:23.816000,2.0,21.0,0.0,15.0,16.0,0.0,Ferrari,5,False,7,153.4071890199214,333,7612.593577187021,12845,55.80604970351123,6.339529615563995,21.417149710173895,17
16,BOT,77,Mercedes,1.0,3.0,Finished,25.0,Japan,2019.0,30.0,0 days 00:01:27.293000,0.0,0 days 00:01:34.364211538,0 days 00:00:03.656508,0 days 00:00:01.248230769,0 days 00:00:23.078500,2.0,0.0,0.0,19.0,34.0,0.0,Mercedes,1,False,77,156.21673662469186,335,7544.250283163436,12524,49.95902458524885,1.529082550469718,12.089413018855353,17
17,GRO,8,Haas F1 Team,13.0,10.0,+1 Lap,0.0,Japan,2019.0,33.0,0 days 00:01:29.144000,0.0,0 days 00:01:37.255058823,0 days 00:00:02.806034,0 days 00:00:04.130588235,0 days 00:00:23.478000,1.0,36.0,0.0,0.0,16.0,0.0,Ferrari,1,False,8,153.78719435005664,329,7575.586414817776,12763,47.65257512159371,0.6129655540009328,14.264774468652142,17
18,KUB,88,Williams,17.0,0.0,+2 Laps,0.0,Japan,2019.0,35.0,0 days 00:01:34.593000,0.0,0 days 00:01:39.629700,0 days 00:00:04.599088,0 days 00:00:06.477300,0 days 00:00:24.852000,2.0,11.0,0.0,40.0,0.0,0.0,Mercedes,1,False,88,147.81937504164168,329,7339.554600572989,12352,73.20684256112999,25.221533746418817,38.08381637684056,17
19,GIO,99,Alfa Romeo Racing,14.0,11.0,+1 Lap,0.0,Japan,2019.0,25.0,0 days 00:01:29.254000,0.0,0 days 00:01:37.524666666,0 days 00:00:03.935733,0 days 00:00:04.400196078,0 days 00:00:23.381500,2.0,31.0,0.0,18.0,3.0,0.0,Ferrari,0,False,99,153.6421147311613,335,7611.937437537477,13339,57.56472782996869,8.185088946632021,21.50043307348924,17
0,GAS,10,Toro Rosso,9.0,10.0,+1 Lap,2.0,Mexico,2019.0,23.0,0 days 00:01:16.586000,0.0,0 days 00:01:22.980246376,0 days 00:00:04.430926,0 days 00:00:02.266347826,0 days 00:00:22.653500,2.0,40.0,0.0,21.0,9.0,0.0,Honda,0,False,10,138.7731313193023,358,7745.865167852889,13002,42.14225494089257,0.25048110700430704,16.739469102239056,18
1,PER,11,Racing Point,7.0,11.0,Finished,6.0,Mexico,2019.0,29.0,0 days 00:01:16.687000,0.0,0 days 00:01:22.500228571,0 days 00:00:03.714593,0 days 00:00:01.802200,0 days 00:00:22.357000,1.0,51.0,0.0,20.0,0.0,0.0,Mercedes,0,False,11,139.77062650823228,360,7558.93020130128,13279,40.93789901334881,0.21993463054036716,18.123224486055534,18
2,LEC,16,Ferrari,4.0,1.0,Finished,13.0,Mexico,2019.0,22.0,0 days 00:01:15.024000,1.0,0 days 00:01:21.791142857,0 days 00:00:04.945330,0 days 00:00:01.093114285,0 days 00:00:23.894000,2.0,28.0,0.0,43.0,0.0,0.0,Ferrari,0,False,16,140.95964810459114,343,7349.743470690656,12551,52.09582429666738,7.468613495433302,25.7628982496869,18
3,STR,18,Racing Point,12.0,16.0,+1 Lap,0.0,Mexico,2019.0,20.0,0 days 00:01:18.065000,0.0,0 days 00:01:23.056202898,0 days 00:00:03.586178,0 days 00:00:02.342304347,0 days 00:00:22.745000,1.0,33.0,0.0,37.0,0.0,0.0,Mercedes,0,False,18,138.60946329840854,357,7620.500595656291,13308,40.35827962244555,8.09481626294407,17.42371017503131,18
4,MAG,20,Haas F1 Team,15.0,17.0,+2 Laps,0.0,Mexico,2019.0,27.0,0 days 00:01:18.436000,0.0,0 days 00:01:23.774073529,0 days 00:00:03.726027,0 days 00:00:03.043279411,0 days 00:00:23.084000,1.0,41.0,0.0,28.0,0.0,0.0,Ferrari,0,False,20,137.44255735100955,347,7550.4593884595415,13016,38.90988789443138,1.2615694779607172,18.911323578825183,18
5,ALB,23,Red Bull Racing,5.0,5.0,Finished,10.0,Mexico,2019.0,23.0,0 days 00:01:15.336000,0.0,0 days 00:01:21.951042857,0 days 00:00:04.897181,0 days 00:00:01.253014285,0 days 00:00:22.097500,2.0,27.0,0.0,44.0,0.0,0.0,Honda,0,False,23,140.7006445306534,356,7647.28282982558,12890,41.80407489996029,27.843113296881207,18.214863915447353,18
6,KVY,26,Toro Rosso,11.0,9.0,+1 Lap,0.0,Mexico,2019.0,25.0,0 days 00:01:16.469000,0.0,0 days 00:01:22.953985507,0 days 00:00:04.357222,0 days 00:00:02.240086956,0 days 00:00:22.261500,2.0,34.0,0.0,26.0,10.0,0.0,Honda,0,False,26,138.84958914989156,357,7797.455173045789,12961,42.800959159360964,0.8461373980511349,17.249595259186854,18
7,HUL,27,Renault,10.0,12.0,+1 Lap,1.0,Mexico,2019.0,32.0,0 days 00:01:16.885000,0.0,0 days 00:01:23.030279411,0 days 00:00:03.875553,0 days 00:00:02.297058823,0 days 00:00:22.484000,1.0,52.0,0.0,18.0,0.0,0.0,Renault,0,False,27,137.23438311390782,355,7394.552585759233,12421,43.421297003390656,1.01108837095641,16.52258911934508,18
8,RIC,3,Renault,8.0,13.0,Finished,4.0,Mexico,2019.0,30.0,0 days 00:01:16.933000,0.0,0 days 00:01:22.500257142,0 days 00:00:03.671678,0 days 00:00:01.802228571,0 days 00:00:22.345000,1.0,50.0,0.0,21.0,0.0,0.0,Renault,1,False,3,140.10321654397166,357,7680.995356935578,12460,42.34734398387146,28.463206769099187,14.43626477685799,18
9,VER,33,Red Bull Racing,6.0,4.0,Finished,8.0,Mexico,2019.0,22.0,0 days 00:01:14.758000,0.0,0 days 00:01:22.485900,0 days 00:00:05.187906,0 days 00:00:01.787871428,0 days 00:00:24.493000,1.0,66.0,0.0,5.0,0.0,0.0,Honda,2,False,33,140.05400617038825,358,7537.5696306930995,12969,40.05449491401167,27.705654152793475,17.07853499098879,18
10,NOR,4,McLaren,20.0,8.0,Withdrew,0.0,Mexico,2019.0,19.0,0 days 00:01:16.322000,0.0,0 days 00:01:23.930000,0 days 00:00:03.671617,0 days 00:00:02.683978260,0 days 00:00:00,0.0,36.0,0.0,0.0,12.0,0.0,Renault,0,False,4,94.46662797446315,350,5260.725417723065,12598,51.07862663041818,22.27143598985857,34.844365702416226,18
11,HAM,44,Mercedes,1.0,3.0,Finished,25.0,Mexico,2019.0,34.0,0 days 00:01:15.262000,0.0,0 days 00:01:21.600028985,0 days 00:00:03.817834,0 days 00:00:00.882159420,0 days 00:00:22.269000,1.0,48.0,0.0,23.0,0.0,0.0,Mercedes,2,False,44,140.53092830741974,354,7359.649418089623,13249,42.0941136939854,0.012218590585575954,17.40843693679934,18
12,VET,5,Ferrari,2.0,2.0,Finished,18.0,Mexico,2019.0,32.0,0 days 00:01:15.170000,0.0,0 days 00:01:21.682900,0 days 00:00:04.072950,0 days 00:00:00.984871428,0 days 00:00:21.862000,1.0,34.0,0.0,37.0,0.0,0.0,Ferrari,1,False,5,140.69264135381982,352,7435.060512569875,13015,52.648104591135414,8.556068057549563,25.347466169777316,18
13,SAI,55,McLaren,13.0,7.0,+1 Lap,0.0,Mexico,2019.0,25.0,0 days 00:01:16.014000,0.0,0 days 00:01:23.307144927,0 days 00:00:04.849544,0 days 00:00:02.593246376,0 days 00:00:22.210000,2.0,20.0,0.0,35.0,15.0,0.0,Renault,0,False,55,138.68109478571645,350,7413.644622292819,12603,41.98845343189663,0.006109295292787977,16.77307022634939,18
14,RUS,63,Williams,16.0,19.0,+2 Laps,0.0,Mexico,2019.0,20.0,0 days 00:01:18.823000,0.0,0 days 00:01:24.427323529,0 days 00:00:03.793392,0 days 00:00:03.696529411,0 days 00:00:22.887000,1.0,47.0,0.0,22.0,0.0,0.0,Mercedes,0,False,63,136.80352506338394,357,7541.99309649632,12944,40.003696123652134,0.27797293582185295,19.305373125210007,18
15,RAI,7,Alfa Romeo Racing,19.0,14.0,Overheating,0.0,Mexico,2019.0,40.0,0 days 00:01:16.967000,0.0,0 days 00:01:23.900298245,0 days 00:00:04.630808,0 days 00:00:02.942210526,0 days 00:00:22.858500,2.0,37.0,0.0,21.0,0.0,0.0,Ferrari,2,False,7,113.97464642453492,365,6110.696245838042,13099,52.74020221767419,17.64669945321807,33.6897088920793,18
16,BOT,77,Mercedes,3.0,6.0,Finished,15.0,Mexico,2019.0,30.0,0 days 00:01:15.338000,0.0,0 days 00:01:21.571271428,0 days 00:00:03.839258,0 days 00:00:00.873242857,0 days 00:00:22.179000,1.0,35.0,0.0,36.0,0.0,0.0,Mercedes,2,False,77,140.6275162659987,355,7600.268167516877,13238,41.397715123560495,0.015273238231969943,16.84943641750924,18
17,GRO,8,Haas F1 Team,17.0,18.0,+2 Laps,0.0,Mexico,2019.0,33.0,0 days 00:01:18.599000,0.0,0 days 00:01:24.483838235,0 days 00:00:03.803751,0 days 00:00:03.753044117,0 days 00:00:24.128000,1.0,32.0,0.0,37.0,0.0,0.0,Ferrari,0,False,8,137.15676451721293,356,7630.938509942878,12785,37.61587805846595,28.243272138558815,17.7841585973058,18
18,KUB,88,Williams,18.0,20.0,+2 Laps,0.0,Mexico,2019.0,35.0,0 days 00:01:20.179000,0.0,0 days 00:01:24.642485294,0 days 00:00:04.335204,0 days 00:00:03.911691176,0 days 00:00:23.588000,2.0,39.0,0.0,30.0,0.0,0.0,Mercedes,0,False,88,136.54253596847605,353,7550.478693832666,12709,42.18459235727159,0.1863335064300333,18.126279133701928,18
19,GIO,99,Alfa Romeo Racing,14.0,15.0,+1 Lap,0.0,Mexico,2019.0,25.0,0 days 00:01:17.269000,0.0,0 days 00:01:23.389797101,0 days 00:00:05.784009,0 days 00:00:02.675898550,0 days 00:00:43.411000,1.0,49.0,0.0,21.0,0.0,0.0,Ferrari,0,False,99,139.00699514311023,370,7459.921495555488,12977,51.00583437700461,8.443046094632985,25.823991202614778,18
0,GAS,10,Toro Rosso,16.0,10.0,Suspension,0.0,USA,2019.0,23.0,0 days 00:01:33.556000,0.0,0 days 00:01:43.463660377,0 days 00:00:05.504356,0 days 00:00:04.097849056,0 days 00:00:24.227500,2.0,34.0,0.0,0.0,20.0,0.0,Honda,0,False,10,136.85617805065235,323,7328.234044512663,12380,47.618265541059095,4.531082118188795,17.26170376055257,19
1,PER,11,Racing Point,10.0,0.0,+1 Lap,1.0,USA,2019.0,29.0,0 days 00:01:35.808000,0.0,0 days 00:01:42.607685185,0 days 00:00:02.844139,0 days 00:00:03.249481481,0 days 00:00:24.207000,1.0,31.0,0.0,24.0,0.0,0.0,Mercedes,0,False,11,139.3007521105142,334,7536.618603223331,13214,68.61983115886416,24.56792018419033,39.68073676132003,19
2,LEC,16,Ferrari,4.0,4.0,Finished,13.0,USA,2019.0,22.0,0 days 00:01:32.137000,1.0,0 days 00:01:41.510181818,0 days 00:00:04.724506,0 days 00:00:02.137890909,0 days 00:00:26.500500,2.0,22.0,0.0,20.0,14.0,0.0,Ferrari,0,False,16,144.51300076745972,324,7519.519539524175,12540,56.60227168073676,7.281657712970069,24.331542594013815,19
3,STR,18,Racing Point,13.0,14.0,+1 Lap,0.0,USA,2019.0,21.0,0 days 00:01:33.921000,0.0,0 days 00:01:43.054981481,0 days 00:00:04.059510,0 days 00:00:03.696777777,0 days 00:00:24.881000,2.0,20.0,0.0,9.0,26.0,0.0,Mercedes,0,False,18,141.71861857252495,330,7781.820076745971,13456,44.53731389102072,23.06062931696086,16.205679201841903,19
4,MAG,20,Haas F1 Team,18.0,12.0,Brakes,0.0,USA,2019.0,27.0,0 days 00:01:33.812000,0.0,0 days 00:01:43.627117647,0 days 00:00:04.051905,0 days 00:00:04.221431372,0 days 00:00:24.830000,2.0,22.0,0.0,18.0,12.0,0.0,Ferrari,0,False,20,134.12,317,7117.0580813507295,12459,47.5272755180353,6.339217191097466,21.53491941673062,19
5,ALB,23,Red Bull Racing,5.0,6.0,Finished,10.0,USA,2019.0,23.0,0 days 00:01:32.548000,0.0,0 days 00:01:41.894018181,0 days 00:00:05.476863,0 days 00:00:02.521727272,0 days 00:00:27.006000,3.0,0.0,0.0,39.0,17.0,0.0,Honda,0,False,23,144.1497160399079,330,7563.736208749041,12485,44.68221028396009,29.537989255564085,15.656178050652342,19
6,KVY,26,Toro Rosso,12.0,13.0,+1 Lap,0.0,USA,2019.0,25.0,0 days 00:01:33.785000,0.0,0 days 00:01:42.610037037,0 days 00:00:04.187724,0 days 00:00:03.251833333,0 days 00:00:25.638500,2.0,21.0,0.0,18.0,16.0,0.0,Honda,0,False,26,142.07180353031467,332,7671.52773599386,13754,47.07287797390637,1.5042210283960091,15.708365310821183,19
7,HUL,27,Renault,9.0,11.0,+1 Lap,2.0,USA,2019.0,32.0,0 days 00:01:33.815000,0.0,0 days 00:01:42.548425925,0 days 00:00:03.860072,0 days 00:00:03.190222222,0 days 00:00:23.964500,2.0,27.0,0.0,12.0,16.0,0.0,Renault,0,False,27,142.25531849577897,333,7618.919171143515,12308,47.36334612432847,0.4174980813507291,14.88871834228703,19
8,RIC,3,Renault,6.0,9.0,Finished,8.0,USA,2019.0,30.0,0 days 00:01:33.488000,0.0,0 days 00:01:42.166054545,0 days 00:00:02.659694,0 days 00:00:02.793763636,0 days 00:00:23.751000,1.0,35.0,0.0,0.0,21.0,0.0,Renault,2,False,3,144.31499616270145,327,7766.1410283960095,12550,46.57191097467383,31.02993092862625,12.092095165003837,19
9,VER,33,Red Bull Racing,3.0,3.0,Finished,15.0,USA,2019.0,22.0,0 days 00:01:32.096000,0.0,0 days 00:01:40.710963636,0 days 00:00:03.668742,0 days 00:00:01.338672727,0 days 00:00:23.580000,2.0,21.0,0.0,35.0,0.0,0.0,Honda,1,False,33,144.5530928626247,325,7465.427812739831,12694,44.71462778204144,30.750575594781278,14.566385264773599,19
10,NOR,4,McLaren,7.0,8.0,Finished,6.0,USA,2019.0,19.0,0 days 00:01:33.175000,0.0,0 days 00:01:42.193981818,0 days 00:00:04.097314,0 days 00:00:02.821690909,0 days 00:00:25.227000,2.0,23.0,0.0,14.0,19.0,0.0,Renault,0,False,4,143.60306983883345,326,7789.41455103607,12326,46.269316960859555,0.7858787413660784,14.772064466615504,19
11,HAM,44,Mercedes,2.0,5.0,Finished,18.0,USA,2019.0,34.0,0 days 00:01:32.321000,0.0,0 days 00:01:40.664963636,0 days 00:00:02.779605,0 days 00:00:01.292672727,0 days 00:00:23.943000,1.0,32.0,0.0,24.0,0.0,0.0,Mercedes,7,False,44,144.50716807367613,320,7498.280982348427,13032,47.399846508058324,27.963161933998464,15.349194167306216,19
12,VET,5,Ferrari,20.0,2.0,Suspension,0.0,USA,2019.0,32.0,0 days 00:01:32.041000,0.0,0 days 00:01:42.740333333,0 days 00:00:00.746205,0 days 00:00:02.042333333,0 days 00:00:00,0.0,0.0,0.0,8.0,0.0,0.0,Ferrari,4,False,5,21.124021488871833,326,1239.8810744435916,12435,83.4408902532617,73.26477359938603,77.72217958557177,19
13,SAI,55,McLaren,8.0,7.0,+1 Lap,4.0,USA,2019.0,25.0,0 days 00:01:32.847000,0.0,0 days 00:01:42.518388888,0 days 00:00:02.786707,0 days 00:00:03.160185185,0 days 00:00:24.784000,1.0,37.0,0.0,0.0,18.0,0.0,Renault,0,False,55,141.80693783576362,324,7532.470268610898,12613,46.08273215656178,0.5832693783576363,15.318495778971606,19
14,RUS,63,Williams,17.0,18.0,+2 Laps,0.0,USA,2019.0,20.0,0 days 00:01:35.372000,0.0,0 days 00:01:44.595528301,0 days 00:00:04.191016,0 days 00:00:05.229716981,0 days 00:00:26.225000,2.0,23.0,0.0,23.0,8.0,0.0,Mercedes,0,False,63,139.47898695318497,328,7407.522455871067,12745,45.37016116653876,1.3231005372217959,17.639293937068302,19
15,RAI,7,Alfa Romeo Racing,11.0,17.0,+1 Lap,0.0,USA,2019.0,40.0,0 days 00:01:34.369000,0.0,0 days 00:01:42.697851851,0 days 00:00:03.664748,0 days 00:00:03.339648148,0 days 00:00:24.615000,2.0,22.0,0.0,0.0,33.0,0.0,Ferrari,3,False,7,141.93264773599387,324,7568.024773599386,12781,55.23821949347659,8.306983883346124,25.70376055257099,19
16,BOT,77,Mercedes,1.0,1.0,Finished,25.0,USA,2019.0,30.0,0 days 00:01:32.029000,0.0,0 days 00:01:40.642472727,0 days 00:00:03.799794,0 days 00:00:01.270181818,0 days 00:00:23.985000,2.0,21.0,0.0,35.0,0.0,0.0,Mercedes,0,False,77,144.35349194167307,327,7695.895072908672,13641,47.68365310821182,0.13814274750575595,15.665387567152726,19
17,GRO,8,Haas F1 Team,15.0,15.0,+1 Lap,0.0,USA,2019.0,33.0,0 days 00:01:34.158000,0.0,0 days 00:01:43.628777777,0 days 00:00:03.360990,0 days 00:00:04.270574074,0 days 00:00:24.583000,1.0,31.0,0.0,24.0,0.0,0.0,Ferrari,1,False,8,142.22587874136607,323,7706.40294704528,13265,42.94658480429777,33.2432847275518,15.26016884113584,19
18,KUB,88,Williams,19.0,19.0,Oil leak,0.0,USA,2019.0,35.0,0 days 00:01:35.889000,0.0,0 days 00:01:46.074800,0 days 00:00:03.917046,0 days 00:00:06.020733333,0 days 00:00:24.164000,1.0,20.0,0.0,11.0,0.0,0.0,Mercedes,0,False,88,79.86259401381427,308,4391.845924788949,12568,59.5353491941673,32.337682271680734,43.505755947812744,19
19,GIO,99,Alfa Romeo Racing,14.0,16.0,+1 Lap,0.0,USA,2019.0,25.0,0 days 00:01:34.226000,0.0,0 days 00:01:43.285740740,0 days 00:00:03.862522,0 days 00:00:03.927537037,0 days 00:00:24.718000,2.0,22.0,0.0,17.0,16.0,0.0,Ferrari,0,False,99,142.16448196469685,327,7572.513461243285,12676,55.77421335379893,8.887183422870299,25.23714504988488,19
0,GAS,10,Toro Rosso,2.0,6.0,Finished,18.0,Brazil,2019.0,23.0,0 days 00:01:08.770000,0.0,0 days 00:01:18.861071428,0 days 00:00:11.979530,0 days 00:00:05.104285714,0 days 00:00:23.253000,2.0,0.0,0.0,25.0,46.0,0.0,Honda,0,False,10,141.932301329035,338,7604.222925093519,12530,46.879170341534625,2.752349381101548,18.092515434445424,20
1,PER,11,Racing Point,9.0,15.0,Finished,2.0,Brazil,2019.0,29.0,0 days 00:01:09.035000,0.0,0 days 00:01:18.884957142,0 days 00:00:10.914524,0 days 00:00:05.128171428,0 days 00:00:23.110500,2.0,0.0,0.0,28.0,43.0,0.0,Mercedes,0,False,11,141.9316626623278,344,7513.409598248229,13276,44.84793649828168,1.6726985189014931,18.52133450929108,20
2,LEC,16,Ferrari,18.0,14.0,Collision,0.0,Brazil,2019.0,22.0,0 days 00:01:07.728000,0.0,0 days 00:01:16.914078125,0 days 00:00:09.574566,0 days 00:00:03.930890625,0 days 00:00:23.004000,2.0,25.0,0.0,29.0,11.0,0.0,Ferrari,0,False,16,129.23098445911012,344,6576.826647608041,12421,59.3285484018126,17.049359812657766,31.8147258295064,20
3,STR,18,Racing Point,19.0,17.0,Suspension,0.0,Brazil,2019.0,21.0,0 days 00:01:09.536000,0.0,0 days 00:01:17.191984375,0 days 00:00:07.242200,0 days 00:00:04.208796875,0 days 00:00:24.093500,2.0,0.0,0.0,25.0,40.0,0.0,Mercedes,0,False,18,129.42252364587452,346,6809.659164867248,13066,40.46932879170342,15.017791429701044,13.86210881664183,20
4,MAG,20,Haas F1 Team,11.0,9.0,Finished,0.0,Brazil,2019.0,27.0,0 days 00:01:08.803000,0.0,0 days 00:01:19.003588235,0 days 00:00:10.527710,0 days 00:00:05.237911764,0 days 00:00:23.685000,2.0,0.0,0.0,26.0,45.0,0.0,Ferrari,0,False,20,142.36775037255558,342,7540.577476354126,12738,44.05206654298835,2.743225570998449,18.16246464523585,20
5,ALB,23,Red Bull Racing,14.0,5.0,Finished,0.0,Brazil,2019.0,23.0,0 days 00:01:07.935000,0.0,0 days 00:01:18.999057142,0 days 00:00:13.112949,0 days 00:00:05.242271428,0 days 00:00:23.072000,2.0,0.0,0.0,26.0,45.0,0.0,Honda,0,False,23,141.91323256591951,335,7588.359721419665,12481,43.97344971259998,0.623460357045102,15.680788297192908,20
6,KVY,26,Toro Rosso,10.0,16.0,Finished,1.0,Brazil,2019.0,25.0,0 days 00:01:09.320000,0.0,0 days 00:01:18.871528571,0 days 00:00:10.367749,0 days 00:00:05.114742857,0 days 00:00:23.068500,2.0,0.0,0.0,23.0,48.0,0.0,Honda,0,False,26,141.91511815334084,349,7644.551564733432,13163,46.76326754052492,2.7827620814452114,17.13755664365439,20
7,HUL,27,Renault,15.0,13.0,Finished,0.0,Brazil,2019.0,32.0,0 days 00:01:08.921000,0.0,0 days 00:01:18.898457142,0 days 00:00:10.259895,0 days 00:00:05.141671428,0 days 00:00:23.229000,3.0,17.0,0.0,27.0,27.0,0.0,Renault,0,False,27,142.31811684559472,339,7347.009884127611,12231,46.496973936315804,1.7730604300355828,15.498312095130926,20
8,RIC,3,Renault,6.0,11.0,Finished,8.0,Brazil,2019.0,30.0,0 days 00:01:08.903000,0.0,0 days 00:01:18.882557142,0 days 00:00:11.460667,0 days 00:00:05.125771428,0 days 00:00:30.125500,2.0,0.0,0.0,8.0,63.0,0.0,Renault,0,False,3,142.3197591314133,343,7535.455947203553,12330,46.12651683342964,1.645327088592196,13.92901675739789,20
9,VER,33,Red Bull Racing,1.0,1.0,Finished,25.0,Brazil,2019.0,22.0,0 days 00:01:07.503000,0.0,0 days 00:01:18.836671428,0 days 00:00:14.836846,0 days 00:00:05.079885714,0 days 00:00:22.689333,3.0,0.0,0.0,10.0,61.0,0.0,Honda,2,False,33,142.03324108147564,335,7549.870411483836,12471,42.94367567896354,0.4896444755329825,15.066451750250906,20
10,NOR,4,McLaren,8.0,10.0,Finished,4.0,Brazil,2019.0,20.0,0 days 00:01:08.868000,0.0,0 days 00:01:18.892100,0 days 00:00:11.044308,0 days 00:00:05.135314285,0 days 00:00:23.368000,2.0,26.0,0.0,18.0,27.0,0.0,Renault,0,False,4,141.82013929016756,341,7593.102065022354,12225,44.74669261883763,1.95857790213193,16.806058209908457,20
11,HAM,44,Mercedes,7.0,3.0,Finished,6.0,Brazil,2019.0,34.0,0 days 00:01:07.699000,0.0,0 days 00:01:18.905200,0 days 00:00:14.653813,0 days 00:00:05.148414285,0 days 00:00:23.010000,3.0,0.0,0.0,23.0,48.0,0.0,Mercedes,5,False,44,141.92640126516832,336,7398.552416289042,13294,46.891365834372436,1.4354794562209179,16.416775645509567,20
12,VET,5,Ferrari,17.0,2.0,Collision,0.0,Brazil,2019.0,32.0,0 days 00:01:07.631000,0.0,0 days 00:01:16.990359375,0 days 00:00:10.408353,0 days 00:00:04.007171875,0 days 00:00:23.088500,2.0,0.0,0.0,24.0,41.0,0.0,Ferrari,6,False,5,129.83166570359782,344,6698.237127824579,12660,51.87415224597792,10.191295885161642,26.261366746753446,20
13,SAI,55,McLaren,3.0,20.0,Finished,15.0,Brazil,2019.0,25.0,0 days 00:01:21.912000,0.0,0 days 00:01:18.827642857,0 days 00:00:11.352394,0 days 00:00:05.070857142,0 days 00:00:22.770000,1.0,0.0,0.0,42.0,29.0,0.0,Renault,0,False,55,141.78732398649677,346,7491.980627109881,12379,43.706456616282956,2.113682673884614,17.070648702898332,20
14,RUS,63,Williams,12.0,18.0,Finished,0.0,Brazil,2019.0,20.0,0 days 00:01:10.126000,0.0,0 days 00:01:18.884328571,0 days 00:00:08.874424,0 days 00:00:05.127542857,0 days 00:00:22.713333,3.0,0.0,0.0,54.0,17.0,0.0,Mercedes,0,False,63,142.08542927526534,341,7430.045071621909,12747,46.154466105045465,2.664152550104924,17.86442018186795,20
15,RAI,7,Alfa Romeo Racing,4.0,8.0,Finished,12.0,Brazil,2019.0,40.0,0 days 00:01:08.858000,0.0,0 days 00:01:18.894885714,0 days 00:00:11.398912,0 days 00:00:05.138100,0 days 00:00:23.652000,2.0,0.0,0.0,26.0,45.0,0.0,Ferrari,7,False,7,141.98269517350445,342,7377.292661415407,13086,52.536388795961194,8.250965603235912,25.28207779568748,20
16,BOT,77,Mercedes,20.0,4.0,Power Unit,0.0,Brazil,2019.0,30.0,0 days 00:01:07.874000,1.0,0 days 00:01:14.427140,0 days 00:00:03.611580,0 days 00:00:01.674160,0 days 00:00:23.179000,2.0,15.0,0.0,10.0,26.0,0.0,Mercedes,1,False,77,101.37453240473222,343,5150.374745293635,12494,60.2121589975974,26.456008028952894,37.24643411088471,20
17,GRO,8,Haas F1 Team,13.0,7.0,Finished,0.0,Brazil,2019.0,33.0,0 days 00:01:08.705000,0.0,0 days 00:01:18.966171428,0 days 00:00:10.479309,0 days 00:00:05.209385714,0 days 00:00:23.623500,2.0,0.0,0.0,39.0,32.0,0.0,Ferrari,0,False,8,142.2114595054895,334,7483.391502691524,12720,44.64760804111797,2.6854414403454885,19.385055199051124,20
18,KUB,88,Williams,16.0,19.0,+1 Lap,0.0,Brazil,2019.0,35.0,0 days 00:01:10.614000,0.0,0 days 00:01:20.167514705,0 days 00:00:09.192155,0 days 00:00:06.349632352,0 days 00:00:25.290000,4.0,17.0,0.0,36.0,17.0,0.0,Mercedes,1,False,88,140.1339375323135,324,7364.878531674827,12567,46.22508439524346,2.2444572853623677,19.24515677747027,20
