,Abbreviation,DriverNumber,TeamName,Position,GridPosition,Status,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLapPoint,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,Driver,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID
0,VER,1,Red Bull Racing,19.0,2.0,Fuel pressure,0.0,Bahrain,2022.0,24.0,0 days 00:01:30.681000,0,0 days 00:01:42.801846153,0 days 00:00:12.100778,0 days 00:00:04.836480769,0 days 00:00:24.745333,3.0,0.0,0.0,13.0,41.0,0.0,Red Bull,False,1,109.53824749017896,328,6131.706514622436,13019,47.34698275862069,12.423614142295941,26.145787865560887,59
1,GAS,10,AlphaTauri,20.0,10.0,Power Unit,0.0,Bahrain,2022.0,25.0,0 days 00:01:31.635000,0,0 days 00:01:40.699883720,0 days 00:00:04.728759,0 days 00:00:03.032720930,0 days 00:00:25.225000,2.0,12.0,0.0,18.0,14.0,0.0,,False,10,121.28440091663029,326,6882.721846355304,12919,47.80636185072021,16.297468354430382,26.18943692710607,59
2,PER,11,Red Bull Racing,18.0,4.0,Fuel pressure,0.0,Bahrain,2022.0,32.0,0 days 00:01:30.921000,0,0 days 00:01:42.955127272,0 days 00:00:11.862432,0 days 00:00:04.976781818,0 days 00:00:24.722000,3.0,0.0,0.0,18.0,38.0,0.0,Red Bull,False,11,113.98927869925797,328,6334.1745416848535,12684,48.16826713225666,11.280554343081624,25.229157573112175,59
3,ALO,14,Alpine,9.0,8.0,Finished,2.0,Bahrain,2022.0,40.0,0 days 00:01:31.621000,0,0 days 00:01:43.050000,0 days 00:00:08.432627,0 days 00:00:05.102178571,0 days 00:00:24.927333,3.0,17.0,0.0,14.0,26.0,0.0,Renault,False,14,117.55671649934527,325,6571.305461588826,12404,51.79828677433435,11.580641641204714,26.347664775207335,59
4,LEC,16,Ferrari,1.0,1.0,Finished,26.0,Bahrain,2022.0,24.0,0 days 00:01:30.558000,1,0 days 00:01:40.727851851,0 days 00:00:10.327640,0 days 00:00:03.001870370,0 days 00:00:24.717333,3.0,0.0,0.0,15.0,42.0,0.0,Ferrari,False,16,121.65934635530336,303,6798.753628328241,12786,56.48169467481449,13.984068092536011,30.35792230467045,59
5,STR,18,Aston Martin,12.0,19.0,Finished,0.0,Bahrain,2022.0,23.0,0 days 00:01:33.032000,0,0 days 00:01:43.375321428,0 days 00:00:09.831087,0 days 00:00:05.427500,0 days 00:00:25.911667,3.0,0.0,0.0,7.0,50.0,0.0,Mercedes,False,18,121.21104321257093,320,6683.008020515059,12799,49.491461152335226,11.365124399825403,27.76898734177215,59
6,MAG,20,Haas F1 Team,5.0,7.0,Finished,10.0,Bahrain,2022.0,29.0,0 days 00:01:31.461000,0,0 days 00:01:42.964375,0 days 00:00:09.825103,0 days 00:00:05.016553571,0 days 00:00:25.801667,3.0,0.0,0.0,12.0,45.0,0.0,Ferrari,False,20,119.76503164556962,324,6622.085634002619,12676,48.62917394151026,11.084133566128328,26.770515058926232,59
7,TSU,22,AlphaTauri,8.0,16.0,Finished,4.0,Bahrain,2022.0,21.0,0 days 00:01:32.750000,0,0 days 00:01:42.961464285,0 days 00:00:09.737628,0 days 00:00:05.013642857,0 days 00:00:24.877667,3.0,0.0,0.0,14.0,43.0,0.0,,False,22,119.75030008729813,329,6795.550960279354,12881,40.32616761239633,1.1676123963334788,15.14349628982977,59
8,ALB,23,Williams,13.0,14.0,Finished,0.0,Bahrain,2022.0,25.0,0 days 00:01:32.664000,0,0 days 00:01:43.569285714,0 days 00:00:08.871638,0 days 00:00:05.621464285,0 days 00:00:25.166333,3.0,0.0,0.0,33.0,24.0,0.0,Mercedes,False,23,119.37464535137495,321,6602.578322784811,13162,48.14286883457006,11.67066783064164,27.433435181143608,59
9,ZHO,24,Alfa Romeo,10.0,15.0,Finished,1.0,Bahrain,2022.0,22.0,0 days 00:01:32.387000,0,0 days 00:01:41.993563636,0 days 00:00:07.010364,0 days 00:00:04.443763636,0 days 00:00:26.455333,3.0,0.0,0.0,30.0,27.0,0.0,,False,24,121.61411501527718,329,6476.576522261022,12837,43.90863705805325,4.6349847228284595,19.90124399825404,59
10,HUL,27,Aston Martin,17.0,17.0,Finished,0.0,Bahrain,2022.0,34.0,0 days 00:01:32.777000,0,0 days 00:01:43.709196428,0 days 00:00:08.542407,0 days 00:00:05.761375,0 days 00:00:26.608333,3.0,0.0,0.0,7.0,50.0,0.0,Mercedes,False,27,121.13640331732867,319,6500.088007420341,12316,49.598919685726756,11.359668267132257,26.454059362723704,59
11,RIC,3,McLaren,14.0,18.0,Finished,0.0,Bahrain,2022.0,33.0,0 days 00:01:32.945000,0,0 days 00:01:43.517107142,0 days 00:00:09.003009,0 days 00:00:05.569285714,0 days 00:00:24.979667,3.0,11.0,0.0,17.0,29.0,0.0,Mercedes,False,3,121.61299650807507,318,6943.397261021388,13046,49.657354866870364,11.228721082496726,24.25250982103885,59
12,OCO,31,Alpine,7.0,11.0,Finished,6.0,Bahrain,2022.0,25.0,0 days 00:01:31.782000,0,0 days 00:01:42.979232142,0 days 00:00:09.104997,0 days 00:00:05.031410714,0 days 00:00:26.703333,3.0,13.0,0.0,16.0,28.0,0.0,Renault,False,31,117.51304015713661,327,6515.460852247927,12656,45.0047741161065,5.690746398952422,20.776953295504146,59
13,NOR,4,McLaren,15.0,13.0,Finished,0.0,Bahrain,2022.0,22.0,0 days 00:01:32.008000,0,0 days 00:01:43.568410714,0 days 00:00:08.532229,0 days 00:00:05.620589285,0 days 00:00:25.636667,3.0,17.0,0.0,24.0,16.0,0.0,Mercedes,False,4,121.59460934089917,325,6978.571639022261,13293,49.91974028808381,11.706132693147097,28.014513312963775,59
14,HAM,44,Mercedes,3.0,5.0,Finished,15.0,Bahrain,2022.0,36.0,0 days 00:01:31.048000,0,0 days 00:01:42.887571428,0 days 00:00:11.290727,0 days 00:00:04.939750,0 days 00:00:25.525333,3.0,16.0,0.0,17.0,24.0,0.0,Mercedes,False,44,122.09572784810126,322,6440.943392623309,12969,49.62660955914448,9.526407682234831,24.26887821911829,59
15,MSC,47,Haas F1 Team,11.0,12.0,Finished,0.0,Bahrain,2022.0,22.0,0 days 00:01:31.998000,0,0 days 00:01:43.166642857,0 days 00:00:08.241101,0 days 00:00:05.218821428,0 days 00:00:25.400000,2.0,0.0,0.0,23.0,34.0,0.0,Ferrari,False,47,119.5507965953732,325,6873.181689218682,12578,45.59289065910083,8.424268878219118,23.513203841117416,59
16,SAI,55,Ferrari,2.0,3.0,Finished,18.0,Bahrain,2022.0,28.0,0 days 00:01:30.687000,0,0 days 00:01:42.824571428,0 days 00:00:12.121427,0 days 00:00:04.876750,0 days 00:00:24.463667,3.0,0.0,0.0,11.0,46.0,0.0,Ferrari,False,55,121.72424705368834,319,6830.957114797032,12791,54.28347337407246,12.688236577913575,27.81263640331733,59
17,LAT,6,Williams,16.0,20.0,Finished,0.0,Bahrain,2022.0,26.0,0 days 00:01:33.634000,0,0 days 00:01:43.647232142,0 days 00:00:07.996505,0 days 00:00:05.699410714,0 days 00:00:24.631000,3.0,0.0,0.0,13.0,44.0,0.0,Mercedes,False,6,119.30033282409428,323,6475.582578568311,13133,46.82092972501091,9.804670449585334,26.12123526844173,59
18,RUS,63,Mercedes,4.0,9.0,Finished,12.0,Bahrain,2022.0,23.0,0 days 00:01:31.252000,0,0 days 00:01:42.014563636,0 days 00:00:09.306286,0 days 00:00:04.464763636,0 days 00:00:25.598667,3.0,18.0,0.0,12.0,27.0,0.0,Mercedes,False,63,122.05715298996071,325,6816.704304888695,12667,48.77226102138804,8.942601484068092,23.597773897861195,59
19,BOT,77,Alfa Romeo,6.0,6.0,Finished,8.0,Bahrain,2022.0,32.0,0 days 00:01:31.560000,0,0 days 00:01:42.866214285,0 days 00:00:09.881193,0 days 00:00:04.918392857,0 days 00:00:25.412333,3.0,0.0,0.0,31.0,26.0,0.0,,False,77,121.68785464862505,325,6580.774579877782,12676,41.984913793103445,2.32158446093409,18.799105194238326,59
0,VER,1,Red Bull Racing,1.0,4.0,Finished,25.0,Saudi Arabia,2022.0,24.0,0 days 00:01:28.461000,0,0 days 00:01:36.858673913,0 days 00:00:10.670804,0 days 00:00:00.789869565,0 days 00:00:20.731000,1.0,34.0,0.0,16.0,0.0,0.0,Red Bull,False,1,129.36360470178494,335,6570.445856914816,12620,50.64040052242055,10.407778261500509,21.308953707734727,60
1,GAS,10,AlphaTauri,8.0,9.0,Finished,4.0,Saudi Arabia,2022.0,25.0,0 days 00:01:29.254000,0,0 days 00:01:40.171723404,0 days 00:00:12.196975,0 days 00:00:03.687702127,0 days 00:00:22.820000,1.0,35.0,0.0,15.0,0.0,0.0,,False,10,131.52015672616457,331,6656.610274270788,12619,42.70761863299956,1.0825714700333768,9.955013786097808,60
2,PER,11,Red Bull Racing,4.0,1.0,Finished,12.0,Saudi Arabia,2022.0,32.0,0 days 00:01:28.200000,0,0 days 00:01:37.589347826,0 days 00:00:11.577169,0 days 00:00:01.520543478,0 days 00:00:20.481000,1.0,35.0,0.0,15.0,0.0,0.0,Red Bull,False,11,129.06170367145552,325,6460.237904513133,12917,51.94711943114207,11.188506747932085,21.706573791902482,60
3,ALO,14,Alpine,16.0,7.0,Water pump,0.0,Saudi Arabia,2022.0,40.0,0 days 00:01:29.147000,0,0 days 00:01:38.447933333,0 days 00:00:10.651798,0 days 00:00:02.381900,0 days 00:00:21.543000,1.0,19.0,0.0,16.0,0.0,0.0,Renault,False,14,93.18836163111304,326,4827.251777681034,12487,47.835147293571325,16.766797271803803,24.431867653461037,60
4,LEC,16,Ferrari,2.0,2.0,Finished,19.0,Saudi Arabia,2022.0,24.0,0 days 00:01:28.225000,1,0 days 00:01:36.812478260,0 days 00:00:10.639668,0 days 00:00:00.743673913,0 days 00:00:21.038000,1.0,34.0,0.0,16.0,0.0,0.0,Ferrari,False,16,131.86553475547817,322,6726.582121607895,12467,66.00772021477289,19.593672906689886,32.05340298940647,60
5,STR,18,Aston Martin,13.0,13.0,+1 Lap,0.0,Saudi Arabia,2022.0,23.0,0 days 00:01:30.256000,0,0 days 00:01:41.432891304,0 days 00:00:11.124766,0 days 00:00:04.844934782,0 days 00:00:22.339000,1.0,36.0,0.0,13.0,0.0,0.0,Mercedes,False,18,124.60766216804528,326,6167.384066173269,12753,56.58455957045422,18.322449571905384,31.005659555942533,60
6,MAG,20,Haas F1 Team,9.0,10.0,Finished,2.0,Saudi Arabia,2022.0,29.0,0 days 00:01:29.546000,0,0 days 00:01:40.093276595,0 days 00:00:13.515697,0 days 00:00:03.366893617,0 days 00:00:22.374000,1.0,37.0,0.0,13.0,0.0,0.0,Ferrari,False,20,131.75031200116092,331,6713.894790306196,12867,52.7162385720505,11.731243651139167,23.622115803221593,60
7,ALB,23,Williams,14.0,16.0,Collision damage,0.0,Saudi Arabia,2022.0,26.0,0 days 00:01:30.492000,0,0 days 00:01:42.079733333,0 days 00:00:12.698151,0 days 00:00:04.148311111,0 days 00:00:20.683000,1.0,34.0,0.0,13.0,0.0,0.0,Mercedes,False,23,120.36612973443623,331,6078.413960237992,12867,54.01758815846757,18.142504716296617,29.197503990712526,60
8,ZHO,24,Alfa Romeo,11.0,12.0,Finished,0.0,Saudi Arabia,2022.0,22.0,0 days 00:01:29.819000,0,0 days 00:01:39.394565217,0 days 00:00:09.989712,0 days 00:00:03.573391304,0 days 00:00:24.418500,2.0,34.0,0.0,16.0,0.0,0.0,,False,24,131.7055579741692,336,6464.705645044261,12228,44.24919460165433,2.8994340444057465,14.714845450587724,60
9,HUL,27,Aston Martin,12.0,17.0,Finished,0.0,Saudi Arabia,2022.0,34.0,0 days 00:01:30.543000,0,0 days 00:01:39.637086956,0 days 00:00:10.589451,0 days 00:00:04.042282608,0 days 00:00:21.425000,1.0,37.0,0.0,13.0,0.0,0.0,Mercedes,False,27,126.91304600203163,326,6342.795704542156,12683,56.671078217965466,17.860978087360323,28.451603540850385,60
10,RIC,3,McLaren,17.0,14.0,Gearbox,0.0,Saudi Arabia,2022.0,33.0,0 days 00:01:29.773000,0,0 days 00:01:40.312187500,0 days 00:00:11.792204,0 days 00:00:03.718125,0 days 00:00:20.650000,1.0,28.0,0.0,8.0,0.0,0.0,Mercedes,False,3,93.0789725729212,326,4774.000261210274,12327,59.64263532143375,30.004353504571178,36.34015382382818,60
11,OCO,31,Alpine,6.0,5.0,Finished,8.0,Saudi Arabia,2022.0,25.0,0 days 00:01:29.068000,0,0 days 00:01:39.010478260,0 days 00:00:10.774391,0 days 00:00:03.415673913,0 days 00:00:21.141000,1.0,34.0,0.0,16.0,0.0,0.0,Renault,False,31,129.29722826875636,328,6419.433986359019,12255,55.14627775359164,13.254970251052098,24.547961108692498,60
12,NOR,4,McLaren,7.0,11.0,Finished,6.0,Saudi Arabia,2022.0,22.0,0 days 00:01:29.651000,0,0 days 00:01:40.031404255,0 days 00:00:12.511035,0 days 00:00:03.547382978,0 days 00:00:20.383000,1.0,34.0,0.0,16.0,0.0,0.0,Mercedes,False,4,131.38307937890002,326,6714.382615005079,12919,54.49412276882891,13.794804817878392,24.083587287766655,60
13,HAM,44,Mercedes,10.0,15.0,Finished,1.0,Saudi Arabia,2022.0,36.0,0 days 00:01:30.343000,0,0 days 00:01:40.279978723,0 days 00:00:12.718440,0 days 00:00:03.553595744,0 days 00:00:21.788000,1.0,40.0,0.0,10.0,0.0,0.0,Mercedes,False,44,131.88019155420113,331,6564.458772311711,13139,50.65517341459875,9.151066608619939,21.21317660716877,60
14,SAI,55,Ferrari,3.0,3.0,Finished,15.0,Saudi Arabia,2022.0,28.0,0 days 00:01:13.670000,0,0 days 00:01:37.116956521,0 days 00:00:10.709453,0 days 00:00:01.048152173,0 days 00:00:21.521000,1.0,34.0,0.0,16.0,0.0,0.0,Ferrari,False,55,131.67714410100132,320,6726.781744304165,12755,56.5763749818604,12.453925409955014,23.630822812363952,60
15,LAT,6,Williams,18.0,18.0,Accident,0.0,Saudi Arabia,2022.0,26.0,0 days 00:01:31.817000,0,0 days 00:01:38.299153846,0 days 00:00:00.699634,0 days 00:00:03.650538461,0 days 00:00:00,0.0,0.0,0.0,14.0,0.0,0.0,Mercedes,False,6,42.64989116238572,324,2217.8388042374113,13138,70.57184733710638,55.185023944275144,59.381802350892464,60
16,RUS,63,Mercedes,5.0,6.0,Finished,10.0,Saudi Arabia,2022.0,23.0,0 days 00:01:29.104000,0,0 days 00:01:37.970086956,0 days 00:00:10.685387,0 days 00:00:01.901282608,0 days 00:00:21.415000,1.0,34.0,0.0,16.0,0.0,0.0,Mercedes,False,63,131.88143955884487,326,6693.028791176897,12467,50.12482948773763,7.221012915396894,17.207952401683354,60
17,BOT,77,Alfa Romeo,15.0,8.0,Cooling system,0.0,Saudi Arabia,2022.0,32.0,0 days 00:01:29.183000,0,0 days 00:01:38.144967741,0 days 00:00:08.365205,0 days 00:00:03.977548387,0 days 00:00:22.635500,2.0,19.0,0.0,17.0,0.0,0.0,,False,77,95.94935423015528,332,4843.558496589755,12664,50.348657669423886,18.95225656653606,29.40356987374837,60
0,VER,1,Red Bull Racing,18.0,2.0,Fuel leak,0.0,Australia,2022.0,24.0,0 days 00:01:18.154000,0,0 days 00:01:31.568057142,0 days 00:00:18.497397,0 days 00:00:02.406171428,0 days 00:00:18.281000,1.0,20.0,0.0,18.0,0.0,0.0,Red Bull,False,1,84.37518556583305,312,4560.426458832933,12739,48.06274980015987,21.528491492520267,30.875299760191847,61
1,GAS,10,AlphaTauri,9.0,11.0,Finished,2.0,Australia,2022.0,25.0,0 days 00:01:19.226000,0,0 days 00:01:30.999535714,0 days 00:00:14.994240,0 days 00:00:03.607553571,0 days 00:00:18.926000,1.0,37.0,0.0,21.0,0.0,0.0,,False,10,126.56169350234099,320,6541.723506908758,12637,45.012618476647255,3.951124814434167,14.365650336873358,61
2,PER,11,Red Bull Racing,2.0,3.0,Finished,18.0,Australia,2022.0,32.0,0 days 00:01:18.240000,0,0 days 00:01:29.969857142,0 days 00:00:16.425561,0 days 00:00:02.685821428,0 days 00:00:17.434000,1.0,38.0,0.0,20.0,0.0,0.0,Red Bull,False,11,124.37764074454722,323,6450.46953865479,12694,40.34209775037113,1.3903163183738723,12.998172890259221,61
3,ALO,14,Alpine,17.0,10.0,+1 Lap,0.0,Australia,2022.0,40.0,0 days 00:01:18.815000,0,0 days 00:01:31.686709090,0 days 00:00:16.592565,0 days 00:00:04.274963636,0 days 00:00:18.595000,2.0,39.0,0.0,18.0,0.0,0.0,Renault,False,14,122.14271439990864,318,6403.360511590728,12269,54.15139317117735,14.39990864451296,26.470252369532943,61
4,LEC,16,Ferrari,1.0,1.0,Finished,26.0,Australia,2022.0,24.0,0 days 00:01:17.868000,1,0 days 00:01:28.355836363,0 days 00:00:15.808632,0 days 00:00:01.605927272,0 days 00:00:17.973000,1.0,36.0,0.0,22.0,0.0,0.0,Ferrari,False,16,126.6121103117506,320,6691.516358341898,12482,59.80675459632294,15.670320886148223,29.838985954093864,61
5,STR,18,Aston Martin,12.0,19.0,Finished,0.0,Australia,2022.0,23.0,0 days 00:01:46.833000,0,0 days 00:01:31.041267857,0 days 00:00:14.844810,0 days 00:00:03.649285714,0 days 00:00:19.068000,3.0,57.0,0.0,1.0,0.0,0.0,Mercedes,False,18,126.22236496517073,319,6533.825910700011,12649,52.445557839442735,12.712686993262533,26.515930113052416,61
6,MAG,20,Haas F1 Team,14.0,16.0,+1 Lap,0.0,Australia,2022.0,29.0,0 days 00:01:20.254000,0,0 days 00:01:31.216781818,0 days 00:00:16.161986,0 days 00:00:03.805036363,0 days 00:00:19.111000,1.0,39.0,0.0,18.0,0.0,0.0,Ferrari,False,20,124.43448098663926,320,6695.520526435994,12760,50.26992691561037,9.929199497544822,23.441247002398082,61
7,TSU,22,AlphaTauri,15.0,13.0,+1 Lap,0.0,Australia,2022.0,21.0,0 days 00:01:19.424000,0,0 days 00:01:31.362418181,0 days 00:00:14.891715,0 days 00:00:03.840763636,0 days 00:00:18.443000,1.0,39.0,0.0,18.0,0.0,0.0,,False,22,124.4835845609227,319,6493.701296105973,12713,43.46448555441361,3.525750827909101,14.000228388717598,61
8,ALB,23,Williams,10.0,20.0,Finished,1.0,Australia,2022.0,26.0,0 days 00:01:20.135000,0,0 days 00:01:32.004210526,0 days 00:00:17.014858,0 days 00:00:03.773315789,0 days 00:00:19.845000,1.0,57.0,0.0,0.0,1.0,0.0,Mercedes,False,23,124.1287826881352,319,6469.633350462487,12842,49.59235468767843,12.392942788626241,24.885805641201326,61
9,ZHO,24,Alfa Romeo,11.0,14.0,Finished,0.0,Australia,2022.0,22.0,0 days 00:01:19.910000,0,0 days 00:01:32.087912280,0 days 00:00:16.428172,0 days 00:00:03.857017543,0 days 00:00:18.380000,1.0,37.0,0.0,21.0,0.0,0.0,,False,24,126.33336188192304,334,6383.94387347265,12971,44.5258650222679,5.18442388945986,17.80861025465342,61
10,RIC,3,McLaren,6.0,7.0,Finished,8.0,Australia,2022.0,33.0,0 days 00:01:19.032000,0,0 days 00:01:30.622535714,0 days 00:00:15.815885,0 days 00:00:03.230553571,0 days 00:00:18.150000,1.0,37.0,0.0,21.0,0.0,0.0,Mercedes,False,3,124.19869818430969,314,6573.3553157474025,12950,49.84558067831449,11.425145597807468,19.99828708461802,61
11,OCO,31,Alpine,7.0,8.0,Finished,6.0,Australia,2022.0,25.0,0 days 00:01:19.061000,0,0 days 00:01:31.806368421,0 days 00:00:17.324365,0 days 00:00:03.575473684,0 days 00:00:19.128000,1.0,41.0,0.0,17.0,0.0,0.0,Renault,False,31,126.20580678314491,317,6512.8601119104715,12509,53.52212515701724,12.689848121502797,26.550188420692017,61
12,NOR,4,McLaren,5.0,4.0,Finished,10.0,Australia,2022.0,22.0,0 days 00:01:18.703000,0,0 days 00:01:30.734600,0 days 00:00:16.051903,0 days 00:00:03.344072727,0 days 00:00:17.556000,1.0,38.0,0.0,20.0,0.0,0.0,Mercedes,False,4,126.23589699668837,313,6545.080278634236,12459,52.860911270983216,13.991663811807697,24.057896539910928,61
13,HAM,44,Mercedes,4.0,5.0,Finished,12.0,Australia,2022.0,36.0,0 days 00:01:18.825000,0,0 days 00:01:30.161160714,0 days 00:00:16.603552,0 days 00:00:02.877125,0 days 00:00:17.877000,1.0,36.0,0.0,22.0,0.0,0.0,Mercedes,False,44,126.42745803357315,310,6401.103031860226,13020,51.318545163868905,9.706520497887404,22.00525294050474,61
14,MSC,47,Haas F1 Team,13.0,15.0,+1 Lap,0.0,Australia,2022.0,23.0,0 days 00:01:20.104000,0,0 days 00:01:31.273818181,0 days 00:00:14.871075,0 days 00:00:03.752163636,0 days 00:00:19.039000,1.0,43.0,0.0,14.0,0.0,0.0,Ferrari,False,47,124.61573598264246,326,6822.486125385406,12469,49.91652392371817,10.428799817289027,22.245061093981956,61
15,VET,5,Aston Martin,19.0,17.0,Accident,0.0,Australia,2022.0,35.0,0 days 00:01:21.149000,0,0 days 00:01:34.438476190,0 days 00:00:17.070731,0 days 00:00:03.720714285,0 days 00:00:00,0.0,22.0,0.0,0.0,0.0,0.0,Mercedes,False,5,52.61650679456435,319,2896.5678314491265,12562,67.21956720338015,49.020783373301356,55.43565147881695,61
16,LAT,6,Williams,16.0,18.0,+1 Lap,0.0,Australia,2022.0,26.0,0 days 00:01:21.372000,0,0 days 00:01:32.431982142,0 days 00:00:15.794015,0 days 00:00:04.058750,0 days 00:00:18.244000,2.0,44.0,0.0,13.0,0.0,0.0,Mercedes,False,6,122.15647482014388,315,6344.2198812378665,12911,53.413554870389405,15.493319630010276,27.449468996231584,61
17,RUS,63,Mercedes,3.0,6.0,Finished,15.0,Australia,2022.0,23.0,0 days 00:01:18.933000,0,0 days 00:01:30.003500,0 days 00:00:16.822012,0 days 00:00:02.719464285,0 days 00:00:18.479000,1.0,35.0,0.0,23.0,0.0,0.0,Mercedes,False,63,126.7506566175631,313,6585.00765102204,13035,48.119390202124016,6.780290053671349,16.632408359027064,61
18,BOT,77,Alfa Romeo,8.0,12.0,Finished,4.0,Australia,2022.0,32.0,0 days 00:01:19.251000,0,0 days 00:01:30.832714285,0 days 00:00:15.200322,0 days 00:00:03.440732142,0 days 00:00:18.413000,1.0,36.0,0.0,22.0,0.0,0.0,,False,77,126.42762932511134,325,6470.449811579308,12510,52.40727418065548,12.647025236953294,28.14319972593354,61
0,VER,1,Red Bull Racing,1.0,1.0,Finished,26.0,Italy,2022.0,24.0,0 days 00:01:18.793000,1,0 days 00:01:27.365790322,0 days 00:00:14.368110,0 days 00:00:01.706451612,0 days 00:00:29.971500,2.0,0.0,19.0,32.0,12.0,0.0,Red Bull,False,1,122.9421394931599,334,6677.820335276968,12833,49.17658107198923,9.749943933617402,24.708454810495628,62
1,GAS,10,AlphaTauri,12.0,17.0,+1 Lap,0.0,Italy,2022.0,25.0,0 days 00:01:20.732000,0,0 days 00:01:27.668366666,0 days 00:00:10.659965,0 days 00:00:02.896533333,0 days 00:00:30.405000,1.0,0.0,17.0,45.0,0.0,0.0,,False,10,123.1548833819242,335,6778.3547039694995,12812,43.03125700829782,2.60708679076026,16.74422516259251,62
2,PER,11,Red Bull Racing,2.0,3.0,Finished,18.0,Italy,2022.0,32.0,0 days 00:01:19.296000,0,0 days 00:01:27.613112903,0 days 00:00:14.367235,0 days 00:00:01.953774193,0 days 00:00:29.996500,2.0,0.0,18.0,32.0,13.0,0.0,Red Bull,False,11,123.11123570307244,316,6656.911218883158,13156,50.277836958959405,10.181655079614263,25.221462211258128,62
3,ALO,14,Alpine,19.0,9.0,Collision damage,0.0,Italy,2022.0,40.0,0 days 00:01:19.595000,0,0 days 00:02:04.462200,0 days 00:00:22.634676,0 days 00:00:06.828400,0 days 00:00:00,0.0,0.0,6.0,0.0,0.0,0.0,Renault,False,14,16.554945054945055,298,1230.0528145324063,12544,58.489010989010985,51.45492262839202,55.65429468490694,62
4,LEC,16,Ferrari,6.0,2.0,Finished,8.0,Italy,2022.0,24.0,0 days 00:01:18.796000,0,0 days 00:01:28.195645161,0 days 00:00:14.566225,0 days 00:00:02.536306451,0 days 00:00:32.798667,3.0,0.0,19.0,30.0,14.0,0.0,Ferrari,False,16,125.10512446736936,325,6803.783163265306,12912,51.89669769006504,8.990244449428122,26.368019735366676,62
5,STR,18,Aston Martin,10.0,15.0,+1 Lap,1.0,Italy,2022.0,23.0,0 days 00:01:20.342000,0,0 days 00:01:28.681311475,0 days 00:00:13.511295,0 days 00:00:02.905819672,0 days 00:00:32.667000,1.0,0.0,18.0,44.0,0.0,0.0,Mercedes,False,18,123.18182327876205,316,6500.900958735142,13701,38.97732114823952,0.7877326754877776,17.39459520071765,62
6,MAG,20,Haas F1 Team,9.0,8.0,Finished,2.0,Italy,2022.0,29.0,0 days 00:01:19.902000,0,0 days 00:01:28.480500,0 days 00:00:14.012040,0 days 00:00:02.821161290,0 days 00:00:33.765000,1.0,0.0,18.0,45.0,0.0,0.0,Ferrari,False,20,125.3636465575241,305,6873.1056570980045,12762,61.052730432832476,19.25039246467818,35.627382821260376,62
7,TSU,22,AlphaTauri,7.0,12.0,Finished,6.0,Italy,2022.0,21.0,0 days 00:01:20.474000,0,0 days 00:01:28.120274193,0 days 00:00:13.714801,0 days 00:00:02.460935483,0 days 00:00:30.372000,1.0,0.0,18.0,45.0,0.0,0.0,,False,22,125.32759587351424,331,6807.085417133887,13072,42.22925543843911,1.239067055393586,15.32574568288854,62
8,ALB,23,Williams,11.0,18.0,+1 Lap,0.0,Italy,2022.0,26.0,0 days 00:02:03.171000,0,0 days 00:01:27.743898305,0 days 00:00:10.745798,0 days 00:00:02.897305084,0 days 00:00:30.793000,1.0,0.0,17.0,45.0,0.0,0.0,Mercedes,False,23,123.13324175824175,321,6728.426356806459,13422,48.91721798609554,11.74590715407042,28.961089930477684,62
9,ZHO,24,Alfa Romeo,15.0,0.0,+1 Lap,0.0,Italy,2022.0,22.0,0 days 00:01:19.730000,0,0 days 00:01:28.735622950,0 days 00:00:13.352404,0 days 00:00:02.960131147,0 days 00:00:32.203000,1.0,0.0,18.0,44.0,0.0,0.0,,False,24,121.6047320026912,332,6260.447493832698,12561,72.3843350527024,32.96983628616282,48.70766988113927,62
10,RIC,3,McLaren,18.0,6.0,+1 Lap,0.0,Italy,2022.0,33.0,0 days 00:01:19.980000,0,0 days 00:01:28.350450,0 days 00:00:10.755885,0 days 00:00:03.578616666,0 days 00:00:30.979667,3.0,32.0,16.0,14.0,0.0,0.0,Mercedes,False,3,123.1342229199372,326,6694.633858488451,13022,39.409368692531956,0.7260596546310832,13.329782462435524,62
11,OCO,31,Alpine,14.0,16.0,+1 Lap,0.0,Italy,2022.0,25.0,0 days 00:01:22.338000,0,0 days 00:01:28.684918032,0 days 00:00:13.366429,0 days 00:00:02.909426229,0 days 00:00:31.409000,1.0,0.0,18.0,44.0,0.0,0.0,Renault,False,31,121.28708791208791,309,6618.165143529939,12532,47.65555617851536,7.381139268894371,24.299170217537565,62
12,NOR,4,McLaren,3.0,5.0,Finished,15.0,Italy,2022.0,22.0,0 days 00:01:19.294000,0,0 days 00:01:27.874096774,0 days 00:00:13.872204,0 days 00:00:02.214758064,0 days 00:00:30.070000,1.0,0.0,19.0,44.0,0.0,0.0,Mercedes,False,4,125.18532742767437,304,6887.708286611348,12800,52.665367795469834,12.443933617403005,26.752074456156087,62
