,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue,after_2020
1365,OCO,Alpine,5.0,2.0,Hungary,2022.0,25.0,78.018,0.0,86.663426,5.307518,3.092676,23.581,1.0,46.0,0.0,23.0,0.0,0.0,Renault,False,134.0545761968876,306,7587.417446848482,12351,43.84322259448289,1.0301531139430755,20.21479788333281,71,race,0,0,1
1366,NOR,McLaren,4.0,6.0,Hungary,2022.0,22.0,77.769,0.0,86.414405,5.984327,2.833028,22.711,2.0,28.0,0.0,28.0,14.0,0.0,Mercedes,False,134.23959670601496,308,7704.569277014121,12817,42.01969502457964,0.8923818768199895,20.34630679149576,71,race,0,0,1
1367,HAM,Mercedes,7.0,18.0,Hungary,2022.0,37.0,78.035,1.0,85.379855,5.725764,1.798478,21.897,2.0,0.0,0.0,51.0,19.0,0.0,Mercedes,False,135.79763283965306,317,7528.708300717037,13103,46.90819425744434,1.5561887465948587,20.26489651501393,71,race,0,0,1
1368,MSC,HaasF1Team,15.0,0.0,Hungary,2022.0,23.0,79.164,0.0,86.920235,5.758663,3.349485,22.7595,2.0,20.0,0.0,49.0,0.0,0.0,Ferrari,False,133.99843441775997,314,7700.338228387137,12741,42.82409117950966,0.6638068697748692,21.226164010395465,71,race,0,0,1
1369,VET,AstonMartin,18.0,1.0,Hungary,2022.0,35.0,79.273,0.0,86.435676,5.344818,2.864926,23.216,2.0,0.0,0.0,54.0,15.0,0.0,Mercedes,False,133.79256035319534,313,7450.334157873313,12555,43.51028587531703,1.0959075680245485,21.5267558004822,71,race,0,0,1
1370,SAI,Ferrari,2.0,12.0,Hungary,2022.0,28.0,77.421,0.0,85.513695,5.749621,1.932318,23.138,2.0,0.0,0.0,47.0,23.0,0.0,Ferrari,False,135.73422675893164,311,7882.827065785766,12612,52.55261921908758,7.154710836960265,29.34527350721733,71,race,0,0,1
1371,LAT,Williams,19.0,0.0,Hungary,2022.0,27.0,79.57,0.0,87.415735,6.321042,3.844985,24.364667,3.0,0.0,0.0,39.0,30.0,0.0,Mercedes,False,134.19992485205248,321,7585.390080470927,13192,41.74468484829508,0.6293640604940978,21.54867395184269,71,race,0,0,1
1372,RUS,Mercedes,1.0,15.0,Hungary,2022.0,23.0,77.377,0.0,85.505188,5.4379,1.923811,22.253,2.0,0.0,0.0,54.0,16.0,0.0,Mercedes,False,136.0004070513824,316,7691.648871215205,13338,55.92172088799825,11.679243510661614,29.51435638914112,71,race,0,0,1
1373,BOT,AlfaRomeo,8.0,0.0,Hungary,2022.0,32.0,78.157,0.0,86.214046,4.3259,2.712171,22.272,1.0,39.0,0.0,26.0,0.0,0.0,,False,126.4646021855528,312,7077.007139055015,12565,46.33415787331308,5.310454958198954,25.75695901305696,71,race,1,0,1
1374,VER,RedBullRacing,14.0,25.0,Belgium,2022.0,24.0,103.665,1.0,113.880658,5.064566,1.382439,22.602,2.0,0.0,0.0,29.0,15.0,0.0,RedBull,False,129.16135825976573,342,6348.832900582771,12841,41.32046621660608,3.1042640355432463,14.375973688765797,72,race,0,0,1
1375,GAS,AlphaTauri,0.0,2.0,Belgium,2022.0,26.0,105.827,0.0,115.446575,3.175134,3.4126,22.6995,2.0,12.0,0.0,32.0,0.0,0.0,,False,126.48078587502164,347,6262.125757313484,12865,60.74975477468121,21.294212682476488,30.97051526166984,72,race,0,0,1
1376,PER,RedBullRacing,2.0,18.0,Belgium,2022.0,32.0,104.462,0.0,114.200512,4.231359,1.702292,22.4995,2.0,17.0,0.0,27.0,0.0,0.0,RedBull,False,126.12154520800875,339,6196.175523628181,12769,39.9982401477122,1.9473775315907909,13.392187409843634,72,race,0,0,1
1377,ALO,Alpine,3.0,10.0,Belgium,2022.0,41.0,105.368,0.0,115.620243,4.62149,3.122024,23.2975,2.0,19.0,0.0,25.0,0.0,0.0,Renault,False,129.40716057930877,340,6379.09679187583,12556,56.591396918816,14.996249495124344,26.643009635912527,72,race,0,0,1
1378,LEC,Ferrari,15.0,8.0,Belgium,2022.0,24.0,104.551,0.0,115.49478,5.323189,2.99656,23.573667,3.0,0.0,0.0,39.0,5.0,0.0,Ferrari,False,128.5632969822861,340,6495.171340372743,12518,59.3297270786452,17.535052795568635,31.152270497951644,72,race,0,0,1
1379,STR,AstonMartin,9.0,0.0,Belgium,2022.0,23.0,106.256,0.0,116.515675,5.458235,3.982975,23.452,2.0,18.0,0.0,26.0,0.0,0.0,Mercedes,False,128.9098147827592,338,6696.586088511916,13037,50.53987075183198,10.761063989383189,24.62350701055912,72,race,0,0,1
1380,MAG,HaasF1Team,12.0,0.0,Belgium,2022.0,30.0,106.557,0.0,116.78095,5.469657,4.219875,25.1055,2.0,16.0,0.0,27.0,0.0,0.0,Ferrari,False,126.86250072125094,338,6436.689688996596,12592,48.88869655530552,9.275287057873175,21.81639836131787,72,race,0,0,1
1381,TSU,AlphaTauri,0.0,0.0,Belgium,2022.0,22.0,106.692,0.0,116.612317,6.727751,4.114097,27.154,2.0,18.0,0.0,26.0,0.0,0.0,,False,126.63132537072298,353,6270.046160060008,13180,61.26495874444637,22.179908833881484,31.991806589348563,72,race,0,0,1
1382,ALB,Williams,6.0,1.0,Belgium,2022.0,26.0,105.672,0.0,116.357634,4.907163,3.859414,23.8745,2.0,16.0,0.0,28.0,0.0,0.0,Mercedes,False,128.9617160002308,339,6569.040101552132,12860,50.89034100744331,13.403727424845652,26.95459004096705,72,race,0,0,1
1383,ZHO,AlfaRomeo,18.0,0.0,Belgium,2022.0,23.0,106.085,0.0,116.568902,5.772035,4.070682,23.554,2.0,0.0,0.0,28.0,16.0,0.0,,False,129.0737118458254,352,6355.700709710923,12591,42.95681149385494,4.217875483238128,18.204373665685765,72,race,0,0,1
1384,RIC,McLaren,7.0,0.0,Belgium,2022.0,33.0,105.767,0.0,116.490195,4.678688,3.991975,23.1155,2.0,20.0,0.0,24.0,0.0,0.0,Mercedes,False,126.31957186544342,348,6569.02994633893,13177,49.65515550170216,11.79966533956494,21.10380243494316,72,race,0,0,1
1385,OCO,Alpine,16.0,6.0,Belgium,2022.0,25.0,105.18,0.0,115.75678,5.326361,3.25856,23.501,2.0,20.0,0.0,24.0,0.0,0.0,Renault,False,129.0080780105014,347,6291.651924297502,12391,54.13882638047429,13.69799780739715,25.232242801915643,72,race,0,0,1
1386,NOR,McLaren,17.0,0.0,Belgium,2022.0,22.0,105.603,0.0,116.504634,5.572151,4.006414,23.298,2.0,16.0,0.0,28.0,0.0,0.0,Mercedes,False,128.468466909007,340,6698.794818533264,12818,51.333939184120936,13.20177716231031,26.43240436212568,72,race,0,0,1
1387,MSC,HaasF1Team,19.0,0.0,Belgium,2022.0,23.0,106.342,0.0,116.92805,6.179683,4.366975,24.57,2.0,16.0,0.0,27.0,0.0,0.0,Ferrari,False,126.40594887773354,337,6639.14003808205,12762,50.815417460042696,11.695805204546769,25.313022906929778,72,race,0,0,1
1388,VET,AstonMartin,10.0,4.0,Belgium,2022.0,35.0,106.344,0.0,115.769195,4.869788,3.270975,23.0275,2.0,19.0,0.0,25.0,0.0,0.0,Mercedes,False,128.95453234089203,337,6480.9246437020365,13218,53.4891235358606,13.175812128555767,25.71980843575097,72,race,0,0,1
1389,SAI,Ferrari,1.0,15.0,Belgium,2022.0,28.0,104.297,0.0,114.396325,4.233624,1.934875,22.6465,2.0,19.0,0.0,14.0,11.0,0.0,Ferrari,False,129.06704748716174,336,6419.123333910334,13013,47.21871213432578,6.289308176100629,18.46690900698171,72,race,0,0,1
1390,LAT,Williams,11.0,0.0,Belgium,2022.0,27.0,106.401,0.0,116.287564,3.695207,4.201025,27.802333,3.0,19.0,0.0,15.0,9.0,0.0,Mercedes,False,123.73117535052796,347,6148.893139461081,13067,55.63553747619872,17.794703133114073,30.713749927874908,72,race,0,0,1
1391,RUS,Mercedes,5.0,12.0,Belgium,2022.0,23.0,105.461,0.0,114.529195,4.566195,2.030975,22.901,2.0,15.0,0.0,29.0,0.0,0.0,Mercedes,False,129.16894581962956,334,6527.860856269113,13270,45.20956667243667,5.446887080953205,15.881945646529342,72,race,0,0,1
1392,VER,RedBullRacing,1.0,25.0,Netherlands,2022.0,24.0,70.342,1.0,79.550057,12.550062,3.709185,18.253,4.0,8.0,0.0,30.0,34.0,0.0,RedBull,False,120.19140592864782,330,6584.951792031152,12325,36.33874461842213,26.96136232758384,14.300600542956646,73,race,0,0,1
1393,GAS,AlphaTauri,11.0,0.0,Netherlands,2022.0,26.0,71.512,0.0,80.872098,9.433667,4.819169,17.5085,4.0,24.0,0.0,21.0,27.0,0.0,,False,119.83508377437136,325,6775.734417418488,13089,38.91282529410152,0.0438752845037979,12.734801327227355,73,race,0,0,1
1394,PER,RedBullRacing,5.0,10.0,Netherlands,2022.0,32.0,71.077,0.0,80.805802,12.406686,4.752873,17.734,4.0,16.0,0.0,42.0,14.0,0.0,RedBull,False,120.0800175501138,332,6660.581237831464,12869,37.12419447719856,0.2221186278004771,14.580305481668358,73,race,0,0,1
1395,ALO,Alpine,13.0,8.0,Netherlands,2022.0,41.0,71.613,0.0,80.753971,11.453943,4.701042,18.947,3.0,35.0,0.0,0.0,37.0,0.0,Renault,False,120.2660487564099,327,6615.567334850687,12698,38.21482436175173,0.3016425809636109,15.156168590780704,73,race,0,0,1
1396,LEC,Ferrari,2.0,15.0,Netherlands,2022.0,24.0,70.363,0.0,80.751464,12.805838,4.698535,17.937,4.0,11.0,0.0,28.0,33.0,0.0,Ferrari,False,120.23040008775055,326,6639.900814434968,12683,57.24128664271807,16.804233964954616,32.43206186415115,73,race,0,0,1
1397,STR,AstonMartin,10.0,1.0,Netherlands,2022.0,23.0,71.416,0.0,80.842732,10.709084,4.789802,18.4195,4.0,18.0,0.0,22.0,32.0,0.0,Mercedes,False,120.096580470014,321,6592.872295500041,12980,36.78402391203006,0.3455178654674089,15.622343488633556,73,race,0,0,1
1398,MAG,HaasF1Team,18.0,0.0,Netherlands,2022.0,30.0,72.041,0.0,80.995732,10.402328,4.942802,20.58325,4.0,13.0,0.0,34.0,25.0,0.0,Ferrari,False,120.24221899251378,335,6696.213370992952,12998,47.84155537883566,9.9459785559547,24.18625058271862,73,race,0,0,1
1399,TSU,AlphaTauri,9.0,0.0,Netherlands,2022.0,22.0,71.427,0.0,78.346317,2.975542,2.291707,30.250333,3.0,1.0,0.0,29.0,13.0,0.0,,False,73.84693010118737,321,4180.47091891299,13013,49.18353579948995,24.72098061260866,33.05454246304878,73,race,1,0,1
1400,ALB,Williams,15.0,0.0,Netherlands,2022.0,26.0,71.695,0.0,80.902887,10.835055,4.849957,18.4645,4.0,13.0,0.0,42.0,17.0,0.0,Mercedes,False,120.00408588586942,328,6650.307757698742,13183,44.51868812899334,10.360051553459291,26.18257602764143,73,race,0,0,1
1401,ZHO,AlfaRomeo,14.0,0.0,Netherlands,2022.0,23.0,71.704,0.0,81.057028,10.292396,5.004528,19.82425,4.0,0.0,0.0,18.0,54.0,0.0,,False,119.8841966709628,325,6614.050209778704,12419,41.83626292264239,4.516412098609702,20.3471631886363,73,race,0,0,1
1402,RIC,McLaren,17.0,0.0,Netherlands,2022.0,33.0,72.081,0.0,80.997211,10.313083,4.944281,18.7238,5.0,20.0,0.0,16.0,36.0,0.0,Mercedes,False,120.21674390544877,325,7007.514602243124,12851,46.561384265226096,10.993500973482876,23.2566429922944,73,race,0,0,1
1403,OCO,Alpine,12.0,2.0,Netherlands,2022.0,25.0,71.605,0.0,80.816915,10.753996,4.763985,18.366,3.0,38.0,0.0,0.0,34.0,0.0,Renault,False,120.20185373077028,320,6466.0369100830885,12094,46.314119614994375,8.407601393040283,21.97329092055832,73,race,0,0,1
1404,NOR,McLaren,7.0,6.0,Netherlands,2022.0,22.0,71.116,0.0,80.811366,11.701652,4.758436,20.561333,3.0,30.0,0.0,17.0,25.0,0.0,Mercedes,False,119.9290317273151,328,6851.240847889873,12670,49.83289001014616,13.434063674006635,28.13776839334193,73,race,0,0,1
1405,HAM,Mercedes,4.0,12.0,Netherlands,2022.0,37.0,70.648,0.0,80.747478,14.434022,4.694549,17.455,3.0,19.0,0.0,53.0,0.0,0.0,Mercedes,False,120.43899964351333,321,6565.437875339348,12749,48.35750130254751,9.254942825019882,24.35626731017084,73,race,0,0,1
1406,MSC,HaasF1Team,8.0,0.0,Netherlands,2022.0,23.0,71.42,0.0,80.976239,10.661481,4.923309,20.7635,4.0,14.0,0.0,33.0,25.0,0.0,Ferrari,False,120.1886088792607,329,6841.832094770614,12921,50.2241752817616,12.339923766693174,28.307785120794144,73,race,0,0,1
1407,VET,AstonMartin,19.0,0.0,Netherlands,2022.0,35.0,72.391,0.0,80.898042,9.921528,4.845112,18.65125,4.0,13.0,0.0,26.0,33.0,0.0,Mercedes,False,120.01905832670634,323,6581.633860750816,13088,37.70153837716291,0.2961581704006362,15.797844626648752,73,race,0,0,1
1408,SAI,Ferrari,3.0,4.0,Netherlands,2022.0,28.0,70.434,0.0,80.805929,11.427244,4.753,23.454,3.0,14.0,0.0,29.0,29.0,0.0,Ferrari,False,120.07261359585378,323,6589.621932157841,12715,42.081333808648914,3.274193106095922,17.931280335645926,73,race,0,0,1
1409,LAT,Williams,20.0,0.0,Netherlands,2022.0,27.0,73.353,0.0,81.138159,9.14,5.023753,18.88175,4.0,28.0,0.0,13.0,30.0,0.0,Mercedes,False,118.62708750377053,325,6467.533550881619,13100,46.99786107988044,11.63517700935092,27.36446650396249,73,race,0,0,1
1410,RUS,Mercedes,6.0,18.0,Netherlands,2022.0,23.0,70.824,0.0,80.590084,14.491673,4.537154,20.488,3.0,17.0,0.0,40.0,15.0,0.0,Mercedes,False,120.38410069377794,321,6597.25738338772,13258,42.58197822689007,4.914031864425371,19.1104286066855,73,race,0,0,1
1411,BOT,AlfaRomeo,16.0,0.0,Netherlands,2022.0,33.0,71.961,0.0,79.809442,6.079907,3.701076,20.395,2.0,0.0,0.0,19.0,34.0,0.0,,False,88.80302739463076,321,4872.469876874983,12610,50.02457015932213,20.96415937697096,33.531686182027585,73,race,1,0,1
1412,VER,RedBullRacing,7.0,25.0,Italy,2022.0,24.0,80.306,0.0,91.090076,14.571421,4.043307,23.941,2.0,0.0,0.0,23.0,30.0,0.0,RedBull,False,137.91460837007065,347,6606.899692010387,12656,40.95135575819796,34.153632465728606,11.01515792016426,74,race,0,0,1
1413,GAS,AlphaTauri,5.0,4.0,Italy,2022.0,26.0,81.91,0.0,91.196653,9.580686,4.149884,25.376,1.0,35.0,0.0,18.0,0.0,0.0,,False,135.83730901624494,354,6582.293375203817,13251,42.57385711697566,0.5586086116311372,10.960806812005556,74,race,0,0,1
1414,PER,RedBullRacing,13.0,8.0,Italy,2022.0,32.0,81.206,1.0,91.10323,10.734791,4.056461,23.4985,2.0,35.0,0.0,7.0,11.0,0.0,RedBull,False,135.5079413008032,355,6413.315417597681,12870,41.55875958693158,0.5072770094812489,11.021196932181896,74,race,0,0,1
1415,ALO,Alpine,6.0,0.0,Italy,2022.0,41.0,81.829,0.0,88.642033,4.212343,2.6256,0.0,0.0,0.0,0.0,31.0,0.0,0.0,Renault,False,81.66791472915031,345,4029.405429071804,12356,61.64339634035872,34.10230086357872,40.60631680657045,74,race,1,0,1
1416,LEC,Ferrari,1.0,18.0,Italy,2022.0,24.0,80.161,0.0,91.189846,13.962842,4.143076,23.718,3.0,0.0,0.0,21.0,32.0,0.0,Ferrari,False,135.57542726010024,329,6562.327676792077,12524,62.1561990458361,18.1442116069811,30.25545020834592,74,race,0,0,1
1417,STR,AstonMartin,12.0,0.0,Italy,2022.0,23.0,82.748,0.0,89.352078,4.97892,3.605789,24.254,1.0,21.0,0.0,18.0,0.0,0.0,Mercedes,False,100.21320731928256,339,4809.758560299535,12625,60.78836282384202,28.972160154598708,28.978199166616346,74,race,1,0,1
1418,MAG,HaasF1Team,16.0,0.0,Italy,2022.0,30.0,82.399,0.0,92.88,13.260961,6.431627,27.505,2.0,22.0,0.0,24.0,6.0,0.0,Ferrari,False,133.83984540129234,334,6432.10966845824,12543,50.00658252309922,8.333836584334803,19.687179177486563,74,race,0,0,1
1419,TSU,AlphaTauri,20.0,0.0,Italy,2022.0,22.0,82.02,0.0,92.773549,13.682386,6.325176,23.9565,2.0,28.0,0.0,19.0,5.0,0.0,,False,133.3583247780663,353,6488.515610846066,12669,41.86234072105803,0.9420858747508908,10.375022646295069,74,race,0,0,1
1420,ZHO,AlfaRomeo,9.0,1.0,Italy,2022.0,23.0,82.003,0.0,91.184576,9.450348,4.137807,25.366,1.0,35.0,0.0,18.0,0.0,0.0,,False,135.80207138112206,356,6386.734313666284,12710,45.83601062866115,5.018418986653783,17.43764720091793,74,race,0,0,1
1421,RIC,McLaren,4.0,0.0,Italy,2022.0,33.0,81.855,0.0,88.437113,4.709399,2.863068,25.164,1.0,26.0,0.0,19.0,0.0,0.0,Mercedes,False,115.87173138474546,337,5669.281508545202,13263,57.47671960867202,20.813454918775285,28.04819131590072,74,race,1,0,1
1422,OCO,Alpine,14.0,0.0,Italy,2022.0,25.0,82.13,0.0,91.156807,9.235789,4.110038,24.336,1.0,34.0,0.0,0.0,19.0,0.0,Renault,False,135.66172474183224,353,6369.718340479498,12263,42.16909233649375,32.62274291925841,9.79527749260221,74,race,0,0,1
1423,NOR,McLaren,3.0,6.0,Italy,2022.0,22.0,81.584,0.0,91.180038,11.335354,4.133269,25.749,2.0,0.0,0.0,35.0,18.0,0.0,Mercedes,False,135.5755178452805,342,6759.766984721299,12898,50.51265173017694,10.402198200374418,21.74648227549973,74,race,0,0,1
1424,HAM,Mercedes,19.0,10.0,Italy,2022.0,37.0,81.524,0.0,91.062288,11.263575,4.015519,24.282,1.0,0.0,0.0,33.0,20.0,0.0,Mercedes,False,136.25490669726432,348,6478.11292952473,13189,51.46633250800169,10.01268192523703,21.725345733438008,74,race,0,0,1
1425,DEV,Williams,8.0,2.0,Italy,2022.0,27.0,82.176,0.0,91.175807,9.543526,4.129038,24.628,1.0,0.0,0.0,34.0,19.0,0.0,Mercedes,False,135.43574491213238,349,6564.635756990157,13200,51.31873905429072,12.449423274352316,25.424240594238785,74,race,0,0,1
1426,MSC,HaasF1Team,17.0,0.0,Italy,2022.0,23.0,83.005,0.0,91.133134,8.990535,4.086365,24.817,1.0,0.0,0.0,33.0,20.0,0.0,Ferrari,False,135.77601304426597,338,6688.387130865391,12650,54.332477806630834,12.45546228636995,23.141494051573165,74,race,0,0,1
1427,VET,AstonMartin,11.0,0.0,Italy,2022.0,35.0,82.636,0.0,88.191888,0.653394,2.393111,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Mercedes,False,33.864967691285706,343,1846.3642128147835,12690,27.709674497252248,16.74316081889003,21.18485415785977,74,race,1,0,1
1428,SAI,Ferrari,18.0,12.0,Italy,2022.0,28.0,80.429,0.0,91.079307,13.323227,4.032538,24.1265,2.0,0.0,0.0,30.0,23.0,0.0,Ferrari,False,135.7998973367957,360,6619.990367775832,12811,56.722567787909895,14.227912313545504,26.14892203635485,74,race,0,0,1
1429,LAT,Williams,10.0,0.0,Italy,2022.0,27.0,82.587,0.0,92.830098,13.275713,6.381725,25.5225,2.0,32.0,0.0,15.0,5.0,0.0,Mercedes,False,133.13436801739235,349,6423.312760432394,13243,51.3450691466876,12.084063047285465,24.503291261549613,74,race,0,0,1
1430,RUS,Mercedes,2.0,15.0,Italy,2022.0,23.0,81.542,0.0,90.02664,11.106623,3.43818,24.5945,2.0,24.0,0.0,0.0,29.0,0.0,Mercedes,False,135.921915574612,335,6520.762364877106,13270,48.22286973851078,7.144151216860921,17.27761338245063,74,race,0,0,1
1431,BOT,AlfaRomeo,15.0,0.0,Italy,2022.0,33.0,82.235,0.0,92.738333,13.157594,6.28996,24.758,1.0,0.0,0.0,35.0,17.0,0.0,,False,133.3315417597681,344,6232.779123135455,12518,45.85618092880005,6.144694727942509,19.14366809589951,74,race,0,0,1
1432,VER,RedBullRacing,8.0,6.0,Singapore,2022.0,25.0,111.395,0.0,120.05896,9.391523,3.630647,29.591,2.0,0.0,35.0,5.0,19.0,0.0,RedBull,False,75.71776960350864,315,5118.670622148339,13261,30.53043539772928,8.715028472394156,24.594135747886675,75,street,0,0,1
1433,GAS,AlphaTauri,7.0,1.0,Singapore,2022.0,26.0,111.211,0.0,120.958529,8.880745,4.530215,29.867,1.0,0.0,33.0,26.0,0.0,0.0,,False,75.78551975382874,297,5161.658596540869,13130,24.31622042231104,12.329784600148551,13.912566759806175,75,street,0,0,1
1434,PER,RedBullRacing,2.0,25.0,Singapore,2022.0,32.0,109.434,0.0,117.02164,7.12511,1.06394,29.55,1.0,0.0,35.0,24.0,0.0,0.0,RedBull,False,74.47108548792134,294,4832.722915856117,13091,29.486435822162488,7.48770912177696,21.432108371944967,75,street,0,0,1
1435,ALO,Alpine,5.0,0.0,Singapore,2022.0,41.0,109.966,0.0,122.928117,3.994889,2.490647,0.0,0.0,0.0,20.0,0.0,0.0,0.0,Renault,False,27.78109857461182,288,2006.844745870619,12568,54.73695752131008,44.36918614932975,50.748063523502985,75,street,1,0,1
1436,LEC,Ferrari,1.0,18.0,Singapore,2022.0,24.0,109.412,0.0,118.184784,8.523602,1.801294,32.058,1.0,0.0,34.0,25.0,0.0,0.0,Ferrari,False,76.24415520107523,312,5290.123209422417,12656,46.0696070455912,20.33919286952216,36.52070880345206,75,street,0,0,1
1437,STR,AstonMartin,11.0,8.0,Singapore,2022.0,23.0,114.211,0.0,121.058865,9.357361,4.0275,29.863,1.0,0.0,35.0,24.0,0.0,0.0,Mercedes,False,75.78382202100944,306,4971.827503271673,13454,53.83296784918473,30.47076716301772,47.68860750539384,75,street,0,0,1
1438,MAG,HaasF1Team,9.0,0.0,Singapore,2022.0,30.0,111.573,0.0,122.468226,9.596857,5.196905,35.925,2.0,0.0,33.0,26.0,0.0,0.0,Ferrari,False,75.73625013263538,293,5295.110193470802,13027,54.17239062002617,30.497294238319245,47.3508294132211,75,street,0,0,1
1439,TSU,AlphaTauri,10.0,0.0,Singapore,2022.0,22.0,111.983,0.0,126.496241,9.163233,5.326482,31.293,1.0,0.0,33.0,1.0,0.0,0.0,,False,45.77305202843702,293,3184.9635341138187,13015,35.5068970395784,20.439995755667955,29.78813709192516,75,street,0,1,1
1440,ALB,Williams,18.0,0.0,Singapore,2022.0,26.0,116.985,0.0,128.304545,9.040546,6.718363,0.0,0.0,0.0,25.0,0.0,0.0,0.0,Mercedes,False,33.31600820570863,296,2614.459749584409,13198,66.79899550808192,56.04286775368726,65.16818165741167,75,street,1,0,1
1441,ZHO,AlfaRomeo,14.0,0.0,Singapore,2022.0,23.0,115.375,0.0,127.0898,1.760242,6.5474,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,False,13.174495101333427,289,980.5205319562834,12643,49.595762741838506,44.00311251016871,47.805326636720544,75,street,1,0,1
1442,RIC,McLaren,16.0,10.0,Singapore,2022.0,33.0,116.226,0.0,121.006769,9.423143,3.975403,30.946,1.0,0.0,36.0,0.0,23.0,0.0,Mercedes,False,75.81132175573869,299,5397.264368832455,13057,42.87916032964312,19.25688819721996,31.84486966363669,75,street,0,0,1
1443,OCO,Alpine,17.0,0.0,Singapore,2022.0,25.0,116.337,0.0,127.073521,8.552165,5.174608,0.0,0.0,0.0,26.0,0.0,0.0,0.0,Renault,False,34.977947158066,291,2376.60174017614,12658,47.17728928659852,35.32699041488346,43.41421143847487,75,street,1,0,1
1444,NOR,McLaren,6.0,12.0,Singapore,2022.0,22.0,110.584,0.0,119.562038,9.298522,2.725173,30.528,1.0,0.0,36.0,23.0,0.0,0.0,Mercedes,False,75.58433841474198,302,5499.957804265554,13144,45.29280585717822,21.656704276164536,35.86991122272132,75,street,0,0,1
1445,HAM,Mercedes,3.0,2.0,Singapore,2022.0,37.0,109.466,0.0,119.63304,7.534887,3.25108,41.019,1.0,0.0,34.0,25.0,0.0,0.0,Mercedes,False,75.56398330562727,314,4930.789339652672,13372,40.1739645598274,16.430870441764228,32.79984437449156,75,street,0,0,1
1446,MSC,HaasF1Team,12.0,0.0,Singapore,2022.0,23.0,114.37,0.0,122.619265,9.845381,5.170857,32.9615,2.0,0.0,34.0,7.0,17.0,0.0,Ferrari,False,74.42386729388463,304,5413.904909277402,12825,52.39557174689633,29.292965019630035,46.55501715417536,75,street,0,0,1
1447,VET,AstonMartin,13.0,4.0,Singapore,2022.0,35.0,114.38,0.0,120.820313,9.018388,4.392,29.704,1.0,0.0,34.0,25.0,0.0,0.0,Mercedes,False,75.61933646942312,306,5270.6946910479965,13496,54.926237045944895,30.675909878682845,47.05726311321756,75,street,0,0,1
1448,SAI,Ferrari,4.0,15.0,Singapore,2022.0,28.0,109.583,0.0,117.92786,7.10106,1.97016,30.603,1.0,0.0,35.0,24.0,0.0,0.0,Ferrari,False,75.78787182117215,294,5362.376719838715,12901,44.72659427722562,19.43550383758356,35.420719414282175,75,street,0,0,1
1449,LAT,Williams,19.0,0.0,Singapore,2022.0,27.0,117.532,0.0,127.0968,1.385985,6.5544,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Mercedes,False,11.942524670180031,290,1191.1247303080677,12987,76.30345205673257,70.16234570084534,73.47646164184911,75,street,1,0,1
1450,RUS,Mercedes,0.0,0.0,Singapore,2022.0,23.0,114.012,1.0,124.423333,10.618468,6.541882,30.79875,4.0,0.0,21.0,20.0,16.0,0.0,Mercedes,False,72.10953913627843,313,4914.325221943197,13187,59.48484419764439,36.95575283839705,51.2043292186892,75,street,0,0,1
1451,BOT,AlfaRomeo,15.0,0.0,Singapore,2022.0,33.0,116.083,0.0,122.87366,10.104747,5.430018,32.167,1.0,0.0,33.0,0.0,26.0,0.0,,False,75.61556962473031,308,4926.965638595126,12728,23.293902309624023,0.534078449404025,18.133908676122097,75,street,0,0,1
1452,VER,RedBullRacing,1.0,25.0,Japan,2022.0,25.0,89.304,0.0,108.510304,5.134735,2.12113,205.8535,2.0,0.0,23.0,0.0,0.0,5.0,RedBull,True,45.65511332520713,304,2831.005635345452,12901,22.464960163937324,9.246206299574258,16.80887522744537,76,race,0,0,1
1453,GAS,AlphaTauri,17.0,0.0,Japan,2022.0,26.0,91.322,0.0,111.741391,6.426698,5.352217,124.8155,4.0,0.0,22.0,0.0,0.0,6.0,,True,44.2087197696398,300,3141.540074549084,13022,25.445916582754784,11.961418199162647,17.600296783083362,76,race,0,0,1
1454,PER,RedBullRacing,4.0,18.0,Japan,2022.0,32.0,89.709,0.0,109.590347,5.179114,3.201173,208.9195,2.0,0.0,23.0,0.0,0.0,5.0,RedBull,True,45.63605207836487,307,2879.935749995584,12790,21.76905683042733,8.521914250887699,15.959156994717969,76,race,0,0,1
1455,ALO,Alpine,7.0,6.0,Japan,2022.0,41.0,90.322,0.0,110.378826,6.519981,3.989652,148.355333,3.0,0.0,22.0,0.0,0.0,6.0,Renault,True,45.622219866800926,312,2896.8978748211352,12731,39.72294945854753,25.23362834985072,32.806896673556274,76,race,0,0,1
1456,LEC,Ferrari,2.0,15.0,Japan,2022.0,24.0,89.314,0.0,109.646217,5.290211,3.257043,207.936,2.0,0.0,23.0,0.0,0.0,5.0,Ferrari,True,44.41316444962637,299,3201.211846591411,12570,38.713233345699294,25.96498666242691,34.03819315632342,76,race,0,0,1
