,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,AvgLapTime,SDLapTime,AvgSplitTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,AverageRPM,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue,after_2020
254,KUB,Williams,0.0,0.0,Belgium,2019.0,35.0,110.838,0.0,112.655589,2.700207,4.880333,24.247,1.0,0.0,0.0,31.0,12.0,0.0,Mercedes,False,150.1538618093009,328,7429.964451680744,12517,75.04192530782538,25.775923476137173,36.91869339574641,13,race,0,0,0
255,GIO,AlfaRomeoRacing,18.0,0.0,Belgium,2019.0,25.0,105.637,0.0,111.166315,2.546908,3.388921,23.044,1.0,0.0,0.0,29.0,13.0,0.0,Ferrari,False,152.0297818934229,358,7400.32220752349,12976,56.27821308639463,8.235812896441775,20.196058478341985,13,race,0,1,0
256,GAS,ToroRosso,17.0,0.0,Italy,2019.0,23.0,80.508,0.0,87.0704,4.83432,3.11372,24.363,1.0,0.0,0.0,28.0,24.0,0.0,Honda,False,167.39113329204764,351,7682.553458890386,12725,52.33907690065936,0.1019999271429091,10.440421113984918,14,race,0,0,0
257,PER,RacingPoint,18.0,6.0,Italy,2019.0,29.0,81.291,0.0,86.620519,4.878581,2.684538,25.34,1.0,0.0,0.0,28.0,25.0,0.0,Mercedes,False,169.4297475501803,362,7805.171032020691,13187,52.54894175075589,34.14447561108885,12.298276929802194,14,race,0,0,0
258,LEC,Ferrari,1.0,25.0,Italy,2019.0,21.0,79.307,0.0,85.386384,4.737523,1.450403,23.833,1.0,33.0,0.0,0.0,20.0,0.0,Ferrari,False,169.99052857819387,346,7693.148701322356,12629,61.19288914793632,6.010709992350005,18.02120141342756,14,race,0,0,0
259,STR,RacingPoint,9.0,0.0,Italy,2019.0,20.0,80.498,0.0,87.341372,5.613973,3.396176,21.6285,2.0,0.0,0.0,30.0,22.0,0.0,Mercedes,False,167.30388692579504,345,7789.918691486649,13046,50.84448653965247,12.108848493679648,12.254562675312377,14,race,0,0,0
260,MAG,HaasF1Team,11.0,0.0,Italy,2019.0,27.0,80.615,0.0,88.503547,5.854871,4.329904,24.689,2.0,0.0,0.0,14.0,29.0,0.0,Ferrari,False,136.82915012203563,353,6340.284506939638,12881,57.9398929000765,14.77906087209938,25.164839167972023,14,race,1,0,0
261,ALB,RedBullRacing,8.0,8.0,Italy,2019.0,23.0,80.021,0.0,86.416211,5.168345,2.48023,29.83,1.0,0.0,0.0,27.0,26.0,0.0,Honda,False,169.48956322174055,348,7750.8134858475105,12573,52.675749517321776,43.42646898109359,11.952205748424468,14,race,0,0,0
262,KVY,ToroRosso,12.0,0.0,Italy,2019.0,25.0,80.63,0.0,87.441357,4.40037,2.848785,24.479,1.0,0.0,0.0,28.0,1.0,0.0,Honda,False,93.60056099959928,360,4340.950930749335,13038,62.55764817310845,31.619977414301847,37.92211576991731,14,race,1,0,0
263,HUL,Renault,6.0,10.0,Italy,2019.0,32.0,80.049,0.0,86.453807,5.602097,2.517826,24.092,1.0,0.0,0.0,24.0,29.0,0.0,Renault,False,169.7648173108448,339,7532.24363411169,12431,53.51528177479873,45.78339586900295,9.923135769188736,14,race,0,0,0
264,RIC,Renault,5.0,12.0,Italy,2019.0,30.0,79.833,0.0,86.187384,4.932417,2.251403,24.32,1.0,0.0,0.0,23.0,30.0,0.0,Renault,False,169.9794543003898,350,7676.107937780044,12307,53.68762522312484,45.99103857782959,8.96870787949437,14,race,0,0,0
265,VER,RedBullRacing,19.0,4.0,Italy,2019.0,21.0,101.922,0.0,86.538942,6.993985,2.602961,27.757,2.0,0.0,0.0,27.0,26.0,0.0,Honda,False,169.4487996794288,358,7749.920804342282,12941,52.581946012895706,45.43003897854359,11.6389202579141,14,race,0,0,0
266,NOR,McLaren,16.0,1.0,Italy,2019.0,19.0,80.646,0.0,86.95096,4.823469,3.005764,24.311,1.0,29.0,0.0,23.0,0.0,0.0,Renault,False,167.25627481694656,359,7699.978652872391,13170,51.501038213544135,0.9362136169902736,11.110706349495466,14,race,0,0,0
267,HAM,Mercedes,2.0,15.0,Italy,2019.0,34.0,79.346,1.0,86.049346,5.280385,2.113365,23.8215,2.0,0.0,0.0,30.0,23.0,0.0,Mercedes,False,170.04382354012606,349,7638.374303304069,13019,53.64139739900186,26.56005245710539,10.283778368729736,14,race,0,0,0
268,VET,Ferrari,4.0,0.0,Italy,2019.0,32.0,79.457,0.0,87.774294,8.018427,3.829098,29.556667,3.0,35.0,0.0,11.0,6.0,0.0,Ferrari,False,167.16702488069652,365,7633.587046009253,13116,61.48500965356453,8.691850934392189,21.460056099959928,14,race,0,0,0
269,SAI,McLaren,7.0,0.0,Italy,2019.0,25.0,80.202,0.0,86.295692,0.941798,1.663384,27.01,1.0,0.0,0.0,0.0,27.0,0.0,Renault,False,87.02473498233215,344,4029.681140942042,12343,63.29842264398383,34.410403992568575,40.683399511857495,14,race,1,0,0
270,RUS,Williams,14.0,0.0,Italy,2019.0,20.0,81.8,0.0,87.688568,4.664387,3.743372,24.198,1.0,29.0,0.0,23.0,0.0,0.0,Mercedes,False,166.9041929255765,347,7669.335689045936,12942,53.68460165385597,1.0964992167862735,12.964919310771922,14,race,0,0,0
271,RAI,AlfaRomeoRacing,0.0,0.0,Italy,2019.0,39.0,80.515,0.0,88.125941,6.043042,4.180745,28.4805,2.0,0.0,0.0,26.0,26.0,0.0,Ferrari,False,162.09296564788167,363,7301.516702488069,13025,82.0361006884995,34.672689519507486,45.62311026920696,14,race,0,0,0
272,BOT,Mercedes,3.0,18.0,Italy,2019.0,30.0,79.354,0.0,85.37498,4.546897,1.439,23.7,1.0,0.0,0.0,26.0,27.0,0.0,Mercedes,False,170.43353611890277,354,7678.171942734327,13067,53.223270554806746,0.0145714181632727,10.433135404903284,14,race,0,0,0
273,GRO,HaasF1Team,13.0,0.0,Italy,2019.0,33.0,80.784,0.0,88.542823,6.106119,4.597627,25.801,2.0,0.0,0.0,22.0,30.0,0.0,Ferrari,False,166.64879239371973,356,7681.755382317584,12982,50.14090561363885,43.92918290772649,12.116134202761284,14,race,0,0,0
274,KUB,Williams,15.0,0.0,Italy,2019.0,35.0,82.356,0.0,89.1865,6.844328,5.22064,27.851,2.0,0.0,0.0,36.0,15.0,0.0,Mercedes,False,164.24363411168991,343,7562.908309351207,12775,54.20228771265163,1.0855706531638192,13.380204728425191,14,race,0,0,0
275,GIO,AlfaRomeoRacing,10.0,2.0,Italy,2019.0,25.0,80.517,0.0,86.99747,4.567307,3.052274,25.698,1.0,0.0,0.0,31.0,21.0,0.0,Ferrari,False,167.67217951987178,339,7667.773560161742,12770,63.55888674365232,9.923135769188736,20.443699683071657,14,race,0,0,0
276,GAS,ToroRosso,11.0,4.0,Singapore,2019.0,23.0,98.699,0.0,111.087283,7.866034,3.393811,32.482,1.0,32.0,0.0,29.0,0.0,0.0,Honda,False,121.88812659359148,320,7712.877822464054,12674,38.135425702494544,21.82267434219173,19.71979076308388,15,street,0,0,0
277,PER,RacingPoint,15.0,0.0,Singapore,2019.0,29.0,98.62,0.0,111.247473,7.393284,3.457552,29.082,1.0,29.0,0.0,13.0,0.0,0.0,Mercedes,False,84.59777094340615,313,5300.475856267907,13401,52.6298136319428,25.23460294929422,41.0430302552375,15,street,1,0,0
278,LEC,Ferrari,1.0,18.0,Singapore,2019.0,21.0,96.217,0.0,108.98748,4.899631,1.476634,29.168,1.0,41.0,0.0,0.0,20.0,0.0,Ferrari,False,121.95334227058856,326,7419.963961832663,12561,43.67210787792761,2.302657519123098,23.796756302079224,15,street,0,0,0
279,STR,RacingPoint,16.0,0.0,Singapore,2019.0,20.0,99.979,0.0,112.498944,9.509142,4.320111,32.71,3.0,10.0,0.0,31.0,20.0,0.0,Mercedes,False,121.67602449859368,316,7673.058276161186,13241,36.051678363956576,2.736377257314092,22.219593617748338,15,street,0,0,0
280,MAG,HaasF1Team,13.0,0.0,Singapore,2019.0,27.0,99.65,1.0,112.258641,8.255131,4.565169,30.1595,2.0,38.0,0.0,18.0,5.0,0.0,Ferrari,False,121.87532528980364,315,7476.741319033725,12706,39.05541098230949,4.274110874536709,26.41221775359461,15,street,0,0,0
281,ALB,RedBullRacing,6.0,8.0,Singapore,2019.0,23.0,97.411,0.0,110.622,7.820599,3.03515,28.606,1.0,41.0,0.0,0.0,20.0,0.0,Honda,False,121.8988512998449,327,7828.743448203349,12590,36.6096522356281,19.888021449412506,19.98265121047236,15,street,0,0,0
282,KVY,ToroRosso,14.0,0.0,Singapore,2019.0,25.0,99.957,0.0,111.298075,7.270843,3.604603,31.755,2.0,24.0,0.0,12.0,25.0,0.0,Honda,False,121.70938148936727,323,7825.573298635754,12990,38.62560786478458,22.006676655363663,18.83395105538469,15,street,0,0,0
283,HUL,Renault,8.0,2.0,Singapore,2019.0,32.0,98.264,0.0,110.786075,7.71581,3.092603,29.3575,2.0,35.0,0.0,25.0,1.0,0.0,Renault,False,121.87014693899008,330,7438.942486134111,12290,37.7620324369792,21.52827064111663,18.32400178745104,15,street,0,0,0
284,RIC,Renault,20.0,0.0,Singapore,2019.0,30.0,98.095,0.0,111.946584,8.393587,4.493339,30.756,1.0,27.0,0.0,34.0,0.0,0.0,Renault,False,121.88318481718056,325,7736.951002812607,12299,36.56359908524564,19.65407565123676,16.917698393922667,15,street,0,0,0
285,VER,RedBullRacing,4.0,15.0,Singapore,2019.0,21.0,96.813,0.0,109.14123,5.112218,1.630384,28.846,1.0,42.0,0.0,0.0,19.0,0.0,Honda,False,121.94408958284048,320,7650.5866782325265,12425,36.49856741056173,21.40998343979181,19.296585442788423,15,street,0,0,0
286,NOR,McLaren,9.0,6.0,Singapore,2019.0,19.0,97.572,0.0,110.817603,7.962914,3.124132,30.397,1.0,41.0,0.0,0.0,20.0,0.0,Renault,False,121.80700785952736,320,7725.134216544437,12206,35.867518334516205,0.2076597534369003,18.89703756275793,15,street,0,0,0
287,HAM,Mercedes,2.0,12.0,Singapore,2019.0,34.0,96.408,0.0,109.473538,5.336913,1.962692,28.93,1.0,35.0,0.0,0.0,26.0,0.0,Mercedes,False,122.44667875824724,324,7151.807849012959,12722,36.30783586993665,2.0056252135741133,20.39271350839839,15,street,0,0,0
288,VET,Ferrari,3.0,25.0,Singapore,2019.0,32.0,96.437,0.0,108.791576,4.788433,1.28073,29.384,1.0,42.0,0.0,0.0,19.0,0.0,Ferrari,False,122.15222248508267,331,7407.298162605472,12548,45.30073863785716,5.732986357542781,25.0295718003312,15,street,0,0,0
289,SAI,McLaren,7.0,0.0,Singapore,2019.0,25.0,97.818,0.0,111.312944,7.575783,3.823703,30.623,2.0,34.0,0.0,26.0,1.0,0.0,Renault,False,121.67586678232526,326,7388.0681071419185,12208,36.88799516336777,0.1945167310674762,21.1366085745078,15,street,0,0,0
290,RUS,Williams,18.0,0.0,Singapore,2019.0,20.0,100.867,0.0,110.074181,5.256232,2.721121,38.752,1.0,33.0,0.0,1.0,0.0,0.0,Mercedes,False,68.90876113871145,314,4259.606576768394,12896,61.05764529611229,38.65100018400232,50.24577451830823,15,street,1,0,0
291,RAI,AlfaRomeoRacing,12.0,0.0,Singapore,2019.0,39.0,98.858,0.0,111.668595,8.033965,3.593357,29.992,1.0,34.0,0.0,15.0,0.0,0.0,Ferrari,False,97.37502300028916,320,6006.91496464527,12926,53.87411613174566,21.830560155613384,39.42118129485056,15,street,1,0,0
292,BOT,Mercedes,5.0,10.0,Singapore,2019.0,30.0,97.142,0.0,109.69575,5.571912,2.184903,29.234,1.0,39.0,0.0,0.0,22.0,0.0,Mercedes,False,122.03948163919776,315,7434.003522329995,13206,34.61929921404726,19.251899166732382,19.47007333806482,15,street,0,0,0
293,GRO,HaasF1Team,17.0,0.0,Singapore,2019.0,33.0,100.277,0.0,112.052333,7.806454,4.523425,36.516,2.0,12.0,0.0,23.0,26.0,0.0,Ferrari,False,122.06424309334174,317,7650.635990852456,12912,34.01855794758563,22.64017033356991,20.91843440317536,15,street,0,0,0
294,KUB,Williams,19.0,0.0,Singapore,2019.0,35.0,101.186,0.0,113.684818,9.222703,6.082981,29.677,2.0,23.0,0.0,38.0,0.0,0.0,Mercedes,False,121.66319690876114,305,7548.8678600530975,12573,40.203191125831296,1.5719054753831192,24.212075808953028,15,street,0,0,0
295,GIO,AlfaRomeoRacing,10.0,1.0,Singapore,2019.0,25.0,98.697,0.0,112.064611,9.38059,4.394388,29.015,2.0,2.0,0.0,34.0,25.0,0.0,Ferrari,False,122.42538706200878,320,7513.446389611755,12701,47.00454748573982,7.846384354546171,27.65817627421601,15,street,0,0,0
296,GAS,ToroRosso,16.0,0.0,Russia,2019.0,23.0,93.95,0.0,104.66276,10.243509,4.99434,29.935,1.0,0.0,0.0,26.0,27.0,0.0,Honda,False,146.43708163951462,340,7910.817923403735,12590,47.58712595898157,0.2995384662407923,14.545954702448268,16,street,0,0,0
297,PER,RacingPoint,11.0,6.0,Russia,2019.0,29.0,93.958,0.0,103.168836,8.702968,3.729061,30.271,1.0,0.0,0.0,30.0,23.0,0.0,Mercedes,False,146.6599932756671,338,7822.30439832503,12978,47.0257052908274,30.128067976892748,16.911697282758198,16,street,0,0,0
298,LEC,Ferrari,1.0,15.0,Russia,2019.0,21.0,91.628,0.0,99.619829,6.061629,0.897063,29.4745,2.0,0.0,0.0,9.0,44.0,0.0,Ferrari,False,147.018644741266,338,7643.96249656142,12536,57.24442950148241,6.437020509215392,22.61821071614145,16,street,0,0,0
299,STR,RacingPoint,14.0,0.0,Russia,2019.0,20.0,94.233,0.0,103.488854,9.600292,3.972437,30.168,1.0,0.0,0.0,27.0,26.0,0.0,Mercedes,False,146.7013479230981,337,7840.442797322493,13526,46.51309716661063,20.62230644619005,17.657486933398538,16,street,0,0,0
300,MAG,HaasF1Team,13.0,2.0,Russia,2019.0,27.0,93.889,0.0,103.083612,9.423575,3.643836,30.509,1.0,0.0,0.0,26.0,27.0,0.0,Ferrari,False,147.1885564079836,328,7699.964697252193,12750,48.779961487911486,1.7116483785188128,18.49191551792646,16,street,0,0,0
301,ALB,RedBullRacing,0.0,10.0,Russia,2019.0,23.0,99.197,0.0,101.807,6.596776,2.997,29.854,1.0,0.0,0.0,29.0,24.0,0.0,Honda,False,145.2359935201883,345,7691.366384448452,12703,62.129535104074336,15.793012806797693,30.73631445425925,16,street,0,0,0
302,HUL,Renault,6.0,1.0,Russia,2019.0,32.0,93.289,0.0,103.488408,9.282266,4.432244,32.025,2.0,0.0,0.0,13.0,40.0,0.0,Renault,False,146.60500657150718,339,7661.363786410734,12283,48.01302075373659,36.2319283552893,14.18222942201302,16,street,0,0,0
303,RIC,Renault,10.0,0.0,Russia,2019.0,30.0,93.661,0.0,105.367434,8.692724,3.760652,36.031,1.0,0.0,0.0,23.0,1.0,0.0,Renault,False,66.54216462389583,334,3609.9103218510254,12727,63.10251551181343,40.30320628419476,46.04334138215607,16,street,1,0,0
304,VER,RedBullRacing,9.0,12.0,Russia,2019.0,21.0,92.31,0.0,102.25102,10.83701,2.811244,29.978,1.0,0.0,0.0,25.0,28.0,0.0,Honda,False,146.79833114283093,329,7742.552281688419,12512,47.13143014335055,37.49426903444692,13.702356573035429,16,street,0,0,0
305,NOR,McLaren,7.0,4.0,Russia,2019.0,19.0,93.301,0.0,103.314673,8.502657,3.874897,29.29,1.0,0.0,0.0,33.0,20.0,0.0,Renault,False,146.5569887214598,323,7938.026775071064,12151,47.55020325824495,0.0030565149616407,13.488400525720571,16,street,0,0,0
306,HAM,Mercedes,2.0,25.0,Russia,2019.0,34.0,92.03,1.0,99.439893,7.079135,0.717127,29.751,1.0,0.0,0.0,28.0,25.0,0.0,Mercedes,False,146.797689274689,311,7693.730507075832,12747,48.98178317082862,0.2445211969312589,15.031940581349144,16,street,0,0,0
307,VET,Ferrari,3.0,0.0,Russia,2019.0,32.0,92.053,0.0,99.117478,1.116447,0.463391,29.86,1.0,0.0,0.0,0.0,26.0,0.0,Ferrari,False,74.47498242503897,313,3930.2388360791024,12487,73.39759146621023,45.55735550325519,53.69685484610447,16,street,1,0,0
308,SAI,McLaren,5.0,8.0,Russia,2019.0,25.0,93.222,0.0,102.959938,8.46111,3.520163,30.103,1.0,0.0,0.0,32.0,21.0,0.0,Renault,False,146.59317785860563,331,7811.494238469298,12303,47.59446159488951,0.0183390897698444,14.469541828407252,16,street,0,0,0
309,RUS,Williams,17.0,0.0,Russia,2019.0,20.0,95.356,0.0,103.286083,3.581071,4.65675,29.857,1.0,0.0,0.0,27.0,0.0,0.0,Mercedes,False,76.14784362869456,318,4179.234373567258,13037,61.29538160589296,35.62368187792279,44.10551089647584,16,street,1,0,0
310,RAI,AlfaRomeoRacing,15.0,0.0,Russia,2019.0,39.0,94.84,0.0,103.530571,8.374315,4.265938,30.775,2.0,0.0,0.0,27.0,26.0,0.0,Ferrari,False,147.06543998532874,343,7756.029709325428,12884,54.31641042882905,5.492557386068405,20.89127976281444,16,street,0,0,0
311,BOT,Mercedes,4.0,18.0,Russia,2019.0,30.0,92.632,0.0,100.742958,9.529753,1.375479,29.436,1.0,0.0,0.0,28.0,25.0,0.0,Mercedes,False,146.6743894611364,329,7655.234465262707,13283,47.45071369624354,0.0886389338875813,14.62848060641257,16,street,0,0,0
312,KUB,Williams,18.0,0.0,Russia,2019.0,35.0,96.474,0.0,105.69384,6.428362,6.14536,30.382,2.0,1.0,0.0,27.0,0.0,0.0,Mercedes,False,77.40373506128313,334,4318.93547696916,12862,60.69862762478223,33.71947305682062,43.506433963994255,16,street,1,0,0
313,GIO,AlfaRomeoRacing,12.0,0.0,Russia,2019.0,25.0,94.037,0.0,104.63988,9.750791,4.97146,34.21,2.0,25.0,0.0,26.0,2.0,0.0,Ferrari,False,147.00993367362534,328,7722.872084848856,12714,57.08986153987224,7.809395726992084,22.54485435706208,16,street,0,0,0
314,GAS,ToroRosso,9.0,6.0,Japan,2019.0,23.0,88.779,0.0,96.612098,2.85396,3.487627,23.18,1.0,0.0,0.0,34.0,18.0,0.0,Honda,False,153.41375174895063,336,7544.730894796456,12976,49.7868945299487,1.7356252914917718,13.865014324738487,17,race,0,0,0
315,PER,RacingPoint,17.0,4.0,Japan,2019.0,29.0,90.344,0.0,96.54688,3.814926,3.39448,23.0905,2.0,0.0,0.0,22.0,29.0,0.0,Mercedes,False,148.08621493770406,339,7335.56073022853,12970,50.77893264041575,4.467319608235059,17.676061030048636,17,race,0,0,0
316,LEC,Ferrari,2.0,8.0,Japan,2019.0,21.0,87.253,0.0,96.193901,5.410303,3.069431,25.787333,3.0,0.0,0.0,22.0,30.0,0.0,Ferrari,False,153.5321140648944,340,7474.463755080285,12588,56.732160703577854,6.196282230661603,20.64761143314012,17,race,0,0,0
317,STR,RacingPoint,12.0,2.0,Japan,2019.0,20.0,89.345,0.0,96.63945,2.763657,3.51498,23.292,1.0,0.0,0.0,34.0,18.0,0.0,Mercedes,False,153.34789126524086,338,7596.659037910587,13173,46.54653874342061,3.268039176494104,15.424078886001732,17,race,0,0,0
318,MAG,HaasF1Team,19.0,0.0,Japan,2019.0,27.0,94.593,0.0,97.585,4.213513,4.460529,24.0645,2.0,30.0,0.0,17.0,5.0,0.0,Ferrari,False,153.65990405756546,328,7512.681191285229,12765,50.19251782263975,2.798321007395563,17.1830235192218,17,race,0,0,0
319,ALB,RedBullRacing,6.0,12.0,Japan,2019.0,23.0,87.851,0.0,95.425076,3.815689,2.309096,23.3275,2.0,0.0,0.0,19.0,34.0,0.0,Honda,False,156.11799586914518,329,7580.23392631088,12695,47.26893863681791,34.05290159237791,11.946165633952962,17,race,0,0,0
320,KVY,ToroRosso,14.0,1.0,Japan,2019.0,25.0,89.563,0.0,96.587,3.225231,3.462529,23.293,1.0,0.0,0.0,25.0,27.0,0.0,Honda,False,153.35268838696783,345,7613.576920514358,12591,51.71307215670598,4.300752881604371,17.542807648744088,17,race,0,0,0
321,HUL,Renault,15.0,0.0,Japan,2019.0,32.0,89.619,0.0,96.6321,2.946679,3.49482,24.132,1.0,0.0,0.0,33.0,19.0,0.0,Renault,False,153.39692850956092,344,7452.856086348191,12326,50.20267839296422,1.545739223132787,12.978879339063228,17,race,1,0,0
322,RIC,Renault,16.0,0.0,Japan,2019.0,30.0,89.822,0.0,96.199372,2.986711,3.074901,23.292,1.0,0.0,0.0,29.0,23.0,0.0,Renault,False,153.54673862349256,338,7551.393463921647,12271,49.41874875074955,1.319208474915051,11.996135651942168,17,race,1,0,0
323,VER,RedBullRacing,5.0,0.0,Japan,2019.0,22.0,87.851,0.0,97.797076,0.708945,3.29023,0.0,0.0,0.0,0.0,0.0,14.0,0.0,Honda,False,42.57961889532947,339,2226.118495569325,12290,67.5777533479912,52.53514557931908,57.63208741421813,17,race,1,0,0
324,NOR,McLaren,8.0,0.0,Japan,2019.0,19.0,88.464,0.0,96.879921,4.391069,3.75545,24.648,2.0,27.0,0.0,21.0,4.0,0.0,Renault,False,153.11376507428875,337,7636.406589379705,12376,49.60343793723766,2.102072090079285,14.314744486641349,17,race,0,0,0
325,HAM,Mercedes,4.0,15.0,Japan,2019.0,34.0,87.302,1.0,94.527211,3.987783,1.41123,23.5865,2.0,0.0,0.0,21.0,32.0,0.0,Mercedes,False,156.22539809447665,349,7553.361982810314,13296,51.82057432207342,1.2592444533280032,12.582450529682191,17,race,0,0,0
326,VET,Ferrari,1.0,18.0,Japan,2019.0,32.0,87.064,0.0,94.556596,3.962565,1.440615,23.6225,2.0,0.0,0.0,22.0,31.0,0.0,Ferrari,False,156.4577919914718,336,7538.6179958691455,12500,61.39206476114332,9.930708241721634,25.01499100539676,17,race,0,0,0
327,SAI,McLaren,7.0,10.0,Japan,2019.0,25.0,88.304,0.0,95.622901,2.990733,2.49298,23.476,1.0,0.0,0.0,27.0,26.0,0.0,Renault,False,155.9696848557532,320,7564.99693517223,12221,50.6868545539343,0.8894663202078754,12.545805849823438,17,race,0,0,0
328,RUS,Williams,18.0,0.0,Japan,2019.0,20.0,90.364,0.0,97.91026,3.135766,4.75786,23.792,1.0,26.0,0.0,25.0,0.0,0.0,Mercedes,False,150.4211139982677,326,7322.955659937371,13276,49.928209740822176,3.2014124858418285,16.160303817709373,17,race,0,0,0
329,RAI,AlfaRomeoRacing,13.0,0.0,Japan,2019.0,39.0,89.358,0.0,97.024901,4.093792,3.900431,23.816,2.0,21.0,0.0,15.0,16.0,0.0,Ferrari,False,153.4071890199214,333,7612.593577187021,12845,55.80604970351123,6.339529615563995,21.41714971017389,17,race,0,0,0
330,BOT,Mercedes,3.0,25.0,Japan,2019.0,30.0,87.293,0.0,94.364211,3.656508,1.24823,23.0785,2.0,0.0,0.0,19.0,34.0,0.0,Mercedes,False,156.21673662469186,335,7544.250283163436,12524,49.95902458524885,1.529082550469718,12.089413018855351,17,race,0,0,0
331,GRO,HaasF1Team,10.0,0.0,Japan,2019.0,33.0,89.144,0.0,97.255058,2.806034,4.130588,23.478,1.0,36.0,0.0,0.0,16.0,0.0,Ferrari,False,153.78719435005664,329,7575.586414817776,12763,47.65257512159371,0.6129655540009328,14.264774468652142,17,race,0,0,0
332,KUB,Williams,0.0,0.0,Japan,2019.0,35.0,94.593,0.0,99.6297,4.599088,6.4773,24.852,2.0,11.0,0.0,40.0,0.0,0.0,Mercedes,False,147.81937504164168,329,7339.554600572989,12352,73.20684256112999,25.221533746418817,38.08381637684056,17,race,0,0,0
333,GIO,AlfaRomeoRacing,11.0,0.0,Japan,2019.0,25.0,89.254,0.0,97.524666,3.935733,4.400196,23.3815,2.0,31.0,0.0,18.0,3.0,0.0,Ferrari,False,153.6421147311613,335,7611.937437537477,13339,57.56472782996869,8.185088946632021,21.50043307348924,17,race,0,0,0
334,GAS,ToroRosso,10.0,2.0,Mexico,2019.0,23.0,76.586,0.0,82.980246,4.430926,2.266347,22.6535,2.0,40.0,0.0,21.0,9.0,0.0,Honda,False,138.7731313193023,358,7745.865167852889,13002,42.14225494089257,0.250481107004307,16.739469102239056,18,race,0,0,0
335,PER,RacingPoint,11.0,6.0,Mexico,2019.0,29.0,76.687,0.0,82.500228,3.714593,1.8022,22.357,1.0,51.0,0.0,20.0,0.0,0.0,Mercedes,False,139.77062650823228,360,7558.93020130128,13279,40.93789901334881,0.2199346305403671,18.12322448605553,18,race,0,0,0
336,LEC,Ferrari,1.0,12.0,Mexico,2019.0,22.0,75.024,1.0,81.791142,4.94533,1.093114,23.894,2.0,28.0,0.0,43.0,0.0,0.0,Ferrari,False,140.95964810459114,343,7349.743470690656,12551,52.09582429666738,7.468613495433302,25.7628982496869,18,race,0,0,0
337,STR,RacingPoint,16.0,0.0,Mexico,2019.0,20.0,78.065,0.0,83.056202,3.586178,2.342304,22.745,1.0,33.0,0.0,37.0,0.0,0.0,Mercedes,False,138.60946329840854,357,7620.500595656291,13308,40.35827962244555,8.09481626294407,17.42371017503131,18,race,0,0,0
338,MAG,HaasF1Team,17.0,0.0,Mexico,2019.0,27.0,78.436,0.0,83.774073,3.726027,3.043279,23.084,1.0,41.0,0.0,28.0,0.0,0.0,Ferrari,False,137.44255735100955,347,7550.459388459541,13016,38.90988789443138,1.2615694779607172,18.911323578825183,18,race,0,0,0
339,ALB,RedBullRacing,5.0,10.0,Mexico,2019.0,23.0,75.336,0.0,81.951042,4.897181,1.253014,22.0975,2.0,27.0,0.0,44.0,0.0,0.0,Honda,False,140.7006445306534,356,7647.28282982558,12890,41.80407489996029,27.843113296881207,18.21486391544736,18,race,0,0,0
340,KVY,ToroRosso,9.0,0.0,Mexico,2019.0,25.0,76.469,0.0,82.953985,4.357222,2.240086,22.2615,2.0,34.0,0.0,26.0,10.0,0.0,Honda,False,138.84958914989156,357,7797.455173045789,12961,42.80095915936096,0.8461373980511349,17.249595259186854,18,race,0,0,0
341,HUL,Renault,12.0,1.0,Mexico,2019.0,32.0,76.885,0.0,83.030279,3.875553,2.297058,22.484,1.0,52.0,0.0,18.0,0.0,0.0,Renault,False,137.23438311390782,355,7394.552585759233,12421,43.421297003390656,1.01108837095641,16.52258911934508,18,race,0,0,0
342,RIC,Renault,13.0,4.0,Mexico,2019.0,30.0,76.933,0.0,82.500257,3.671678,1.802228,22.345,1.0,50.0,0.0,21.0,0.0,0.0,Renault,False,140.10321654397166,357,7680.995356935578,12460,42.34734398387146,28.463206769099187,14.43626477685799,18,race,0,0,0
343,VER,RedBullRacing,4.0,8.0,Mexico,2019.0,22.0,74.758,0.0,82.4859,5.187906,1.787871,24.493,1.0,66.0,0.0,5.0,0.0,0.0,Honda,False,140.05400617038825,358,7537.5696306930995,12969,40.05449491401167,27.705654152793475,17.07853499098879,18,race,0,0,0
344,NOR,McLaren,8.0,0.0,Mexico,2019.0,19.0,76.322,0.0,83.93,3.671617,2.683978,0.0,0.0,36.0,0.0,0.0,12.0,0.0,Renault,False,94.46662797446317,350,5260.725417723065,12598,51.07862663041818,22.27143598985857,34.844365702416226,18,race,0,1,0
345,HAM,Mercedes,3.0,25.0,Mexico,2019.0,34.0,75.262,0.0,81.600028,3.817834,0.882159,22.269,1.0,48.0,0.0,23.0,0.0,0.0,Mercedes,False,140.53092830741974,354,7359.649418089623,13249,42.0941136939854,0.0122185905855759,17.40843693679934,18,race,0,0,0
346,VET,Ferrari,2.0,18.0,Mexico,2019.0,32.0,75.17,0.0,81.6829,4.07295,0.984871,21.862,1.0,34.0,0.0,37.0,0.0,0.0,Ferrari,False,140.69264135381982,352,7435.060512569875,13015,52.64810459113541,8.556068057549563,25.34746616977732,18,race,0,0,0
