,Abbreviation,TeamName,GridPosition,Points,RaceCountry,Year,AgeAtGP,BestQualiTime,FLap,SDLapTime,AvgPitTime,PitstopNo,HARD,INTERMEDIATE,MEDIUM,SOFT,WET,Engine,Rain,AverageSpeed,MaxSpeed,MaxRPM,AverageThrottle,MaxThrottlePct,Brake,raceID,CircuitType,carIssue,driverIssue
525,RUS,Williams,15.0,0.0,Belgium,2020.0,21.0,103.468,0.0,0.776751,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Mercedes,False,36.82842778184724,346,12612,70.5261370446827,56.84224545515083,60.33495371911833,27,race,1,0
526,RAI,AlfaRomeoRacing,16.0,0.0,Belgium,2020.0,40.0,103.743,0.0,2.275424,22.96,1.0,34.0,0.0,10.0,0.0,0.0,Ferrari,False,155.45521742025704,346,12896,53.69411333821669,5.6968768728774055,19.065059599121,27,race,0,0
527,BOT,Mercedes,2.0,18.0,Belgium,2020.0,31.0,101.763,0.0,0.860005,25.548,1.0,33.0,0.0,11.0,0.0,0.0,Mercedes,False,155.4476926150363,328,13108,48.91852567090631,0.9722314709995338,13.784377705267364,27,race,0,0
528,GRO,HaasF1Team,17.0,0.0,Belgium,2020.0,34.0,103.838,0.0,6.497472,23.636,1.0,34.0,0.0,10.0,0.0,0.0,Ferrari,False,155.4435972564427,351,12758,45.42058999800226,0.0133182393287607,12.782180195778118,27,race,0,0
529,GIO,AlfaRomeoRacing,18.0,0.0,Belgium,2020.0,26.0,103.95,0.0,0.635618,0.0,0.0,0.0,0.0,9.0,0.0,0.0,Ferrari,False,36.89345408536992,345,12701,67.51211959778917,53.838982486515285,57.48485050276353,27,race,0,1
530,GAS,AlphaTauri,10.0,25.0,Italy,2020.0,24.0,79.909,0.0,12.666191,771.9875,2.0,7.0,0.0,27.0,19.0,0.0,,False,132.6215881591536,352,12763,40.828268332489166,0.1097416849569475,8.109629129382633,28,race,0,0
531,PER,RacingPoint,4.0,1.0,Italy,2020.0,30.0,79.718,0.0,12.946562,775.841,2.0,0.0,0.0,31.0,22.0,0.0,Mercedes,False,132.45708818729247,363,13145,37.8188418031403,13.017052169508696,12.48522708087118,28,race,0,0
532,LEC,Ferrari,13.0,0.0,Italy,2020.0,22.0,80.273,0.0,10.915407,24.344,1.0,7.0,0.0,0.0,17.0,0.0,Ferrari,False,60.16967752827959,353,12668,75.82207777590185,54.72452023186448,61.25274354212392,28,race,0,1
533,STR,RacingPoint,8.0,15.0,Italy,2020.0,21.0,79.924,0.0,13.565093,1517.308,1.0,0.0,0.0,27.0,26.0,0.0,Mercedes,False,132.6034385727953,356,12964,39.27860318532275,11.866171422139685,12.28544093646238,28,race,0,0
534,MAG,HaasF1Team,15.0,0.0,Italy,2020.0,28.0,80.869,0.0,9.121016,40.078,1.0,17.0,0.0,1.0,0.0,0.0,Ferrari,False,45.71830153638359,338,12515,75.49983116663853,58.80465980077664,62.56682987224942,28,race,1,0
535,ALB,RedBullRacing,9.0,0.0,Italy,2020.0,24.0,80.064,0.0,11.688645,778.954,2.0,27.0,0.0,4.0,22.0,0.0,Honda,False,132.05579942596657,362,13058,36.75707693173504,28.34149361247116,12.848218808036467,28,race,0,0
536,KVY,AlphaTauri,11.0,2.0,Italy,2020.0,26.0,80.169,0.0,12.158267,775.0295,2.0,22.0,0.0,31.0,0.0,0.0,,False,132.2489447914908,362,13042,41.7432607349879,2.301761494738027,12.032190894254038,28,race,0,0
537,RIC,Renault,7.0,8.0,Italy,2020.0,31.0,79.864,0.0,13.104434,774.5675,2.0,0.0,0.0,31.0,22.0,0.0,Renault,False,132.5326411165513,357,12452,38.97940232990039,30.65732455399854,8.109629129382633,28,race,0,0
538,OCO,Renault,12.0,4.0,Italy,2020.0,23.0,80.234,0.0,12.536009,774.2565,2.0,0.0,0.0,4.0,49.0,0.0,Renault,False,132.35364961449716,357,12445,40.1534132477911,24.34295683493725,9.91614609713546,28,race,0,0
539,VER,RedBullRacing,5.0,0.0,Italy,2020.0,22.0,79.78,0.0,16.257777,774.4725,2.0,0.0,0.0,8.0,22.0,0.0,Honda,False,75.58779334796556,352,12811,45.2663909055096,23.03168439416962,30.56446620518881,28,race,1,0
540,NOR,McLaren,6.0,12.0,Italy,2020.0,20.0,79.82,0.0,13.530587,773.3105,2.0,0.0,0.0,31.0,22.0,0.0,Renault,False,132.38615003658057,358,12463,39.707017840058526,29.29258821543137,9.195790421520629,28,race,0,0
541,HAM,Mercedes,1.0,6.0,Italy,2020.0,35.0,78.887,1.0,13.661434,524.392667,3.0,27.0,0.0,6.0,20.0,0.0,Mercedes,False,132.36940739490123,363,13049,38.19455231020317,27.030221171703527,11.064212955146605,28,race,0,0
542,VET,Ferrari,17.0,0.0,Italy,2020.0,33.0,81.151,0.0,23.708907,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Ferrari,False,16.84467330744555,347,12480,78.45196690866115,70.44290618492882,73.05419550903258,28,race,1,0
543,SAI,McLaren,3.0,18.0,Italy,2020.0,26.0,79.695,0.0,13.827154,773.3835,2.0,0.0,0.0,31.0,22.0,0.0,Renault,False,132.44929371377117,351,12290,39.701840283640045,26.371771061961844,9.96679610557713,28,race,0,0
544,LAT,Williams,20.0,0.0,Italy,2020.0,25.0,81.717,0.0,10.45899,774.7325,2.0,10.0,0.0,43.0,0.0,0.0,Mercedes,False,132.2382238730373,352,13404,40.73650740052901,32.65518599808656,12.133490911137374,28,race,0,0
545,RUS,Williams,19.0,0.0,Italy,2020.0,21.0,81.587,0.0,11.08091,776.5935,2.0,4.0,0.0,49.0,0.0,0.0,Mercedes,False,132.30384377286285,357,12844,39.540323034498286,32.711463785243964,10.870054589453543,28,race,0,0
546,RAI,AlfaRomeoRacing,14.0,0.0,Italy,2020.0,40.0,80.926,0.0,11.307213,772.7195,2.0,8.0,0.0,18.0,27.0,0.0,Ferrari,False,132.762423321515,347,12815,51.56190556587315,10.709662896054926,22.51674264167933,28,race,0,0
547,BOT,Mercedes,2.0,10.0,Italy,2020.0,31.0,78.952,0.0,13.118286,773.337,2.0,0.0,0.0,31.0,22.0,0.0,Mercedes,False,132.5315718385953,361,13362,37.82238730373122,0.1097416849569475,12.161629804716078,28,race,0,0
548,GRO,HaasF1Team,16.0,0.0,Italy,2020.0,34.0,81.139,0.0,11.067674,778.062,2.0,31.0,0.0,22.0,0.0,0.0,Ferrari,False,132.7062862288255,352,12798,37.384517980753,31.400191344476337,10.563340649445664,28,race,0,0
549,GIO,AlfaRomeoRacing,18.0,0.0,Italy,2020.0,26.0,81.206,0.0,12.447952,525.767667,3.0,6.0,0.0,20.0,27.0,0.0,Ferrari,False,132.83181383308008,350,12947,49.761663571388375,8.222184703697451,18.68985311497552,28,race,0,0
550,PER,RacingPoint,7.0,10.0,Italy,2020.0,30.0,76.311,0.0,17.481484,560.976,5.0,0.0,0.0,15.0,44.0,0.0,Mercedes,False,108.66922512945058,334,12947,31.521101590065527,6.057828896118774,10.866975209641204,29,race,0,0
551,LEC,Ferrari,5.0,4.0,Italy,2020.0,22.0,76.27,0.0,17.221691,557.2736,5.0,16.0,0.0,8.0,35.0,0.0,Ferrari,False,108.63481189570636,329,12694,48.19319067039362,12.896943591623517,24.79494111716996,29,race,0,0
552,STR,RacingPoint,6.0,0.0,Italy,2020.0,21.0,76.271,0.0,19.334032,493.349667,3.0,0.0,0.0,13.0,30.0,0.0,Mercedes,False,77.46473903679605,331,12683,40.21069513815699,16.11831553865188,24.83389084910416,29,race,1,0
553,MAG,HaasF1Team,20.0,0.0,Italy,2020.0,28.0,77.348,0.0,3.769872,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Ferrari,False,12.50980616780461,308,12401,78.86482151858131,73.12010264399945,75.46166888145535,29,race,1,0
554,ALB,RedBullRacing,4.0,15.0,Italy,2020.0,24.0,75.914,0.0,17.558186,560.7908,5.0,0.0,0.0,11.0,48.0,0.0,Honda,False,108.63533886266782,336,12299,31.29125234843972,20.61815515740274,11.187737707922834,29,race,0,0
555,KVY,AlphaTauri,12.0,6.0,Italy,2020.0,26.0,76.854,0.0,17.363198,559.9124,5.0,0.0,0.0,22.0,37.0,0.0,,False,108.63561380195208,333,12937,38.02678366860652,4.114924620812904,12.954222609173808,29,race,0,0
556,RIC,Renault,8.0,12.0,Italy,2020.0,31.0,76.243,0.0,17.36987,560.801,5.0,0.0,0.0,16.0,43.0,0.0,Renault,False,108.64083764835266,329,12146,32.97649269119736,0.0022911607020116,6.4450350547587405,29,race,0,0
557,OCO,Renault,10.0,0.0,Italy,2020.0,23.0,76.297,0.0,4.37677,17.455,1.0,0.0,0.0,0.0,8.0,0.0,Renault,False,16.022957430234158,300,11884,70.47681345369564,63.655317783989375,65.83650277230446,29,race,1,0
558,NOR,McLaren,11.0,8.0,Italy,2020.0,20.0,76.64,0.0,17.47781,561.0574,5.0,0.0,0.0,14.0,45.0,0.0,Renault,False,108.57945745314576,328,12276,32.67946661778857,14.720707510424782,8.633093525179856,29,race,0,0
559,HAM,Mercedes,1.0,25.0,Italy,2020.0,35.0,75.144,1.0,18.075583,560.0776,5.0,12.0,0.0,25.0,22.0,0.0,Mercedes,False,108.36777711588692,300,13010,32.86653988910782,0.0022911607020116,9.657242358979058,29,race,0,0
560,VET,Ferrari,14.0,1.0,Italy,2020.0,33.0,76.858,0.0,15.607395,468.781,6.0,15.0,0.0,7.0,37.0,0.0,Ferrari,False,108.69105989094076,332,12540,40.0636713559089,4.602941850341383,16.436786876231498,29,race,0,0
561,SAI,McLaren,9.0,0.0,Italy,2020.0,26.0,76.522,0.0,1.180912,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Renault,False,12.444072767263895,295,12206,79.30651147871512,73.28964853594832,75.09279200843147,29,race,1,0
562,LAT,Williams,19.0,0.0,Italy,2020.0,25.0,77.32,0.0,4.400693,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Mercedes,False,12.582344315630298,302,13235,79.41066764422857,73.05365898364111,76.18796682399304,29,race,1,0
563,RUS,Williams,18.0,0.0,Italy,2020.0,21.0,77.232,0.0,17.364166,556.337,5.0,14.0,0.0,29.0,16.0,0.0,Mercedes,False,108.57343170049948,338,12687,33.25406681024607,0.1099757136965586,10.149841909911562,29,race,0,0
564,RAI,AlfaRomeoRacing,13.0,2.0,Italy,2020.0,40.0,76.854,0.0,15.886214,456.894833,6.0,15.0,0.0,27.0,17.0,0.0,Ferrari,False,108.75544150666728,326,12904,46.2443064656555,12.182101452595886,23.940338175319617,29,race,0,0
565,BOT,Mercedes,2.0,18.0,Italy,2020.0,31.0,75.203,0.0,17.787479,560.4564,5.0,12.0,0.0,25.0,22.0,0.0,Mercedes,False,108.50025202767722,318,12622,31.9017092058837,20.58607890757457,11.474132795674288,29,race,0,0
566,GRO,HaasF1Team,15.0,0.0,Italy,2020.0,34.0,77.069,0.0,15.730128,541.0034,5.0,15.0,0.0,7.0,37.0,0.0,Ferrari,False,108.93829904229484,322,12455,30.07086560051322,22.15323282775054,10.058195481831095,29,race,0,0
567,GIO,AlfaRomeoRacing,17.0,0.0,Italy,2020.0,26.0,77.22,0.0,4.287393,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Ferrari,False,12.477798652797508,301,12516,85.53833111854466,78.89382761306878,80.93296063785914,29,race,1,0
568,GAS,AlphaTauri,9.0,2.0,Russia,2020.0,24.0,93.0,0.0,4.414441,29.5895,2.0,24.0,0.0,11.0,18.0,0.0,,False,145.0466058763931,342,12936,46.468023702066255,0.0460532375425992,12.753676583463818,30,street,0,0
569,PER,RacingPoint,4.0,12.0,Russia,2020.0,30.0,92.317,0.0,3.598099,29.602,1.0,33.0,0.0,0.0,20.0,0.0,Mercedes,False,145.26274907125972,340,12904,45.93285437966289,0.586411224709097,16.89846796229775,30,street,0,0
570,LEC,Ferrari,10.0,8.0,Russia,2020.0,22.0,93.239,0.0,3.308658,30.261,1.0,25.0,0.0,28.0,0.0,0.0,Ferrari,False,145.33987289306438,320,12620,54.01151330938565,4.424181019925701,19.79368149580916,30,street,0,0
571,MAG,HaasF1Team,18.0,0.0,Russia,2020.0,28.0,94.681,0.0,3.643243,30.188,1.0,33.0,0.0,19.0,0.0,0.0,Ferrari,False,142.85072610604524,340,12513,45.062294679315954,0.8903625924902521,16.53311227779313,30,street,0,0
572,ALB,RedBullRacing,15.0,1.0,Russia,2020.0,24.0,93.008,0.0,3.737778,30.161,2.0,26.0,0.0,26.0,1.0,0.0,Honda,False,145.2102176783028,338,12733,43.86128764852169,32.86973074207117,15.744066807896594,30,street,0,0
573,KVY,AlphaTauri,11.0,4.0,Russia,2020.0,26.0,93.249,0.0,3.362108,29.662,1.0,30.0,0.0,23.0,0.0,0.0,,False,145.13456756009947,338,13068,46.4468085106383,0.4083387062110466,14.328697307420711,30,street,0,0
574,RIC,Renault,5.0,10.0,Russia,2020.0,31.0,92.218,0.0,3.828838,30.112,1.0,38.0,0.0,0.0,15.0,0.0,Renault,False,145.26370083816892,338,12436,45.56651622609069,0.0214915108532129,11.135672837800495,30,street,0,0
575,OCO,Renault,7.0,6.0,Russia,2020.0,23.0,92.624,0.0,3.465408,30.068,1.0,35.0,0.0,0.0,18.0,0.0,Renault,False,145.2400601762304,339,12529,47.42052746308065,34.72107089128366,14.267292990697248,30,street,0,0
576,VER,RedBullRacing,2.0,18.0,Russia,2020.0,22.0,91.867,0.0,3.736168,28.748,1.0,28.0,0.0,25.0,0.0,0.0,Honda,False,145.26695526695528,335,12431,45.14451505940868,34.963617942341344,14.574314574314574,30,street,0,0
577,NOR,McLaren,8.0,0.0,Russia,2020.0,20.0,92.847,0.0,3.672053,34.238,2.0,46.0,0.0,5.0,1.0,0.0,Renault,False,142.29102575911085,335,12107,46.7430229345123,0.4574621595898192,14.577384790150749,30,street,0,0
578,HAM,Mercedes,1.0,15.0,Russia,2020.0,35.0,91.304,0.0,5.180394,41.352,1.0,37.0,0.0,0.0,16.0,0.0,Mercedes,False,145.20708605814988,342,12422,45.78569893463511,0.7122900739922017,15.676522059500783,30,street,0,0
579,VET,Ferrari,14.0,0.0,Russia,2020.0,33.0,93.609,0.0,3.51238,29.395,1.0,22.0,0.0,30.0,0.0,0.0,Ferrari,False,142.67563169690828,334,12673,50.532467532467535,2.818458137607074,18.464278038746123,30,street,0,0
580,LAT,Williams,20.0,0.0,Russia,2020.0,25.0,95.066,0.0,3.708162,29.862,1.0,35.0,0.0,17.0,0.0,0.0,Mercedes,False,142.53037978569893,338,12756,46.50538822879248,0.346934389487581,18.234011851033127,30,street,0,0
581,RUS,Williams,13.0,0.0,Russia,2020.0,21.0,93.583,0.0,4.663654,29.757667,3.0,13.0,0.0,37.0,2.0,0.0,Mercedes,False,142.4570016272144,337,12643,45.60934573700531,0.1228086334469313,14.522120905099628,30,street,0,0
582,RAI,AlfaRomeoRacing,19.0,0.0,Russia,2020.0,40.0,95.267,0.0,3.839422,33.317,1.0,35.0,0.0,17.0,0.0,0.0,Ferrari,False,142.72358846826933,337,12665,53.72908415461607,6.432102176783028,21.123084952872187,30,street,0,0
583,BOT,Mercedes,3.0,25.0,Russia,2020.0,31.0,91.956,1.0,3.803667,29.75,1.0,27.0,0.0,26.0,0.0,0.0,Mercedes,False,145.15925209542232,320,12669,45.79337447422554,0.5925516563814437,16.23837155752049,30,street,0,0
584,GRO,HaasF1Team,16.0,0.0,Russia,2020.0,34.0,94.592,0.0,5.208982,30.021,2.0,25.0,0.0,27.0,0.0,0.0,Ferrari,False,142.92247705013662,333,12541,44.06539559731049,0.1688618709895305,15.154585367351324,30,street,0,0
585,GIO,AlfaRomeoRacing,17.0,0.0,Russia,2020.0,26.0,94.594,0.0,3.458345,29.767,1.0,36.0,0.0,16.0,0.0,0.0,Ferrari,False,142.93423597678918,334,12600,56.1813269472844,8.943538730772774,22.84854625280157,30,street,0,0
586,GAS,AlphaTauri,12.0,8.0,Germany,2020.0,24.0,86.776,0.0,9.742107,22.771,2.0,14.0,0.0,30.0,16.0,0.0,,False,190.15609634136177,327,12891,62.36840570047504,46.23301941828486,18.08067338944912,31,race,0,0
587,PER,RacingPoint,9.0,12.0,Germany,2020.0,30.0,86.33,0.0,11.023205,22.746,2.0,0.0,0.0,17.0,43.0,0.0,Mercedes,False,190.0266688890741,329,13095,60.18889074089508,33.11525960496708,22.44770397533128,31,race,0,0
588,LEC,Ferrari,4.0,6.0,Germany,2020.0,22.0,86.035,0.0,10.171019,22.8355,2.0,0.0,0.0,50.0,10.0,0.0,Ferrari,False,189.6949745812151,320,12339,63.69226602216851,39.38244853737812,20.74756229685807,31,race,0,0
589,MAG,HaasF1Team,15.0,0.0,Germany,2020.0,28.0,87.125,0.0,8.46995,23.065,2.0,0.0,0.0,46.0,14.0,0.0,Ferrari,False,190.35465455454624,319,12649,58.84173681140095,45.95382948579048,21.030919243270272,31,race,0,0
590,ALB,RedBullRacing,5.0,0.0,Germany,2020.0,24.0,86.047,0.0,5.622329,23.562,1.0,0.0,0.0,16.0,7.0,0.0,Honda,False,75.10675889657472,328,12706,85.45891324277024,60.55921326777232,68.95991332611051,31,race,1,0
591,KVY,AlphaTauri,13.0,0.0,Germany,2020.0,26.0,86.848,0.0,9.113096,26.6765,2.0,27.0,0.0,17.0,16.0,0.0,,False,189.8620301691808,327,13250,62.11525960496708,45.403783648637386,18.668222351862653,31,race,0,0
592,HUL,RacingPoint,20.0,4.0,Germany,2020.0,33.0,88.021,0.0,9.252606,22.693,2.0,0.0,0.0,15.0,45.0,0.0,Mercedes,False,189.93507792316024,334,13298,58.14067838986582,5.467122260188349,20.885073756146348,31,race,0,0
593,RIC,Renault,6.0,15.0,Germany,2020.0,31.0,86.096,0.0,11.781469,22.3445,2.0,0.0,0.0,28.0,32.0,0.0,Renault,False,190.1875989665805,319,12368,61.76477206433869,46.099674972914414,14.992916076339696,31,race,0,0
594,OCO,Renault,7.0,0.0,Germany,2020.0,23.0,86.242,0.0,5.241295,0.0,0.0,0.0,0.0,0.0,22.0,0.0,Renault,False,69.0945078756563,313,12071,87.63859488290692,62.60521710142511,70.53504458704893,31,race,1,0
595,VER,RedBullRacing,3.0,18.0,Germany,2020.0,23.0,85.467,1.0,7.568275,22.337,2.0,0.0,0.0,29.0,31.0,0.0,Honda,False,190.5356696391366,316,12641,59.510709225768814,45.16626385532128,19.80165013751146,31,race,0,0
596,NOR,McLaren,8.0,0.0,Germany,2020.0,20.0,86.316,0.0,4.214481,21.991,1.0,0.0,0.0,13.0,29.0,0.0,Renault,False,133.22360196683056,316,12398,76.94312026002167,31.07758979914993,43.80365030419202,31,race,1,0
597,HAM,Mercedes,2.0,25.0,Germany,2020.0,35.0,85.39,0.0,7.764398,23.5815,2.0,0.0,0.0,29.0,31.0,0.0,Mercedes,False,190.2350612551046,302,12982,61.32998583215268,42.857738144845406,21.814317859821653,31,race,0,0
598,VET,Ferrari,11.0,0.0,Germany,2020.0,33.0,86.738,0.0,7.821967,23.491,2.0,30.0,0.0,11.0,19.0,0.0,Ferrari,False,189.8542378531544,334,12427,63.67726477206434,46.083006917243104,23.197766480540043,31,race,0,0
599,SAI,McLaren,10.0,10.0,Germany,2020.0,26.0,86.361,0.0,10.70757,22.572,2.0,0.0,0.0,16.0,44.0,0.0,Renault,False,190.1995999666639,324,12302,62.10009167430619,0.0125010417534794,19.37661471789316,31,race,0,0
600,LAT,Williams,18.0,0.0,Germany,2020.0,25.0,87.812,0.0,7.873569,24.4,2.0,0.0,0.0,46.0,14.0,0.0,Mercedes,False,189.7628135677973,322,12547,63.522668555712976,46.67472289357447,21.50595882990249,31,race,0,0
601,RUS,Williams,17.0,0.0,Germany,2020.0,21.0,87.564,0.0,6.041854,22.496,1.0,0.0,0.0,1.0,11.0,0.0,Mercedes,False,38.94757896491375,322,12505,94.05858821568464,78.13984498708226,82.6152179348279,31,race,1,0
602,RAI,AlfaRomeoRacing,19.0,0.0,Germany,2020.0,40.0,87.817,0.0,9.09952,27.9405,2.0,0.0,0.0,34.0,26.0,0.0,Ferrari,False,189.8489040753396,331,12780,60.95362113509459,45.082923576964745,23.893657804817067,31,race,0,0
603,BOT,Mercedes,1.0,0.0,Germany,2020.0,31.0,85.269,0.0,8.316871,22.625,1.0,0.0,0.0,5.0,13.0,0.0,Mercedes,False,56.39232436036336,309,12819,89.56125510459205,68.12234352862738,74.34786232186016,31,race,1,0
604,GRO,HaasF1Team,16.0,2.0,Germany,2020.0,34.0,87.118,0.0,8.790628,23.635,1.0,32.0,0.0,28.0,0.0,0.0,Ferrari,False,190.4309525793816,325,12765,58.093966163846986,46.933077756479705,19.57663138594883,31,race,0,0
605,GIO,AlfaRomeoRacing,14.0,1.0,Germany,2020.0,26.0,86.936,0.0,9.094367,22.627,2.0,0.0,0.0,45.0,15.0,0.0,Ferrari,False,189.91957663138595,307,12658,62.29548295691308,46.34136178014835,20.639219934994586,31,race,0,0
606,GAS,AlphaTauri,9.0,10.0,Portugal,2020.0,24.0,77.209,0.0,3.37076,27.204,1.0,0.0,0.0,37.0,28.0,0.0,,False,145.33933962563955,334,13014,49.01773286299933,1.1885467314964884,16.077160199574156,32,race,0,0
607,PER,RacingPoint,5.0,6.0,Portugal,2020.0,30.0,77.129,0.0,4.079063,26.406,2.0,0.0,0.0,44.0,21.0,0.0,Mercedes,False,145.2818508278514,344,13257,49.35278227984873,1.1376998125019862,18.44154193281851,32,race,0,0
608,LEC,Ferrari,4.0,12.0,Portugal,2020.0,23.0,77.09,0.0,3.259377,26.94,1.0,32.0,0.0,34.0,0.0,0.0,Ferrari,False,147.80926049512186,334,12404,53.9322782597642,2.8092922744462454,19.766739759112724,32,race,0,0
609,STR,RacingPoint,12.0,0.0,Portugal,2020.0,21.0,77.476,0.0,6.914748,36.8985,2.0,16.0,0.0,18.0,17.0,0.0,Mercedes,False,112.9347252677408,339,13065,53.60298090062605,15.101534941367149,30.476372072329745,32,race,1,0
610,MAG,HaasF1Team,19.0,0.0,Portugal,2020.0,28.0,78.508,0.0,3.507253,27.3,1.0,31.0,0.0,34.0,0.0,0.0,Ferrari,False,145.7146852257921,342,12509,46.85324308005212,38.92013855785426,17.246639336447707,32,race,0,0
611,ALB,RedBullRacing,6.0,0.0,Portugal,2020.0,24.0,77.411,0.0,4.419982,26.0845,2.0,0.0,0.0,27.0,38.0,0.0,Honda,False,145.818508278514,335,12754,46.220770966409255,35.08755203864366,16.553850065147614,32,race,0,0
612,KVY,AlphaTauri,13.0,0.0,Portugal,2020.0,26.0,77.728,0.0,6.171891,30.077,2.0,30.0,0.0,25.0,9.0,0.0,,False,142.98662090443958,341,12803,48.05669431467887,0.9788031906441668,16.25830234849207,32,race,0,0
613,RIC,Renault,10.0,2.0,Portugal,2020.0,31.0,77.481,0.0,3.183557,26.999,1.0,0.0,0.0,51.0,14.0,0.0,Renault,False,145.44306734038835,328,12155,49.88978930307942,0.502113325070709,13.423586614548574,32,race,0,0
614,OCO,Renault,11.0,4.0,Portugal,2020.0,23.0,77.614,0.0,3.278374,28.535,1.0,0.0,0.0,53.0,12.0,0.0,Renault,False,145.4783106111164,342,12483,50.04083643181746,0.4925795277592398,16.226523024120507,32,race,0,0
615,VER,RedBullRacing,3.0,15.0,Portugal,2020.0,23.0,76.879,0.0,3.18357,26.394,1.0,0.0,0.0,43.0,23.0,0.0,Honda,False,147.72142244255886,329,12705,47.65811802841072,0.7531699876060635,14.9299265897607,32,race,0,0
616,NOR,McLaren,8.0,0.0,Portugal,2020.0,20.0,77.321,0.0,5.215627,31.2785,2.0,25.0,0.0,22.0,18.0,0.0,Renault,False,145.45056726094003,340,12333,49.52543934915944,0.7563479200432199,15.705342104426858,32,race,0,0
617,HAM,Mercedes,1.0,25.0,Portugal,2020.0,35.0,76.652,1.0,3.410122,27.162,1.0,26.0,0.0,40.0,0.0,0.0,Mercedes,False,147.731782502304,330,12861,49.90107096323132,1.058251501573077,17.310197985190833,32,race,0,0
618,VET,Ferrari,15.0,1.0,Portugal,2020.0,33.0,77.446,0.0,3.473306,26.666,1.0,38.0,0.0,27.0,0.0,0.0,Ferrari,False,145.6664124320717,337,12740,55.00222455270601,4.515841993199224,22.99869704770077,32,race,0,0
619,SAI,McLaren,7.0,8.0,Portugal,2020.0,26.0,77.183,0.0,3.206298,27.299,1.0,0.0,0.0,39.0,26.0,0.0,Renault,False,145.31620427749706,341,12099,49.42797216131185,1.201258461245114,18.01569898623956,32,race,0,0
620,LAT,Williams,20.0,0.0,Portugal,2020.0,25.0,78.494,0.0,3.294498,26.739,1.0,40.0,0.0,24.0,0.0,0.0,Mercedes,False,143.3584072202625,337,12703,48.99729875742842,1.1567674071249243,19.604665204817746,32,race,0,0
621,RUS,Williams,14.0,0.0,Portugal,2020.0,21.0,77.788,0.0,4.066682,32.991,1.0,29.0,0.0,36.0,0.0,0.0,Mercedes,False,145.49941208249913,340,12689,48.53595830552642,0.6864334064257794,16.922490227857757,32,race,0,0
622,RAI,AlfaRomeoRacing,16.0,0.0,Portugal,2020.0,41.0,78.201,0.0,3.465905,29.061,1.0,0.0,0.0,54.0,11.0,0.0,Ferrari,False,145.4004512664061,333,12762,58.45743159500429,9.130199891950298,26.39272889058379,32,race,0,0
623,BOT,Mercedes,2.0,18.0,Portugal,2020.0,31.0,76.466,0.0,3.499145,26.512,1.0,25.0,0.0,41.0,0.0,0.0,Mercedes,False,147.54240950837385,334,13114,50.24482791495853,0.7913051768519401,16.483935551530173,32,race,0,0
624,GRO,HaasF1Team,18.0,0.0,Portugal,2020.0,34.0,78.364,0.0,3.402353,26.985,1.0,39.0,0.0,26.0,0.0,0.0,Ferrari,False,145.8373851971907,334,12849,46.5010010487177,0.444910541201894,17.370578701496804,32,race,0,0
625,GIO,AlfaRomeoRacing,17.0,0.0,Portugal,2020.0,26.0,78.323,0.0,3.368683,26.473,1.0,37.0,0.0,28.0,0.0,0.0,Ferrari,False,145.4761813963835,333,12876,51.51809832522961,2.6948867067086155,19.17882225823879,32,race,0,0
626,GAS,AlphaTauri,4.0,0.0,Italy,2020.0,24.0,74.502,0.0,1.675574,0.0,0.0,0.0,0.0,0.0,8.0,0.0,,False,20.92521222684872,314,12908,75.65475614086053,65.9178205997224,68.47099835382977,33,race,1,0
627,PER,RacingPoint,11.0,8.0,Italy,2020.0,30.0,75.061,0.0,13.769249,30.27,2.0,24.0,0.0,27.0,12.0,0.0,Mercedes,False,151.32503792647103,338,12961,49.68012652916303,0.7456182821729447,16.81998644330396,33,race,0,0
628,LEC,Ferrari,7.0,10.0,Italy,2020.0,23.0,74.616,0.0,13.382872,30.243,1.0,50.0,0.0,0.0,13.0,0.0,Ferrari,False,151.4932377909041,328,12294,58.988186307737,7.79832800748846,23.70162357573997,33,race,0,0
629,STR,RacingPoint,15.0,0.0,Italy,2020.0,22.0,75.494,0.0,13.327801,34.461667,3.0,28.0,0.0,24.0,11.0,0.0,Mercedes,False,151.35376521093573,346,12922,49.601078080113616,1.0328911268196637,18.272489590394112,33,race,0,0
630,MAG,HaasF1Team,17.0,0.0,Italy,2020.0,28.0,75.939,0.0,4.128259,30.708,1.0,20.0,0.0,27.0,0.0,0.0,Ferrari,False,112.14341047738937,311,12804,59.31019011652303,21.21300151705884,31.593557341596465,33,race,0,1
631,ALB,RedBullRacing,6.0,0.0,Italy,2020.0,24.0,74.572,0.0,13.576826,29.661,2.0,45.0,0.0,0.0,18.0,0.0,Honda,False,151.24799070397987,336,12911,46.33372066750589,36.30935089248249,17.204092831090023,33,race,0,0
632,KVY,AlphaTauri,8.0,12.0,Italy,2020.0,26.0,74.696,0.0,13.34639,30.043,2.0,37.0,0.0,0.0,26.0,0.0,,False,151.18101416997516,344,12888,50.59310545172848,1.7042703592524449,15.467544624124464,33,race,0,0
